,ast,blk,conf_abbr,drb,fg,fg2,fg2a,fg3,fg3a,fga,ft,fta,g,mp,orb,pf,player,pts,school_name,stl,tov,trb,year_max,year_min,NBA_age,NBA_ast_per_g,NBA_blk_per_g,NBA_drb_per_g,NBA_efg_pct,NBA_fg2_pct,NBA_fg2_per_g,NBA_fg2a_per_g,NBA_fg3_pct,NBA_fg3_per_g,NBA_fg3a_per_g,NBA_fg_pct,NBA_fg_per_g,NBA_fga_per_g,NBA_first_team,NBA_ft_pct,NBA_ft_per_g,NBA_fta_per_g,NBA_g,NBA_gs,NBA_lg_id,NBA_mp_per_g,NBA_orb_per_g,NBA_pf_per_g,NBA_pos,NBA_pts_per_g,NBA_stl_per_g,NBA_team_id,NBA_tov_per_g,NBA_trb_per_g
28,12,0,MEAC,10,11,7,17,4,13,30,12,25,21,175,8,29,Leroy Moore Jr.,38,Delaware State,11,18,18,2020,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,8,6,ACC,38,11,11,34,0,0,34,16,28,45,241,39,72,Sunday Okeke,38,Wake Forest,8,14,77,2020,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,1,4,Big 12,17,15,15,31,0,5,36,8,13,32,181,16,26,Malik Ondigo,38,Texas Tech,1,18,33,2019,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,2,2,OVC,8,12,1,2,11,33,35,3,6,40,101,1,10,Ryan Parsons,38,Eastern Kentucky,5,2,9,2014,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,4,18,MWC,39,18,18,42,0,0,42,2,11,33,323,20,45,Matt Pollard,38,San Jose State,3,15,59,2015,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,5,0,CAA,13,14,7,22,7,30,52,3,6,48,199,11,17,Nick Powell,38,North Carolina-Wilmington,3,9,24,2018,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,4,6,Big Sky,28,14,14,26,0,0,26,10,20,22,153,11,26,Lamont Prosser,38,Portland State,3,16,39,2014,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,8,0,NEC,8,12,6,15,6,25,40,8,10,22,134,4,10,Trey Quartlebaum,38,St. Francis (NY),6,9,12,2020,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,17,0,Southern,22,11,7,17,4,17,34,12,19,32,258,15,22,Zion Richardson,38,Wofford,8,19,37,2020,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,23,1,MWC,27,13,8,27,5,23,50,7,10,16,255,2,24,Kavon Rose,38,Texas Christian,8,18,29,2009,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,8,4,Pac-10,14,16,16,26,0,0,26,6,11,29,143,13,19,Ray Schafer,38,Oregon,9,17,27,2008,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,2,0,Pac-12,8,13,3,6,10,37,43,2,3,22,143,1,14,Steven Shpreyregin,38,Washington State,1,2,9,2018,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,9,3,MVC,11,15,7,21,8,46,67,0,0,31,203,4,14,Michael Simpson,38,Missouri State,3,2,15,2014,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,5,7,Mid-Cont,17,14,14,26,0,4,30,10,16,24,136,10,24,Arden Skoglund,38,Valparaiso,1,10,27,2007,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,3,0,Horizon,8,13,3,6,10,20,26,2,2,38,89,3,7,Trey Stacey,38,Wright State,4,6,11,2018,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,5,0,NEC,19,16,16,31,0,1,32,6,9,32,221,20,25,Conrad Stephens,38,Robert Morris,7,14,39,2017,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,1,6,Big South,20,17,16,26,1,13,39,3,9,25,125,4,18,Josiah Talbert,38,Liberty,2,10,24,2017,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,1,0,ACC,6,13,3,6,10,26,32,2,6,39,74,3,5,J.B. Tanner,38,North Carolina,2,2,9,2009,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,8,1,Southland,15,11,6,22,5,10,32,11,18,43,171,7,23,Gordon Taylor,38,Texas State,1,16,22,2009,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,4,7,Big 12,13,17,17,34,0,0,34,4,7,23,117,8,16,Russel Tchewa,38,Texas Tech,3,9,21,2020,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,4,1,A-10,18,16,16,41,0,0,41,6,15,24,200,11,32,Troy Temara,38,George Mason,1,13,29,2017,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,7,1,ACC,16,15,10,24,5,20,44,3,4,22,134,12,13,Thomas de Thaey,38,North Carolina State,3,6,28,2013,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,2,6,WAC,14,19,19,27,0,0,27,0,2,19,142,13,12,Arvydas Vaitiekus,38,Utah State,1,11,27,2007,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,4,5,WAC,20,9,9,20,0,2,22,20,36,28,112,15,21,Ji Xiang,38,Hawaii,1,5,35,2010,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,14,7,Southland,27,14,14,34,0,2,36,10,10,24,235,12,31,Levi Yancy,38,Northwestern State,6,16,39,2016,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,7,2,SWAC,14,13,7,38,6,15,53,5,13,29,263,12,32,Jefkins Agyeman-Budu,37,Grambling,11,33,26,2016,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,4,5,MEAC,25,16,16,29,0,0,29,5,9,25,223,12,42,Brandon Bailey,37,Howard,2,20,37,2012,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,14,0,Sun Belt,12,8,6,16,2,16,32,19,28,22,191,2,20,Maurice Barksdale,37,Louisiana,11,15,14,2008,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,5,2,Southland,21,11,11,24,0,1,25,15,17,15,162,16,26,York Benjamin,37,Texas A&M-Corpus Christi,5,31,37,2018,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,13,0,MWC,21,11,4,7,7,36,43,8,8,27,226,2,16,Travis Bunker,37,Wyoming,7,16,23,2008,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,5,0,SWAC,10,11,7,15,4,8,23,11,13,13,114,4,7,Lawrence Cage,37,Alcorn State,2,10,14,2009,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,3,1,Big South,13,11,2,4,9,27,31,6,6,9,88,2,7,Josh Corbin,37,Winthrop,0,4,15,2020,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,3,0,Summit,,11,0,0,11,27,27,4,4,20,,,,Matt Cortez,37,Centenary (LA),5,7,12,2008,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,16,1,AAC,16,14,10,29,4,15,44,5,6,17,211,4,23,Sam Craft,37,Memphis,6,8,20,2016,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,6,0,A-10,19,12,2,4,10,37,41,3,4,25,209,1,8,David Czerapowicz,37,Davidson,1,3,20,2019,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,3,13,MEAC,28,13,13,24,0,0,24,11,33,38,280,16,43,Charles DeCosta,37,Howard,6,15,44,2011,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,4,6,CAA,14,15,15,33,0,1,34,7,13,5,108,14,9,Chris Echols,37,Georgia State,0,16,28,2009,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,0,1,Big West,8,14,14,23,0,0,23,9,14,15,76,10,9,Travon Free,37,Cal State Long Beach,1,6,18,2007,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,11,0,Southland,4,12,4,10,8,18,28,5,6,16,109,1,11,A.J. Gasporra,37,Texas-San Antonio,3,12,5,2009,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,3,1,Big Ten,39,13,11,25,2,16,41,9,17,58,144,16,19,Conner George,37,Michigan State,4,7,55,2020,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,5,2,Big South,18,14,7,15,7,28,43,2,4,21,138,4,12,Terrance Grier,37,Charleston Southern,3,10,22,2008,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,20,3,A-Sun,7,8,3,15,5,26,41,16,23,17,178,3,7,Bruce Grimm,37,East Tennessee State,17,17,10,2010,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,3,1,A-Sun,14,12,4,4,8,27,31,5,6,25,127,6,6,Benedikt Haid,37,North Florida,1,6,20,2018,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,4,7,MWC,21,14,9,26,5,17,43,4,4,41,216,7,25,Austin Haldorson,37,Wyoming,6,6,28,2014,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,62,0,MEAC,22,16,12,39,4,15,54,1,8,27,277,3,21,Raekwon Harney,37,North Carolina Central,20,26,25,2018,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,3,0,Southland,7,14,12,27,2,8,35,7,10,19,121,10,18,Jeremy Harrell,37,McNeese State,1,9,17,2020,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,3,2,A-Sun,8,14,9,19,5,16,35,4,10,27,91,3,17,Shaquille Harris,37,Mercer,9,8,11,2012,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,3,6,MAC,21,16,16,37,0,1,38,5,9,32,165,9,21,John Hawkins,37,Miami (OH),3,11,30,2015,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,16,0,CAA,30,13,6,11,7,22,33,4,7,31,362,9,21,Rainers Hermanovskis,37,William & Mary,6,13,39,2020,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,8,1,Big West,15,15,8,15,7,31,46,0,1,18,207,5,9,Alec Hickman,37,UC-Riverside,6,2,20,2018,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,5,9,Total,28,16,16,38,0,0,38,5,16,75,281,12,35,David Hinton,37,Virginia Commonwealth,6,11,40,2013,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,13,1,Big South,17,14,7,23,7,25,48,2,4,20,184,12,10,Stanley Honorat,37,Charleston Southern,9,12,29,2011,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,7,7,OVC,21,15,15,29,0,0,29,7,11,47,202,11,36,Daron Hood,37,Tennessee-Martin,5,9,32,2011,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,4,1,Southern,12,13,2,7,11,26,33,0,1,30,146,3,13,Marcus Jackson,37,Wofford,4,14,15,2009,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,1,3,NEC,25,13,11,30,2,4,34,9,9,28,147,24,13,Jalen Jefferson,37,Mount St. Mary's,1,4,49,2020,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,4,14,Patriot,19,17,17,34,0,0,34,3,14,41,229,21,47,Josh Johnson,37,Army,5,18,40,2012,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,11,5,A-10,19,16,12,38,4,15,53,1,2,22,203,4,20,Matt Johnson,37,St. Bonaventure,6,10,23,2020,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,12,0,OVC,19,13,8,22,5,18,40,6,10,17,145,9,24,J.T. Jones,37,Southeast Missouri State,4,6,28,2016,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,2,0,Sun Belt,6,13,9,15,4,9,24,7,11,19,123,8,20,Seth Kisler,37,Arkansas State,3,7,14,2014,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,9,11,MWC,19,17,17,30,0,0,30,3,13,32,178,6,29,Chris Lamb,37,San Diego State,3,7,25,2008,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,3,0,Big West,12,11,11,24,0,8,32,15,23,21,136,7,12,Larry Lewis Jr.,37,Hawaii,6,6,19,2017,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,5,5,SWAC,24,13,13,35,0,0,35,11,29,24,201,17,37,Terrance Moore,37,Prairie View,6,23,41,2008,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,4,1,Big Sky,10,9,5,11,4,12,23,15,18,19,121,1,17,Jamaine Nance,37,Weber State,3,17,11,2008,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,2,1,MEAC,9,9,2,6,7,23,29,12,14,21,128,5,11,Greg Nelson,37,Florida A&M,3,8,14,2014,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,8,2,Total,25,15,11,21,4,14,35,3,8,37,234,10,23,Maurice O'Field,37,Total,3,10,35,2018,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,8,4,MAAC,28,15,13,25,2,10,35,5,13,24,175,12,26,Michael Okafor,37,Manhattan,10,9,40,2020,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,3,5,CUSA,15,13,13,44,0,0,44,11,28,27,259,21,47,Justin Ramsey,37,East Carolina,3,15,36,2007,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,9,1,OVC,7,13,5,6,8,21,27,3,7,18,77,5,7,Jared Ravenscraft,37,Morehead State,7,2,12,2016,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,8,0,Ivy,11,14,12,22,2,3,25,7,12,30,113,8,7,Vittorio Reynoso-Avila,37,Princeton,3,7,19,2019,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,9,7,OVC,9,18,18,36,0,1,37,1,4,22,189,16,22,Ryon Riggins,37,Tennessee Tech,4,13,25,2013,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,1,4,Ind,24,12,12,32,0,0,32,13,22,19,179,9,32,Carl Ross,37,Chicago State,6,14,33,2007,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,10,0,Horizon,25,14,14,26,0,4,30,9,18,25,206,8,23,Jeremy Sanchez,37,Cleveland State,6,6,33,2020,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,19,4,Pac-12,42,15,8,17,7,39,56,0,2,57,387,9,38,Tanner Sanders,37,Oregon State,15,19,51,2018,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,7,1,Sun Belt,24,17,17,38,0,0,38,3,13,38,238,10,48,Jake Scoggins,37,Arkansas State,7,12,34,2020,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,4,0,Southern,3,13,8,11,5,15,26,6,10,10,99,2,6,Aaron Scott,37,Appalachian State,1,3,5,2014,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,11,1,NEC,20,15,10,27,5,18,45,2,5,7,146,0,9,K.J. Scott,37,Mount St. Mary's,6,15,20,2019,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,3,0,Patriot,6,13,2,2,11,39,41,0,1,15,111,0,9,John Scully,37,Army,4,1,6,2020,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,0,2,SWAC,19,17,17,31,0,0,31,3,11,19,117,9,26,Shaquille Seville,37,Alabama A&M,3,7,28,2019,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,15,1,Ivy,37,14,5,14,9,31,45,0,0,27,333,4,30,Joe Sharkey,37,Brown,12,18,41,2013,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,18,0,MWC,31,11,5,11,6,30,41,9,12,35,280,7,20,Caleb Simmons,37,San Jose State,8,23,38,2020,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,7,1,Big Sky,8,11,5,10,6,14,24,9,14,24,107,2,10,Greg Spurgetis,37,Montana,1,11,10,2008,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,9,11,Pac-12,19,13,13,33,0,0,33,11,30,42,229,22,23,Trevor Stanback,37,Stanford,6,16,41,2019,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,8,0,NEC,23,11,2,8,9,32,40,6,8,17,225,3,10,Jordan Stasyszyn,37,Fairleigh Dickinson,4,12,26,2009,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,30,0,SEC,7,11,5,18,6,23,41,9,10,28,163,1,20,DeQuavious Wagner,37,Arkansas,10,9,8,2014,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,4,3,Southland,13,18,18,39,0,0,39,1,4,13,146,12,22,Phillip Ward,37,Nicholls State,1,8,25,2010,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,4,2,OVC,8,13,12,25,1,2,27,10,12,15,115,5,16,KaJuan Watson,37,Southeast Missouri State,3,9,13,2010,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,5,5,Southern,15,16,11,18,5,12,30,0,2,17,119,9,15,Charlie Weber,37,East Tennessee State,0,5,24,2020,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,0,3,Pac-12,20,15,15,39,0,5,44,7,19,38,125,21,26,Cole Welle,37,University of California,5,1,41,2018,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,5,10,MAAC,19,15,14,25,1,3,28,6,12,39,246,23,43,Josh Wiegand,37,Loyola (MD),3,8,42,2011,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,14,4,Southland,34,15,13,29,2,19,48,5,15,17,260,16,35,Romello Wilbert,37,Incarnate Word,10,35,50,2019,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,0,14,Southern,22,16,16,28,0,0,28,5,10,24,182,16,34,T.J. Williams,37,Chattanooga,2,14,38,2014,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,11,25,SWAC,54,12,12,32,0,0,32,13,31,77,528,26,100,Nolan Wilson,37,Prairie View,10,18,80,2017,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,4,5,Big 12,22,18,18,36,0,0,36,0,8,28,138,13,22,Serge Afeli,36,Kansas State,3,8,35,2007,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,3,3,SEC,19,10,1,8,9,30,38,7,7,20,284,17,37,Braelee Albert,36,Vanderbilt,3,15,36,2020,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,5,1,Ivy,19,14,8,11,6,20,31,2,2,33,146,2,12,Colin Aldridge,36,Brown,5,7,21,2009,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,10,2,Ind,9,12,9,31,3,19,50,9,17,24,235,7,14,Andrew Anderson,36,Savannah State,9,14,16,2010,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,4,2,MVC,15,13,13,26,0,1,27,10,15,12,94,8,7,Adarius Avery,36,Loyola (IL),1,7,23,2018,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,2,7,WAC,31,17,17,39,0,0,39,2,8,14,160,16,27,Marcus Bell,36,Idaho,5,11,47,2013,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,23,0,Southland,19,13,12,25,1,9,34,9,13,36,236,6,38,Stephen Burches,36,Southeastern Louisiana,13,28,25,2010,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,17,1,MWC,31,8,8,20,0,10,30,20,35,24,232,4,25,Chris Carter,36,Air Force,12,19,35,2012,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,11,0,MAC,7,13,8,14,5,18,32,5,10,28,128,4,14,Antoine Chandler,36,Eastern Michigan,4,11,11,2013,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,14,2,A-10,10,13,10,21,3,14,35,7,12,17,124,3,16,Jimmy Clark III,36,Virginia Commonwealth,6,9,13,2020,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,3,0,Total,26,11,11,35,0,3,38,14,38,21,165,8,26,Christian Crockett,36,Total,3,8,34,2015,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,0,0,OVC,10,13,8,9,5,8,17,5,6,16,85,3,10,Sam Devault,36,Austin Peay,1,4,13,2020,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,2,7,WAC,15,11,11,26,0,0,26,14,22,16,168,12,30,Michael Earl,36,Utah State,4,9,27,2007,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,56,0,Ind,49,12,6,17,6,17,34,6,15,57,517,8,68,Alvin Edwards,36,Savannah State,19,59,57,2008,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,1,7,Total,27,16,16,34,0,0,34,4,7,38,180,18,32,Leo Edwards,36,Total,3,11,45,2017,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,24,0,MEAC,15,12,8,21,4,27,48,8,12,25,229,3,16,Rahsaan Edwards,36,South Carolina State,7,22,18,2020,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,30,4,OVC,27,10,1,18,9,35,53,7,10,29,312,3,30,Kedrick Flomo,36,Murray State,10,22,30,2015,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
