,ast,blk,conf_abbr,drb,fg,fg2,fg2a,fg3,fg3a,fga,ft,fta,g,mp,orb,pf,player,pts,school_name,stl,tov,trb,year_max,year_min
18,0,0,Pac-12,0,1,1,2,0,0,2,0,0,5,7,1,0,McKay Anderson,2,Southern California,0,0,1,2019,2019
19,3,1,Big Sky,4,0,0,4,0,0,4,2,6,9,39,2,2,Steve Anderson,2,Idaho State,1,3,6,2008,2008
20,0,0,SEC,0,0,0,4,0,3,7,2,2,8,22,0,2,Trey Anderson,2,South Carolina,1,0,0,2020,2020
21,1,0,Big Ten,2,1,1,4,0,0,4,0,0,8,16,0,2,Brad Anlauf,2,Michigan,0,1,2,2014,2014
22,0,1,MAC,8,1,1,2,0,2,4,0,2,26,69,2,10,Matt Annen,2,Ohio,1,1,10,2007,2007
23,0,0,ACC,1,1,1,3,0,0,3,0,0,6,6,1,0,Duke Antonelli,2,Wake Forest,0,0,2,2014,2013
24,1,1,Southern,2,1,1,4,0,0,4,0,1,9,27,2,2,David Appelgren,2,Wofford,0,3,4,2020,2020
25,0,0,Pac-12,0,1,1,1,0,0,1,0,0,1,4,0,1,Arik Armstead,2,Oregon,0,0,0,2014,2014
26,0,0,MVC,4,1,1,9,0,0,9,0,0,21,43,4,2,Jordan Armstrong,2,Southern Illinois,3,2,8,2008,2007
27,0,0,Pac-10,4,1,1,3,0,0,3,0,0,7,9,0,0,Patrick Armstrong,2,University of California,0,3,4,2008,2007
28,0,0,Total,0,0,0,0,0,0,0,2,2,6,10,1,3,Robert Arvizu,2,Arizona,0,3,1,2012,2011
29,0,0,NEC,1,1,1,1,0,2,3,0,0,5,8,0,0,Matt Ashcroft,2,Mount St. Mary's,1,3,1,2008,2008
30,1,0,AEC,7,0,0,0,0,3,3,2,3,21,24,0,4,Jeremiah Aska,2,Hartford,0,1,7,2014,2013
31,2,0,MVC,4,0,0,2,0,2,4,2,3,14,23,2,2,Kit Avery,2,Drake,0,0,6,2009,2008
32,0,0,Big South,4,1,1,2,0,2,4,0,0,7,12,1,1,Ryan Ayers,2,High Point,0,1,5,2020,2020
33,0,0,Big East,0,0,0,1,0,2,3,2,4,6,12,1,0,Michael Baffour,2,Louisville,0,0,1,2013,2013
34,0,0,MWC,1,1,1,1,0,1,2,0,0,5,6,0,2,Jamil Bailey,2,Air Force,1,0,1,2011,2011
35,1,0,CAA,1,1,1,3,0,0,3,0,0,4,5,0,1,Jordan Baird,2,George Mason,0,1,1,2012,2012
36,0,0,MAAC,2,0,0,1,0,0,1,2,2,5,8,0,0,Joe Bajda,2,Fairfield,0,0,2,2008,2007
37,2,0,MWC,0,1,1,2,0,0,2,0,1,4,5,2,0,Jaylan Ballou,2,Nevada-Las Vegas,1,0,2,2017,2017
38,0,0,Big South,0,1,1,1,0,0,1,0,0,2,3,0,0,Toure Banks,2,Hampton,0,0,0,2020,2020
39,1,0,Big 12,6,1,1,6,0,1,7,0,0,13,74,3,14,Russell Barlow,2,Texas Christian,0,2,9,2020,2019
40,0,1,MAC,5,0,0,0,0,1,1,2,2,5,19,0,4,DeAndre Barnette,2,Northern Illinois,2,1,5,2012,2012
41,0,0,SWAC,0,1,1,2,0,0,2,0,0,3,6,0,2,David Basil,2,Alabama A&M,0,1,0,2013,2013
42,3,0,A-Sun,5,1,1,3,0,3,6,0,0,4,12,2,0,Stefan Baskin,2,Belmont,0,0,7,2008,2008
43,0,0,A-Sun,1,0,0,0,0,1,1,2,4,2,3,1,0,Phil Bassan,2,Stetson,1,0,2,2010,2010
44,0,0,Big East,3,0,0,4,0,0,4,2,2,4,11,0,1,Logan Baumann,2,Louisville,0,1,3,2013,2013
45,0,1,MEAC,2,1,1,1,0,0,1,0,0,7,15,0,3,Jason Baxter,2,Savannah State,0,2,2,2016,2016
46,0,0,NEC,1,0,0,0,0,2,2,2,2,5,10,1,0,Steve Bazaz,2,Monmouth,0,0,2,2007,2007
47,1,0,MVC,1,1,1,1,0,1,2,0,0,5,18,1,1,Hank Beard,2,Illinois State,2,0,2,2020,2020
48,0,0,A-10,0,1,1,1,0,0,1,0,0,4,3,0,1,Jared Becker,2,Dayton,0,0,0,2020,2020
49,2,0,MWC,1,1,1,1,0,1,2,0,0,3,8,0,0,Ryan Beddeo,2,Fresno State,1,3,1,2017,2017
50,2,0,SEC,2,1,1,4,0,13,17,0,0,24,35,0,3,Billy Begley,2,Mississippi State,0,3,2,2008,2007
51,3,0,MWC,6,1,1,3,0,1,4,0,0,14,50,2,12,Richard Bell,2,Nevada,3,1,8,2014,2013
52,0,0,Big South,1,0,0,1,0,0,1,2,2,3,9,0,1,Matteo Bellusci,2,High Point,0,0,1,2014,2014
53,0,0,SEC,0,1,1,2,0,0,2,0,0,6,11,0,1,Lane Below,2,Mississippi,0,0,0,2018,2017
54,1,0,Big South,0,1,1,1,0,3,4,0,0,2,3,0,0,Donovan Belton,2,Winthrop,0,0,0,2020,2020
55,0,0,ACC,0,1,1,4,0,0,4,0,0,3,5,0,0,Brennan Bennett,2,Boston College,1,0,0,2008,2008
56,0,0,Big 12,1,1,1,4,0,0,4,0,0,4,13,1,1,Martellus Bennett,2,Texas A&M,0,2,2,2007,2007
57,2,0,Big South,2,1,1,1,0,3,4,0,0,7,16,0,1,Richie Berry,2,Coastal Carolina,1,2,2,2013,2012
58,0,0,Total,2,0,0,4,0,3,7,2,4,13,15,1,1,Emanuel Binyam,2,Quinnipiac,0,1,3,2015,2013
59,1,0,Big East,1,1,1,3,0,1,4,0,1,10,14,0,1,Johnnie Bird,2,Connecticut,1,2,1,2009,2008
60,0,0,Pac-10,1,0,0,0,0,0,0,2,2,11,13,0,1,Kyle Bjornstad,2,Oregon State,0,1,1,2009,2008
61,4,0,CAA,5,1,1,2,0,1,3,0,0,20,29,1,2,Bryan Blackstone,2,Towson,2,11,6,2013,2012
62,0,0,A-10,0,1,1,3,0,0,3,0,0,12,16,0,2,Dan Blaine,2,Fordham,0,1,0,2007,2007
63,0,0,SWAC,2,1,1,1,0,0,1,0,0,1,6,1,3,Jonaris Blue,2,Prairie View,0,0,3,2007,2007
64,3,0,Pac-10,0,0,0,1,0,1,2,2,3,5,12,1,3,Chris Bobel,2,Stanford,0,0,1,2007,2007
65,3,0,NEC,2,0,0,3,0,10,13,2,2,17,43,0,4,Ryan Bogdan,2,Quinnipiac,0,0,2,2010,2010
66,1,0,CUSA,3,1,1,3,0,0,3,0,0,21,27,2,5,Jamie Booker,2,Tulsa,0,0,5,2013,2012
67,0,0,SEC,0,1,1,1,0,0,1,0,0,3,4,0,0,Raymond Borup,2,South Carolina,0,0,0,2019,2019
68,1,0,MWC,2,1,1,2,0,0,2,0,0,4,11,1,1,Justin Botteri,2,Nevada,0,2,3,2016,2016
69,0,1,A-10,2,0,0,2,0,0,2,2,2,9,12,1,2,Carmel Bouchman,2,Temple,0,1,3,2010,2010
70,4,0,WCC,0,1,1,2,0,0,2,0,2,4,11,2,3,Jason Braden,2,Pacific,0,0,2,2016,2016
71,0,0,MWC,0,1,1,1,0,0,1,0,0,3,5,0,2,Justin Brent,2,Nevada,1,0,0,2018,2018
72,2,1,NEC,1,1,1,1,0,2,3,0,0,4,16,2,1,Brandon Bridgewater,2,Long Island University,1,3,3,2020,2020
73,3,1,NEC,4,1,1,1,0,2,3,0,0,8,12,0,0,Bruce Brittingham,2,Wagner,0,2,4,2016,2016
74,1,0,ACC,2,1,1,3,0,0,3,0,0,3,4,2,2,Niko Broadway,2,Georgia Tech,0,0,4,2020,2020
75,0,0,AAC,2,1,1,1,0,0,1,0,0,7,10,0,2,Daniel Brocke,2,Connecticut,0,0,2,2019,2019
76,1,0,CUSA,1,1,1,2,0,0,2,0,0,10,18,0,1,Donald Brooks,2,Houston,0,1,1,2013,2011
77,1,0,Big Ten,0,1,1,1,0,1,2,0,0,5,8,0,0,Nick Brooks,2,Rutgers,0,1,0,2020,2020
78,1,0,A-10,2,0,0,0,0,3,3,2,2,6,9,0,2,Jayson Brower,2,La Salle,0,0,2,2019,2019
79,1,0,MEAC,1,0,0,3,0,0,3,2,4,9,14,1,2,Louis Brown,2,South Carolina State,0,1,2,2010,2009
80,0,0,Southern,1,1,1,2,0,1,3,0,2,7,12,0,4,Lucas Brown,2,Wofford,2,0,1,2012,2012
81,0,0,AEC,3,1,1,1,0,0,1,0,0,13,19,0,4,Zach Brown,2,Hartford,0,0,3,2019,2019
82,0,0,Sun Belt,1,1,1,1,0,0,1,0,0,4,6,0,0,Ahmid Bryant,2,Georgia State,0,0,1,2020,2020
83,2,0,ACC,2,0,0,2,0,2,4,2,2,17,22,4,0,Blake Buchanan,2,Wake Forest,1,1,6,2020,2019
84,1,0,A-10,1,0,0,2,0,6,8,2,2,4,32,0,1,John Buggs III,2,Massachusetts,2,1,1,2020,2020
85,0,0,MAAC,0,1,1,1,0,1,2,0,0,4,8,1,0,Noah Buono,2,Rider,0,1,1,2019,2019
86,0,0,Big East,0,1,1,3,0,1,4,0,0,4,5,3,0,Todd Burach,2,Syracuse,0,0,3,2007,2007
87,0,0,NEC,5,0,0,3,0,1,4,2,4,6,14,0,1,A.J. Burch,2,Saint Francis (PA),0,6,5,2020,2020
88,2,0,OVC,1,1,1,2,0,2,4,0,1,13,22,0,2,Nate Burks,2,Tennessee Tech,1,1,1,2007,2007
89,0,0,MVC,0,0,0,0,0,0,0,2,2,7,18,2,1,Brett Burley,2,Wichita State,1,2,2,2008,2008
90,0,0,A-10,1,0,0,0,0,0,0,2,2,11,19,0,0,Peter Burquest,2,Fordham,0,1,1,2020,2018
91,0,0,Big South,1,1,1,2,0,0,2,0,2,2,5,1,0,Harrison Burton,2,Presbyterian,0,1,2,2016,2016
92,0,0,Big Ten,0,1,1,2,0,0,2,0,0,4,5,0,2,Andrew Calomeris,2,Indiana,0,0,0,2014,2014
93,1,0,NEC,3,0,0,1,0,8,9,2,2,4,20,0,6,Kyle Cardaci,2,Bryant,0,0,3,2019,2019
94,0,0,CUSA,0,1,1,2,0,1,3,0,0,4,11,0,2,Richard Carlisle,2,Southern Mississippi,2,0,0,2012,2012
95,11,0,SEC,4,1,1,2,0,3,5,0,3,12,94,0,21,Chase Carlton,2,Texas A&M,3,3,4,2017,2017
96,0,2,MEAC,3,0,0,6,0,0,6,2,2,11,29,3,12,Charles Carrington,2,North Carolina A&T,0,3,6,2017,2017
97,0,0,CAA,0,1,1,1,0,0,1,0,0,2,4,1,2,Casey Carroll,2,Drexel,0,0,1,2013,2013
98,0,0,Southern,0,1,1,3,0,0,3,0,0,14,15,0,2,Peter Carroll,2,Total,1,3,0,2010,2007
99,0,0,Sun Belt,2,0,0,0,0,0,0,2,2,1,5,0,1,Leon Carswell,2,Louisiana-Monroe,0,2,2,2014,2014
100,1,0,A-10,2,0,0,2,0,0,2,2,4,13,16,0,3,Patrick Casey,2,Davidson,0,1,2,2020,2019
101,0,0,AAC,1,1,1,1,0,0,1,0,0,4,6,0,0,Anthony Catotti,2,Central Florida,0,0,1,2017,2017
102,0,1,WCC,2,0,0,1,0,1,2,2,4,4,10,0,0,Dylan Causwell,2,Loyola Marymount,0,0,2,2018,2018
103,1,0,NEC,1,1,1,2,0,1,3,0,0,7,14,0,1,Dalton Cesarz,2,Saint Francis (PA),1,0,1,2015,2014
104,0,0,Big West,0,1,1,3,0,0,3,0,0,3,9,2,0,Colin Chadwick,2,UC-Riverside,0,0,2,2010,2010
105,4,0,Big East,3,1,1,1,0,2,3,0,0,14,29,0,7,Tyree Chambers,2,Providence,2,3,3,2016,2015
106,0,0,Ivy,0,0,0,1,0,2,3,2,5,10,10,0,3,Jamal Cherry,2,Cornell,2,2,0,2013,2011
107,1,0,MVC,0,1,1,3,0,2,5,0,0,12,16,2,0,Andy Chinn,2,Evansville,1,2,2,2013,2010
108,0,0,MEAC,1,1,1,1,0,1,2,0,0,5,8,0,2,Maceio Choice,2,Maryland-Eastern Shore,0,0,1,2014,2014
109,1,0,MEAC,0,1,1,1,0,1,2,0,0,1,12,0,1,Everett Christian,2,Delaware State,0,0,0,2012,2012
110,1,0,A-Sun,0,1,1,1,0,0,1,0,0,2,2,0,0,Zachery Christian,2,Florida Gulf Coast,0,0,0,2012,2012
111,0,0,MAAC,0,0,0,0,0,0,0,2,2,3,2,1,0,David Cirincione,2,Niagara,0,1,1,2008,2008
112,0,0,Big Ten,1,1,1,1,0,0,1,0,0,7,10,0,0,Will Clark,2,Maryland,0,0,1,2020,2019
113,1,0,SEC,0,1,1,1,0,0,1,0,0,9,19,1,1,Tate Clayton,2,Mississippi State,0,0,1,2020,2018
114,0,0,Southern,3,1,1,10,0,7,17,0,0,10,28,4,4,Jordan Coffin,2,East Tennessee State,0,1,7,2020,2020
115,0,0,Total,0,1,1,2,0,0,2,0,0,19,19,0,2,Kevin Coker,2,Xavier,0,1,0,2016,2013
116,0,0,Sun Belt,0,1,1,3,0,1,4,0,0,7,6,1,0,Phillip Coleman,2,Troy,0,0,1,2014,2014
117,2,0,Big East,5,0,0,1,0,0,1,2,3,27,38,0,3,Jason Colenda,2,Villanova,1,4,5,2010,2008
118,3,1,MAAC,0,1,1,6,0,6,12,0,0,6,36,2,2,Romero Collier,2,Niagara,1,3,2,2016,2016
119,0,1,SEC,2,1,1,4,0,0,4,0,0,14,23,1,4,Thomas Collier,2,Auburn,0,2,3,2020,2018
120,1,0,Total,0,1,1,1,0,1,2,0,0,12,10,1,2,Chad Cooke,2,College of Charleston,0,5,1,2014,2013
121,1,0,Sun Belt,1,0,0,0,0,0,0,2,2,2,4,0,1,Daniel Cooper,2,Georgia Southern,1,0,1,2019,2019
122,0,0,NEC,2,1,1,3,0,0,3,0,0,4,9,0,1,Yosua Cordero-Collado,2,Fairleigh Dickinson,0,1,2,2013,2013
123,0,0,MEAC,2,1,1,3,0,1,4,0,2,6,16,2,1,Jonathan Cothran,2,North Carolina A&T,0,2,4,2009,2009
124,8,0,WAC,7,1,1,5,0,5,10,0,2,22,111,1,10,Drew Cotton,2,Utah Valley,5,4,8,2019,2019
125,1,0,A-10,2,0,0,1,0,1,2,2,3,6,9,0,0,Jordan Couture,2,Massachusetts,0,0,2,2011,2011
126,1,0,WCC,2,0,0,2,0,0,2,2,2,6,12,2,3,Evan Crawford,2,Santa Clara,0,2,4,2017,2017
127,0,1,CAA,2,1,1,1,0,1,2,0,0,4,7,0,1,Greg Cross III,2,Towson,0,0,2,2020,2020
128,0,0,Sun Belt,0,0,0,0,0,0,0,2,2,6,17,2,5,Nehemiah Crowder,2,Florida International,2,0,2,2010,2010
129,0,0,WCC,0,1,1,2,0,0,2,0,0,3,5,0,2,Randy Cruzet,2,San Francisco,0,1,0,2016,2016
130,0,0,Patriot,1,1,1,1,0,2,3,0,0,3,9,0,0,Will Culliton,2,Army,0,1,1,2020,2018
131,0,0,Southland,0,0,0,0,0,1,1,2,2,2,6,1,0,Brian Curran,2,Lamar,1,1,1,2013,2013
132,1,0,CUSA,2,0,0,4,0,3,7,2,2,14,24,0,2,Cole Currie,2,Tulane,1,4,2,2014,2014
133,1,0,MVC,2,1,1,5,0,0,5,0,2,1,7,2,1,Igor Cvorovic,2,Loyola (IL),0,1,4,2017,2017
134,0,0,ACC,1,1,1,2,0,7,9,0,0,20,23,1,1,Spenser Dalton,2,North Carolina,1,1,2,2016,2015
135,3,0,A-10,2,1,1,3,0,1,4,0,2,12,31,0,5,Brian Daly,2,Saint Louis,2,5,2,2012,2011
136,0,0,OVC,0,1,1,1,0,0,1,0,0,1,3,0,1,Martin Dames,2,Southeast Missouri State,0,0,0,2009,2009
137,1,1,Total,2,1,1,1,0,1,2,0,0,10,11,0,1,George Davis III,2,Total,0,2,2,2016,2013
138,2,0,MEAC,1,1,1,6,0,1,7,0,0,8,23,0,1,Joshua Dawkins,2,North Carolina Central,0,1,1,2020,2020
139,2,0,Sun Belt,6,1,1,4,0,3,7,0,0,2,37,0,6,Marques Dawson,2,Middle Tennessee,1,2,6,2007,2007
140,0,0,Big Ten,2,1,1,2,0,1,3,0,0,9,17,0,1,Marlon Day,2,Northwestern,0,0,2,2009,2008
141,2,0,MVC,0,1,1,3,0,0,3,0,0,10,13,0,1,Rafael de Souza,2,Northern Iowa,1,2,0,2017,2017
142,2,0,A-10,5,1,1,6,0,0,6,0,2,18,31,3,4,Rafael Deleon,2,Temple,1,3,8,2010,2008
143,0,0,MAAC,0,1,1,3,0,0,3,0,0,11,10,0,0,Mike DeLorenzo,2,Monmouth,1,1,0,2015,2015
144,1,0,CUSA,2,0,0,2,0,0,2,2,4,2,27,0,3,Keith DeWitt,2,Southern Mississippi,1,5,2,2012,2012
145,2,1,SEC,1,0,0,1,0,0,1,2,2,7,12,1,1,John Dill,2,Alabama,0,0,2,2008,2007
146,2,0,Big East,2,1,1,2,0,2,4,0,0,10,13,1,2,Peter Dill,2,Seton Hall,3,0,3,2012,2011
147,0,0,ACC,0,1,1,2,0,0,2,0,1,7,11,0,1,Jon Dillard,2,Maryland,0,0,0,2012,2012
148,1,0,MAC,0,1,1,1,0,2,3,0,0,4,6,3,2,Zac DiSalvo,2,Buffalo,0,0,3,2016,2016
149,0,0,AAC,1,1,1,1,0,0,1,0,0,6,7,0,1,Terrance Ditimi,2,Connecticut,0,0,1,2015,2015
150,0,0,Horizon,4,0,0,0,0,1,1,2,2,9,14,2,1,Seth Dittmer,2,Milwaukee,0,0,6,2018,2017
151,1,0,Horizon,3,1,1,1,0,1,2,0,0,2,11,0,0,Mychal Doblanski,2,Youngstown State,0,1,3,2008,2008
152,1,0,MVC,1,1,1,1,0,2,3,0,0,7,23,2,0,Nick Donaldson,2,Indiana State,1,1,3,2009,2009
153,1,1,WCC,1,1,1,3,0,2,5,0,2,13,32,0,5,Max Dorward,2,Santa Clara,0,2,1,2020,2019
154,0,0,Big East,0,1,1,4,0,0,4,0,0,17,22,0,3,Ryan Dougherty,2,Georgetown,0,4,0,2011,2010
155,0,0,Horizon,0,0,0,0,0,0,0,2,2,5,12,1,1,Frank Dounis,2,Illinois-Chicago,0,1,1,2014,2014
156,0,0,MWC,0,1,1,2,0,0,2,0,0,12,15,0,5,Jonathan Downie,2,Utah,0,1,0,2009,2008
157,0,1,Summit,2,0,0,2,0,2,4,2,4,5,12,0,0,Isaiah Duncan,2,Western Illinois,3,1,2,2013,2013
158,0,0,Big East,0,0,0,0,0,0,0,2,2,5,9,1,0,Tobias Dwumaah,2,DePaul,0,0,1,2018,2018
159,0,0,SEC,1,1,1,1,0,1,2,0,0,8,15,0,1,Brett Easterling,2,Auburn,0,1,1,2018,2018
160,2,0,SWAC,0,1,1,1,0,0,1,0,0,2,4,0,1,Danario Edgar II,2,Prairie View,0,0,0,2020,2020
161,1,0,A-10,0,0,0,0,0,0,0,2,2,2,3,0,0,Malcolm Elashari-Rashed,2,George Washington,1,2,0,2019,2019
162,3,0,WCC,5,1,1,2,0,0,2,0,2,16,41,0,4,Jordan Ellis,2,Brigham Young,1,2,5,2015,2015
163,0,0,A-Sun,1,1,1,1,0,2,3,0,2,13,17,1,0,Zack Ellis,2,Lipscomb,1,0,2,2013,2012
164,1,0,Big Ten,1,1,1,1,0,0,1,0,0,2,3,0,0,Mohammad Elradi,2,Nebraska,0,0,1,2017,2017
165,0,0,Total,4,1,1,2,0,1,3,0,2,12,30,3,7,Brad Ely,2,Fresno State,1,2,7,2013,2012
166,16,0,Big East,3,1,1,4,0,12,16,0,3,19,103,1,9,Isaiah Epps,2,Pittsburgh,3,5,4,2012,2012
167,0,0,CUSA,0,1,1,1,0,0,1,0,0,5,8,0,0,Mateo Escheik,2,Texas-San Antonio,0,0,0,2019,2019
168,0,1,A-10,5,1,1,1,0,1,2,0,2,14,26,0,3,Zak Estes,2,Richmond,0,1,5,2012,2010
169,6,0,ACC,4,1,1,2,0,3,5,0,0,14,45,3,1,Onyebuchi Ezeakudo,2,Pittsburgh,5,3,7,2020,2019
170,0,0,NEC,1,1,1,1,0,1,2,0,0,6,9,0,0,Brian Fabre,2,Fairleigh Dickinson,1,2,1,2018,2018
171,0,0,AAC,2,1,1,8,0,2,10,0,0,11,33,1,3,Eli Farrakhan,2,Wichita State,0,1,3,2019,2019
172,0,0,Big East,0,1,1,1,0,1,2,0,0,3,4,0,0,Brendan Favre,2,DePaul,0,0,0,2020,2020
173,0,0,ACC,0,1,1,1,0,1,2,0,0,7,10,0,1,Mike Fernandez,2,Miami (FL),0,3,0,2015,2014
174,0,0,MAC,1,1,1,2,0,0,2,0,0,4,8,1,0,Antonio Ferrell,2,Bowling Green State,0,0,2,2012,2012
175,0,0,ACC,1,1,1,1,0,2,3,0,0,7,12,0,0,Isaac Fields,2,Clemson,0,0,1,2018,2017
176,1,0,Horizon,3,1,1,4,0,1,5,0,0,11,22,1,3,Khyler Fields,2,Cleveland State,1,4,4,2015,2014
177,1,0,MWC,1,1,1,1,0,1,2,0,0,5,9,1,0,David Fishel,2,Texas Christian,0,0,2,2007,2007
178,0,0,GWC,3,0,0,0,0,2,2,2,2,7,21,0,1,Robert Fitzsimmons,2,NJIT,1,3,3,2010,2010
179,0,0,MEAC,1,1,1,2,0,2,4,0,0,12,23,0,3,Robert Flint,2,South Carolina State,1,3,1,2020,2019
180,0,1,Big East,1,1,1,2,0,1,3,0,0,10,11,0,2,Dylan Flood,2,Marquette,0,0,1,2014,2013
181,0,0,OVC,0,1,1,3,0,0,3,0,0,4,7,1,0,Matt Floyd,2,Southeast Missouri State,0,0,1,2013,2013
182,0,0,MWC,0,0,0,0,0,0,0,2,2,1,6,0,0,Austin Flues,2,Air Force,0,0,0,2014,2014
183,0,0,MWC,0,1,1,2,0,0,2,0,0,6,9,0,1,Daniel Ford,2,Texas Christian,0,0,0,2008,2008
184,0,0,SWAC,1,1,1,5,0,1,6,0,1,5,17,2,2,Deshawn Ford,2,Jackson State,0,3,3,2009,2008
185,1,0,AAC,1,1,1,1,0,2,3,0,0,6,7,0,0,Alex Foree,2,Tulsa,0,0,1,2019,2017
186,0,0,A-Sun,2,1,1,2,0,1,3,0,0,8,9,0,1,Donovan Forte,2,Jacksonville,0,0,2,2020,2020
187,0,0,Big Sky,0,0,0,0,0,1,1,2,2,3,3,0,0,Logan Foster,2,Weber State,1,1,0,2013,2013
188,0,0,CUSA,1,1,1,1,0,1,2,0,0,10,12,1,1,Tyler Foster,2,Memphis,2,0,2,2010,2010
189,2,1,ACC,6,1,1,5,0,1,6,0,1,22,40,0,4,Maleek Frazier,2,Virginia,1,6,6,2015,2014
190,1,0,Big Sky,4,1,1,1,0,0,1,0,0,11,33,0,11,Geoffrey Frid,2,Northern Arizona,2,0,4,2015,2015
191,0,0,Big Ten,1,1,1,1,0,1,2,0,0,9,17,0,1,Matt Frost,2,Purdue,0,0,1,2020,2020
192,0,0,Southland,3,1,1,1,0,0,1,0,2,3,7,0,1,Akins Gaines,2,Nicholls State,0,2,3,2008,2008
193,0,0,A-10,1,1,1,1,0,0,1,0,0,7,12,0,0,DC Gaitley,2,Fordham,1,0,1,2014,2012
194,0,0,Big East,0,1,1,1,0,1,2,0,0,7,7,0,1,Tommy Gardiner,2,Marquette,0,0,0,2020,2019
195,4,0,Big 12,6,1,1,8,0,1,9,0,2,37,67,3,6,Christian Garrett,2,Kansas,0,11,9,2015,2012
196,0,0,Patriot,3,1,1,3,0,5,8,0,0,6,9,1,0,Gary Garris,2,American,2,1,4,2007,2007
197,0,0,SEC,2,1,1,1,0,0,1,0,1,3,5,1,2,John Gibson,2,Alabama,1,0,3,2015,2015
198,1,0,Big South,9,1,1,4,0,3,7,0,0,9,44,0,1,Jordan Gibson,2,Presbyterian,1,3,9,2020,2020
199,0,0,A-Sun,1,1,1,3,0,2,5,0,0,6,10,0,1,Blake Giles,2,Lipscomb,2,1,1,2007,2007
200,1,0,AEC,1,1,1,1,0,0,1,0,0,3,5,0,1,Jamaal Gill,2,Boston University,1,1,1,2013,2013
201,0,0,A-10,3,0,0,0,0,1,1,2,2,4,6,0,1,Mike Gillespie,2,Massachusetts,0,0,3,2018,2018
202,0,0,MEAC,2,1,1,2,0,2,4,0,0,2,16,2,3,Terrance Gilleylen,2,South Carolina State,0,1,4,2012,2012
203,0,1,MAAC,1,0,0,1,0,0,1,2,2,4,5,0,0,Matthew Glassman,2,Manhattan,0,0,1,2020,2020
204,1,2,SWAC,4,1,1,2,0,0,2,0,2,10,22,2,9,James Glenn,2,Jackson State,0,2,6,2019,2018
205,2,0,ACC,2,0,0,2,0,0,2,2,2,9,16,1,4,Landon Glover,2,Miami (FL),1,3,3,2008,2007
206,0,0,A-Sun,0,1,1,1,0,0,1,0,0,1,2,0,0,Sam Glover,2,Kennesaw State,0,0,0,2012,2012
207,0,0,CAA,0,1,1,1,0,0,1,0,0,2,2,0,0,Sean Goodrich,2,Towson,0,0,0,2007,2007
208,0,0,SWAC,2,1,1,8,0,2,10,0,0,3,30,1,2,Terrelle Green,2,Alabama State,2,3,3,2013,2013
209,0,0,Sun Belt,2,1,1,3,0,2,5,0,0,5,8,0,1,Bryant Greene,2,Appalachian State,0,1,2,2020,2020
210,0,1,ACC,2,1,1,4,0,0,4,0,0,6,15,0,2,Andrew Griffin,2,Virginia Tech,1,1,2,2011,2011
