,ast,blk,conf_abbr,drb,fg,fg2,fg2a,fg3,fg3a,fga,ft,fta,g,mp,orb,pf,player,pts,school_name,stl,tov,trb,year_max,year_min,NBA_age,NBA_ast_per_g,NBA_blk_per_g,NBA_drb_per_g,NBA_efg_pct,NBA_fg2_pct,NBA_fg2_per_g,NBA_fg2a_per_g,NBA_fg3_pct,NBA_fg3_per_g,NBA_fg3a_per_g,NBA_fg_pct,NBA_fg_per_g,NBA_fga_per_g,NBA_first_team,NBA_ft_pct,NBA_ft_per_g,NBA_fta_per_g,NBA_g,NBA_gs,NBA_lg_id,NBA_mp_per_g,NBA_orb_per_g,NBA_pf_per_g,NBA_pos,NBA_pts_per_g,NBA_stl_per_g,NBA_team_id,NBA_tov_per_g,NBA_trb_per_g
16,208,2,Total,133,89,54,142,35,113,255,86,125,87,1571,23,152,Sean McCurdy,299,Total,61,137,156,2010,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,117,10,Big South,69,115,84,207,31,78,285,38,55,49,1105,12,82,Dejuan McGaughy,299,High Point,29,77,81,2014,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,15,35,ACC,144,104,104,183,0,0,183,91,134,89,1127,79,149,Jerome Meyinsse,299,Virginia,16,36,223,2010,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,55,9,WAC,94,108,107,212,1,3,215,82,121,26,730,72,72,Tyrone Nelson,299,New Mexico State,35,65,166,2007,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,6,3,MAAC,19,101,7,18,94,252,270,3,3,33,879,4,24,Sloan Seymour,299,Siena,7,14,23,2019,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,21,38,Horizon,117,124,123,241,1,3,244,50,97,57,967,108,119,Marcus Skinner,299,Milwaukee,29,47,225,2008,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,114,3,Total,85,110,106,260,4,19,279,75,135,85,1334,17,155,Kendall Small,299,Total,72,85,102,2019,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,61,3,MWC,68,107,72,157,35,103,260,50,74,28,803,25,51,Tyler Smith,299,Colorado State,36,77,93,2007,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,20,12,CAA,158,130,124,246,6,23,269,33,63,53,952,97,146,Miklos Szabo,299,Hofstra,17,68,255,2010,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,146,86,SEC,284,122,122,218,0,1,219,55,91,114,1669,100,246,Trey Thompson,299,Arkansas,59,92,384,2018,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,15,124,Total,169,123,123,242,0,1,243,53,120,41,834,70,93,Robert Upshaw,299,Total,13,46,239,2015,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,25,3,MEAC,34,91,7,24,84,254,278,33,44,49,718,18,44,Casey Wells,299,Savannah State,20,31,52,2017,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,55,29,Big East,134,109,72,146,37,111,257,44,71,46,1120,52,98,Greg Whittington,299,Georgetown,37,63,186,2013,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,45,33,Big East,141,106,59,114,47,176,290,39,70,109,1291,49,214,Amar Alibegovic,298,St. John's (NY),31,85,190,2018,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,70,8,Big Sky,94,110,73,149,37,124,273,41,79,61,1146,26,81,Israel Barnes,298,Weber State,38,61,120,2020,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,37,4,Big Ten,117,106,62,114,44,134,248,42,64,97,970,50,83,Duje Dukan,298,Wisconsin,14,36,167,2015,2011,,1.0,0.0,2.0,.300,.000,0.0,5.0,.400,2.0,5.0,.200,2.0,10.0,SAC,,0.0,0.0,1,0,NBA,24.0,2.0,2.0,,6.0,1.0,,0.0,4.0
32,46,0,OVC,30,86,37,83,49,151,234,77,95,63,718,4,67,Chase Dunn,298,Tennessee Tech,29,56,34,2012,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,31,10,Big Ten,87,111,53,109,58,148,257,18,26,39,780,41,48,Ivan Harris,298,Ohio State,10,21,128,2007,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,78,11,Ivy,135,98,36,88,62,164,252,40,58,52,1151,28,93,Nick Holmes,298,Yale,43,69,163,2008,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,79,1,MVC,80,109,87,169,22,74,243,58,92,32,828,13,74,Lance Jones,298,Southern Illinois,31,88,93,2020,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,34,24,NEC,99,116,95,171,21,68,239,45,66,31,760,30,90,Idris Joyner,298,Merrimack,29,33,129,2020,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,43,3,CAA,113,99,60,142,39,127,269,61,93,103,1366,62,113,Kevin Lott,298,Georgia State,29,66,175,2010,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,49,12,Big 12,81,105,68,172,37,110,282,51,76,63,737,42,64,Matthew Mayer,298,Baylor,32,46,123,2020,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,71,4,Big Ten,56,96,14,47,82,234,281,24,35,31,992,7,54,Rich McBride,298,Illinois,20,45,63,2007,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,68,7,Southern,73,100,38,82,62,153,235,36,46,59,929,9,83,Kevion Nolan,298,Samford,40,34,82,2019,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,36,79,Sun Belt,194,93,93,228,0,0,228,112,168,64,1131,105,193,Trevor Ottley,298,Middle Tennessee,63,99,299,2011,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,150,0,MAC,69,96,81,188,15,46,234,91,139,51,1080,14,109,Tyrae Robinson,298,Ball State,36,113,83,2012,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,25,8,SWAC,85,101,49,130,52,173,303,44,72,56,986,28,88,LaNorris Smith,298,Alabama A&M,29,91,113,2008,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,114,48,MAAC,252,127,116,244,11,39,283,33,75,98,1643,125,233,Eric Truog,298,Marist,41,88,377,2016,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,75,17,CAA,92,108,69,125,39,105,230,42,62,31,906,34,92,Chase Audige,297,William & Mary,44,57,126,2019,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,38,3,Big Sky,52,95,32,80,63,182,262,44,58,30,797,7,66,Chris Golden,297,Weber State,28,42,59,2015,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,100,1,NEC,60,105,84,206,21,77,283,66,86,32,807,18,59,Michael Green III,297,Bryant,17,78,78,2020,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,29,3,Total,66,102,23,63,79,202,265,14,20,87,829,8,45,Max Groebe,297,Total,13,21,74,2012,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,55,17,Southland,80,99,78,160,21,69,229,78,107,52,915,59,92,Ashton Hall,297,Lamar,24,47,139,2010,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,25,11,A-Sun,99,118,108,209,10,29,238,51,88,30,695,45,110,Mervin James,297,North Alabama,31,84,144,2020,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,23,8,Southland,102,114,114,190,0,0,190,69,112,33,672,51,62,Manuel Johnson,297,Texas A&M-Corpus Christi,22,42,153,2007,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,65,12,WAC,52,105,54,104,51,163,267,36,62,30,885,12,54,Eric Lane,297,Boise State,31,47,64,2007,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,30,4,Big West,114,121,105,225,16,49,274,39,56,54,905,57,132,Pavol Losonsky,297,UC-Irvine,10,62,171,2011,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,21,17,Total,63,105,105,173,0,0,173,87,116,54,610,50,118,Connor MacDougall,297,Total,6,43,113,2019,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,141,6,A-Sun,93,88,48,121,40,108,229,81,107,30,976,24,49,Vince Martin,297,Jacksonville,55,54,117,2014,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,34,70,Southland,159,114,112,228,2,4,232,67,102,54,1176,109,144,Jerry Moody,297,Northwestern State,43,52,268,2008,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,55,24,Patriot,229,110,110,225,0,0,225,77,119,107,1475,127,285,Jordan Springer,297,Army,37,95,356,2013,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,70,29,Big Ten,131,116,114,203,2,9,212,63,137,96,1141,120,161,Ahmad Wagner,297,Iowa,43,59,251,2018,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,58,86,SEC,188,119,108,203,11,50,253,48,91,30,1096,94,61,Brandon Wallace,297,South Carolina,38,57,282,2007,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,140,4,SWAC,150,110,99,259,11,55,314,66,115,90,1508,59,113,Brandon White,297,Southern,47,166,209,2011,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,28,31,OVC,140,118,113,209,5,18,227,56,87,55,901,81,111,Marvin Williams,297,Murray State,25,51,221,2008,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,33,11,Total,181,107,94,182,13,58,240,69,111,71,1071,94,109,A.J. Astroth,296,Total,33,50,275,2018,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,49,13,Southern,187,108,108,214,0,0,214,80,130,102,1219,137,182,Blake Gallagher,296,Western Carolina,32,74,324,2011,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,32,1,MAC,88,96,24,50,72,188,238,32,36,32,842,16,60,Armon Gates,296,Kent State,29,28,104,2007,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,82,3,Total,70,101,73,159,28,75,234,66,96,46,789,32,73,Eliel Gonzalez,296,Total,20,84,102,2017,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,61,2,MAC,66,105,67,175,38,111,286,48,72,32,715,31,44,Dae Dae Grant,296,Miami (OH),16,48,97,2020,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,29,28,CAA,155,117,116,255,1,13,268,61,131,67,1121,91,146,Erique Gumbs,296,Towson,35,90,246,2012,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,129,18,Pac-10,88,112,85,161,27,88,249,45,62,35,950,44,75,Jrue Holiday,296,UCLA,55,75,132,2009,2009,,6.4,0.5,3.1,.500,.488,5.0,10.2,.354,1.3,3.7,.453,6.3,13.8,PHI,.777,2.0,2.6,713,640,NBA,33.2,0.9,2.3,,15.9,1.5,,2.8,3.9
69,24,21,OVC,114,126,126,202,0,0,202,44,77,33,751,60,105,Shakem Johnson,296,Tennessee State,23,55,174,2020,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,41,5,Patriot,139,109,71,135,38,121,256,40,62,64,1157,75,103,Luke Loehr,296,Navy,14,57,214,2020,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,54,13,Summit,97,111,84,197,27,75,272,47,83,64,1046,27,85,Don McAvoy,296,Western Illinois,30,61,124,2013,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,56,15,Big 12,57,102,78,175,24,79,254,68,91,31,688,16,54,Miles McBride,296,West Virginia,35,41,73,2020,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,119,21,MAC,237,100,69,176,31,94,270,65,101,131,1944,79,164,Taylor Perry,296,Western Michigan,62,113,316,2016,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,60,4,OVC,62,93,73,160,20,64,224,90,128,30,629,39,68,A.J. Riley,296,Eastern Illinois,23,64,101,2016,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,95,12,Pac-10,105,95,44,97,51,151,248,55,78,63,1188,20,151,Eric Vierneisel,296,University of California,30,69,125,2008,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,26,66,Big 12,139,127,127,254,0,0,254,42,91,114,1069,107,198,Brandon Watkins,296,West Virginia,30,58,246,2017,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,63,6,ACC,110,106,61,126,45,135,261,39,53,66,949,52,70,Isaiah Wilkins,296,Virginia Tech,43,36,162,2020,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,88,5,Pac-12,67,87,51,117,36,114,231,86,105,26,732,5,52,Brandon Williams,296,Arizona,21,46,72,2019,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,35,26,Big South,117,106,93,148,13,54,202,71,85,34,888,69,72,Phillip Williams,296,Winthrop,12,37,186,2007,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,62,2,Southland,68,107,73,160,34,101,261,47,68,30,946,38,74,Troy Aaron,295,McNeese State,28,77,106,2007,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,18,94,WCC,344,112,112,229,0,1,230,71,140,103,1748,226,293,Yannick Atanga,295,Santa Clara,35,63,570,2015,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,38,55,WAC,122,117,117,227,0,0,227,61,95,40,879,58,75,Djim Bandoumel,295,Idaho,5,48,180,2012,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,65,16,MVC,108,92,80,171,12,30,201,99,137,32,746,64,93,Nathan Bilyeu,295,Missouri State,34,61,172,2007,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,17,62,MAAC,184,129,129,242,0,1,243,37,92,107,1312,112,180,Julius Brooks,295,Loyola (MD),19,80,296,2013,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,67,35,Total,159,126,126,254,0,1,255,43,72,103,1208,88,158,Mark Coury,295,Total,45,51,247,2011,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,40,8,A-10,182,103,94,192,9,46,238,80,129,56,1264,85,136,Samba Diallo,295,Massachusetts,35,73,267,2020,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,5,129,Big East,166,119,119,193,0,0,193,57,91,57,1027,75,139,Romaro Gill,295,Seton Hall,15,52,241,2020,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,49,18,Total,104,111,100,207,11,37,244,62,93,58,935,64,128,Marshall Guilmette,295,East Carolina,13,67,168,2015,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,42,30,CUSA,138,110,93,200,17,62,262,58,79,64,1004,74,127,James Hawthorne,295,Middle Tennessee,16,87,212,2019,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,22,10,Total,111,92,30,64,62,179,243,49,63,60,796,41,82,Max Hoetzel,295,Total,21,38,152,2017,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,66,6,Pac-12,71,105,85,189,20,78,267,65,97,68,1014,6,73,Daylen Kountz,295,Colorado,32,73,77,2020,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,68,8,Southern,61,96,49,104,47,131,235,56,69,41,889,26,58,Josh Odem,295,Chattanooga,39,65,87,2011,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,50,14,Big Ten,50,105,44,83,61,164,247,24,36,39,763,30,99,A.J. Ratliff,295,Indiana,27,49,80,2008,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,49,17,MAC,95,98,98,212,0,5,217,99,129,31,770,76,89,Parnell Smith,295,Buffalo,19,95,171,2007,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,12,44,Total,126,103,102,203,1,8,211,88,141,47,822,85,144,Tirus Smith,295,Total,10,54,211,2020,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,23,71,CAA,135,110,110,218,0,0,218,75,119,45,799,91,116,Leon Spencer,295,Drexel,12,56,226,2010,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,70,7,Total,70,96,28,80,68,197,277,35,46,75,1026,13,104,Cole Stefan,295,Total,26,47,83,2014,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,24,37,Total,239,105,105,193,0,2,195,85,151,87,1309,187,176,James Suber,295,Total,23,73,426,2019,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,36,2,Southland,43,93,21,64,72,215,279,37,54,51,710,5,76,Armani Williams,295,Texas-Arlington,16,42,48,2011,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,46,14,Horizon,111,91,10,17,81,228,245,31,41,67,1202,33,78,Jamie Ahale,294,Illinois-Chicago,26,41,144,2020,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,40,1,Total,53,93,34,95,59,172,267,49,64,49,806,10,83,Eni Cuka,294,Total,15,77,63,2010,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,32,5,MVC,63,84,30,71,54,148,219,72,82,30,730,10,62,Shea Feehan,294,Evansville,17,28,73,2019,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,80,5,Horizon,94,97,38,89,59,204,293,41,50,65,1323,24,107,Brett Frantz,294,Youngstown State,32,54,118,2017,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,26,19,NEC,122,97,48,105,49,149,254,51,70,59,1127,63,84,Troy Joseph,294,Long Island University,26,48,185,2014,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,43,9,MVC,69,110,91,164,19,50,214,55,87,32,671,15,72,Marquise Kennedy,294,Loyola (IL),38,37,84,2020,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,47,3,A-Sun,85,107,75,170,32,85,255,48,81,59,939,52,89,William Kossangue,294,Campbell,47,44,137,2010,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,79,16,Big East,75,95,29,54,66,247,301,38,50,60,928,25,68,Mike Marra,294,Louisville,39,51,100,2012,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,25,24,Total,124,115,115,291,0,3,294,64,103,94,1223,72,191,Hakim McCullar,294,Total,11,63,196,2012,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,44,17,Total,144,124,124,260,0,3,263,46,77,67,1079,76,201,Patrick Muldoon,294,Total,27,66,220,2019,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,96,2,Big Sky,72,80,30,107,50,152,259,84,103,33,950,17,72,Jaleni Neely,294,Northern Arizona,32,69,89,2017,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,36,59,Patriot,172,116,116,244,0,1,245,62,129,84,1027,86,179,Paul Newman,294,Bucknell,37,76,258,2020,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,17,11,MEAC,146,111,111,220,0,0,220,72,125,60,1032,85,146,Lyvann Obame Obame,294,Maryland-Eastern Shore,24,71,231,2011,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,75,5,Big Sky,66,106,68,144,38,99,243,44,58,32,894,9,84,John Pena,294,Northern Colorado,48,83,75,2009,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,104,6,Southern,61,113,81,171,32,112,283,36,49,60,1386,11,111,Adrian Rich,294,Virginia Military Institute,54,96,72,2017,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,63,15,CUSA,145,101,50,120,51,134,254,41,64,51,1260,20,123,Cooper Robb,294,Charlotte,69,68,165,2020,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,40,45,Big East,171,116,116,207,0,6,213,62,128,33,950,95,104,Terrence Roberts,294,Syracuse,30,61,266,2007,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,274,1,AEC,125,106,63,138,43,145,283,39,61,116,1915,34,138,Andrew Rogers,294,Maine,65,128,159,2012,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,56,3,Big 12,85,95,27,60,68,198,258,36,43,100,1036,41,88,Conner Teahan,294,Kansas,36,51,126,2012,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,225,2,NEC,102,94,75,166,19,75,241,87,131,62,1521,11,128,Charles Tucker Jr.,294,Sacred Heart,39,150,113,2018,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,59,16,Patriot,100,112,112,241,0,2,243,69,91,72,904,46,105,Kenny Brewer,293,Army,28,76,146,2009,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,40,29,Southland,95,110,97,198,13,39,237,60,85,49,880,39,135,C.J. Clark,293,Northwestern State,27,85,134,2009,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,234,7,A-10,131,89,24,85,65,220,305,50,80,124,2060,27,146,Gary Correia,293,Massachusetts,46,120,158,2011,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,62,9,MAC,181,111,86,173,25,90,263,46,62,95,1478,69,132,Gairges Daow,293,Northern Illinois,34,79,250,2020,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,38,25,Patriot,150,116,110,203,6,21,224,55,84,73,1110,82,132,Riley Grafft,293,American,18,65,232,2012,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,55,6,Summit,148,112,95,188,17,65,253,52,83,46,1143,65,72,Sam Griesel,293,North Dakota State,23,59,213,2020,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,88,10,Total,58,97,34,93,63,199,292,36,58,60,1093,30,166,Dylan Hale,293,Total,57,82,88,2012,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,103,5,SEC,77,92,55,121,37,130,251,72,101,121,1426,46,159,Dominique Hawkins,293,Kentucky,47,35,123,2017,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,36,17,ACC,94,115,109,215,6,25,240,57,78,57,1038,75,146,Raymond Hicks,293,Miami (FL),30,54,169,2008,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,49,6,Summit,61,97,23,59,74,200,259,25,31,70,919,3,72,P.J. Hubert,293,IUPUI,20,41,64,2014,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,24,46,Southland,128,101,98,186,3,18,204,88,140,62,754,63,101,Irshaad Hunte,293,Texas A&M-Corpus Christi,17,68,191,2020,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,18,30,ACC,192,123,123,272,0,0,272,47,75,135,1188,116,169,Joel James,293,North Carolina,14,73,308,2016,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,51,9,Horizon,101,103,63,136,40,135,271,47,58,52,1014,24,104,Jeremy Johnson,293,Milwaukee,19,41,125,2018,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,81,11,Total,99,98,46,108,52,126,234,45,53,65,1055,31,97,Brandon Morris,293,Houston,41,50,130,2014,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,34,53,Ivy,154,109,109,201,0,1,202,75,102,28,862,61,75,Andrew Naeve,293,Cornell,20,63,215,2007,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,28,48,SWAC,139,112,110,198,2,7,205,67,117,58,978,78,165,Fausto Pichardo,293,Alabama State,32,84,217,2019,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,183,6,NEC,121,120,96,244,24,79,323,29,44,80,1614,17,59,Kevin Seymour,293,Central Connecticut State,34,110,138,2017,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
