,ast,blk,conf_abbr,drb,fg,fg2,fg2a,fg3,fg3a,fga,ft,fta,g,mp,orb,pf,player,pts,school_name,stl,tov,trb,year_max,year_min
16,2,0,OVC,4,8,5,13,3,6,19,6,9,12,58,2,7,Jonathan Miller,25,Eastern Illinois,4,7,6,2012,2012
17,25,0,A-Sun,15,11,8,14,3,8,22,0,0,17,193,3,24,Wesley Mincey,25,Gardner-Webb,9,23,18,2007,2007
18,3,0,MAC,4,9,8,15,1,6,21,6,8,15,67,0,5,PJ Mitchell,25,Central Michigan,4,8,4,2020,2020
19,6,9,Big Ten,24,10,10,21,0,2,23,5,12,24,104,9,15,Clifton Moore,25,Indiana,4,6,33,2019,2018
20,17,0,Big South,9,10,6,9,4,17,26,1,6,19,113,0,6,Quinton Morton-Robertson,25,Radford,3,5,9,2020,2020
21,3,0,AEC,7,5,4,9,1,6,15,14,19,13,68,4,8,Joey Naccarato,25,Massachusetts-Lowell,0,4,11,2018,2018
22,3,2,Big 12,12,5,5,17,0,0,17,15,25,36,113,7,15,Ben Nelson,25,Nebraska,4,9,19,2010,2007
23,2,1,NEC,3,8,0,0,8,13,13,1,2,11,59,1,6,Devin Nicholson,25,Long Island University,1,2,4,2020,2020
24,1,0,Big South,3,8,1,4,7,20,24,2,3,25,80,0,1,Thomas Odom,25,Charleston Southern,0,3,3,2014,2011
25,1,4,SWAC,21,10,10,21,0,0,21,5,11,21,121,13,32,Robert Ojeah,25,Alabama State,1,8,34,2016,2015
26,1,0,Big South,13,9,6,12,3,10,22,4,9,42,99,4,16,Freddy Poole,25,Winthrop,5,9,17,2018,2015
27,5,0,Ivy,4,7,3,6,4,20,26,7,12,21,106,0,10,Matt Poplawski,25,Pennsylvania,2,7,4,2015,2014
28,4,0,SWAC,5,9,8,16,1,2,18,6,9,17,58,2,8,Donald Pritchard,25,Mississippi Valley State,3,8,7,2009,2009
29,1,0,Southland,14,8,7,17,1,5,22,8,15,31,124,8,27,Tyson Queen,25,McNeese State,2,6,22,2012,2011
30,1,0,Summit,9,7,3,6,4,10,16,7,8,12,52,2,10,James Rader,25,South Dakota State,0,4,11,2010,2010
31,1,3,Patriot,10,11,11,23,0,5,28,3,7,21,123,14,13,Malachi Rhodes,25,Bucknell,5,5,24,2020,2020
32,7,0,NEC,8,9,3,16,6,19,35,1,2,8,104,3,11,Elton Roy,25,Robert Morris,1,4,11,2011,2011
33,1,5,Big West,8,9,9,15,0,0,15,7,10,19,71,4,20,Solomon Ruddell,25,UC-Irvine,0,5,12,2019,2019
34,2,2,A-10,6,9,5,6,4,9,15,3,5,15,42,1,5,Clyde Santee,25,Massachusetts,1,3,7,2014,2014
35,1,2,MEAC,11,10,9,18,1,1,19,4,6,6,91,10,15,Rigoberto Sargeant,25,Coppin State,3,7,21,2009,2009
36,4,1,Southland,15,10,6,12,4,17,29,1,2,15,131,8,12,Corey Sato,25,Incarnate Word,3,8,23,2020,2020
37,9,0,CAA,16,8,8,21,0,0,21,9,19,28,226,8,18,Adam Savion,25,Hofstra,5,19,24,2014,2013
38,7,3,Big Ten,10,9,3,11,6,31,42,1,1,41,217,7,11,T.J. Schlundt,25,Wisconsin,4,4,17,2018,2016
39,2,0,Total,12,11,11,18,0,6,24,3,4,24,103,6,5,Jack Schoemann,25,Total,1,4,18,2020,2019
40,4,9,MVC,18,9,9,31,0,0,31,7,17,34,200,21,32,Darian Scott,25,Missouri State,3,12,39,2020,2019
41,6,0,OVC,14,7,4,16,3,12,28,8,9,16,147,10,21,Reggie Shellwood,25,Jacksonville State,6,10,24,2007,2007
42,4,2,Ivy,19,10,8,17,2,21,38,3,4,13,143,5,13,Cameron Shockley-Okeke,25,Columbia,7,10,24,2020,2020
43,4,1,Total,3,9,5,6,4,18,24,3,4,29,73,3,7,Rob Sisca,25,Total,2,2,6,2009,2007
44,10,1,Southern,12,9,6,20,3,14,34,4,7,45,239,4,24,Gerald Smith,25,Samford,3,6,16,2018,2015
45,8,0,Horizon,13,8,1,2,7,21,23,2,2,11,141,1,6,Blake Spellman,25,Northern Kentucky,2,7,14,2017,2017
46,6,0,WCC,10,10,7,13,3,15,28,2,5,22,131,4,8,Keith Stackhouse,25,San Diego,7,12,14,2013,2012
47,3,10,Big East,17,10,10,24,0,2,26,5,14,26,145,18,26,James Still,25,Providence,0,9,35,2010,2010
48,1,4,MAC,6,12,12,21,0,0,21,1,6,14,44,3,8,Steve Swiech,25,Akron,0,2,9,2010,2009
49,14,0,A-10,18,6,2,14,4,12,26,9,13,35,156,7,22,Myles Tate,25,George Mason,7,12,25,2017,2015
50,1,0,WAC,8,12,12,21,0,0,21,1,2,22,80,7,18,James Tchana,25,Fresno State,0,9,15,2008,2007
51,6,0,MAAC,18,9,5,9,4,6,15,3,5,17,121,6,7,Damani Thomas,25,Niagara,8,3,24,2020,2020
52,3,0,Southland,11,7,5,16,2,9,25,9,16,23,119,6,5,Kendrell Thompson,25,Sam Houston State,5,9,17,2009,2009
53,3,1,SEC,6,8,7,17,1,5,22,8,10,18,99,7,13,JoJo Toppin,25,Georgia,1,10,13,2019,2019
54,2,16,Horizon,15,11,11,17,0,0,17,3,12,29,118,10,37,Henry Uwadiae,25,Green Bay,1,15,25,2016,2015
55,1,0,SEC,12,7,4,5,3,18,23,8,13,37,106,3,8,Nathan Watkins,25,Vanderbilt,1,7,15,2016,2013
56,3,3,ACC,12,10,9,24,1,3,27,4,6,17,74,14,11,Malik William,25,Clemson,1,2,26,2018,2018
57,36,0,NEC,16,8,1,1,7,19,20,2,4,25,219,2,8,Lateff Willis,25,St. Francis (NY),3,20,18,2008,2008
58,2,4,SWAC,9,8,4,12,4,6,18,5,10,12,88,8,12,Payton Wilson,25,Jackson State,2,9,17,2018,2018
59,3,4,MVC,14,8,5,7,3,9,16,6,11,18,112,2,22,Jan Wojcik,25,Missouri State,7,7,16,2019,2019
60,3,11,MAAC,10,9,9,25,0,3,28,7,10,25,187,12,28,Derek Wolfley,25,Iona,6,26,22,2009,2009
61,0,5,OVC,9,10,10,22,0,1,23,5,12,19,133,12,24,Lamar Wright,25,Southern Illinois-Edwardsville,4,6,21,2020,2020
62,3,0,A-10,1,8,5,12,3,11,23,5,7,14,62,0,6,Jalen Adams,24,St. Bonaventure,3,2,1,2015,2015
63,6,0,AEC,14,8,6,14,2,5,19,6,8,29,144,9,10,Reid Anderson,24,Albany (NY),1,8,23,2008,2007
64,1,3,MAC,16,8,5,11,3,15,26,5,7,27,102,9,12,Derek Ballard Jr.,24,Eastern Michigan,3,2,25,2020,2019
65,2,1,Southland,8,9,8,14,1,10,24,5,8,13,60,6,4,Rex Baxter,24,Stephen F. Austin,5,5,14,2013,2013
66,4,2,OVC,11,10,9,18,1,6,24,3,5,10,73,7,3,Pedro Bradshaw,24,Eastern Kentucky,6,3,18,2019,2019
67,1,4,MAC,20,9,9,16,0,0,16,6,13,36,174,19,36,Blake Brown,24,Eastern Michigan,2,5,39,2017,2016
68,2,0,Big 12,24,10,10,20,0,3,23,4,14,51,133,8,24,C.J. Cole,24,Oklahoma,1,7,32,2017,2014
69,9,1,Big Sky,10,7,2,6,5,27,33,5,6,9,111,2,7,Josh Cornish,24,Southern Utah,5,3,12,2020,2019
70,5,0,GWC,17,7,7,13,0,0,13,10,16,18,178,7,21,Rakeem Couch,24,Texas-Rio Grande Valley,3,11,24,2010,2010
71,0,2,Sun Belt,8,11,11,14,0,0,14,2,4,10,35,6,5,Tyshaun Crawford,24,Georgia Southern,0,1,14,2019,2019
72,1,8,SWAC,12,9,9,18,0,0,18,6,9,24,162,12,36,Noah Cummings,24,Grambling,1,17,24,2017,2017
73,4,0,A-Sun,14,10,10,19,0,0,19,4,12,26,108,16,20,Ryan Daniel,24,Lipscomb,1,3,30,2008,2007
74,1,0,SWAC,23,8,8,16,0,0,16,8,13,30,157,11,44,Lavonne Davis,24,Prairie View,5,10,34,2017,2016
75,5,0,MVC,12,8,8,17,0,1,18,8,13,20,151,8,22,Matt Deady,24,Indiana State,10,9,20,2018,2018
76,4,1,WCC,24,7,4,14,3,15,29,7,12,18,131,6,26,Juan Ducasse,24,Santa Clara,3,13,30,2020,2020
77,0,1,Sun Belt,10,9,9,19,0,1,20,6,8,15,81,5,14,Harold Edwards,24,North Texas,2,11,15,2007,2007
78,3,3,Total,7,7,0,10,7,31,41,3,4,33,124,7,19,Jake Fay,24,Total,4,8,14,2017,2014
79,11,0,A-Sun,7,7,7,16,0,0,16,10,23,19,100,4,13,CJ Fisher,24,North Florida,2,9,11,2017,2017
80,11,0,Total,10,8,2,5,6,16,21,2,4,18,41,1,4,Beau Gamble,24,Total,2,5,11,2014,2011
81,3,1,A-Sun,8,8,5,12,3,8,20,5,8,16,81,4,9,Nick Goshay,24,Florida Gulf Coast,1,6,12,2011,2011
82,21,0,MWC,7,9,6,13,3,11,24,3,4,29,165,2,16,Chris Grant,24,Utah,8,12,9,2008,2007
83,9,1,Southland,13,8,8,16,0,3,19,8,13,11,113,7,18,Brian Hill,24,Texas State,5,10,20,2007,2007
84,5,1,Southern,12,10,10,22,0,0,22,4,7,19,125,5,23,Nigel Holley,24,East Tennessee State,0,8,17,2016,2016
85,4,20,A-10,34,9,9,29,0,0,29,6,9,49,241,11,32,Jake Houseknecht,24,St. Bonaventure,6,14,45,2012,2010
86,5,8,Total,24,7,7,15,0,0,15,10,21,40,204,10,57,Peace Ilegomah,24,Total,2,16,34,2020,2018
87,14,1,Big West,20,9,5,17,4,16,33,2,7,18,205,12,13,Delveion Jackson,24,UC-Davis,7,8,32,2018,2018
88,2,1,Big 12,9,8,6,15,2,4,19,6,9,9,64,9,13,Justin Jamison,24,Texas Tech,1,4,18,2015,2015
89,11,1,SEC,8,8,4,27,4,13,40,4,11,19,152,2,18,Branden Jenkins,24,Louisiana State,5,7,10,2017,2017
90,6,1,MAAC,17,10,8,14,2,8,22,2,8,19,113,12,11,David Johnson,24,Canisius,2,4,29,2008,2007
91,1,0,SWAC,2,7,6,8,1,5,13,9,13,5,57,0,5,Nicholas Jones,24,Arkansas-Pine Bluff,2,6,2,2020,2020
92,1,3,CUSA,8,8,1,2,7,20,22,1,2,22,91,4,7,Jacob Kilgore,24,Marshall,3,0,12,2017,2016
93,3,1,Pac-12,5,9,9,15,0,0,15,6,8,14,69,5,12,Marko Kovacevic,24,Utah,0,7,10,2014,2014
94,16,0,Southland,16,9,9,16,0,2,18,6,13,25,199,0,22,Diamante Langston,24,Abilene Christian,7,19,16,2017,2017
95,2,2,Big Sky,10,9,3,8,6,14,22,0,1,14,70,2,6,Jack Loofburrow,24,Eastern Washington,0,4,12,2008,2008
96,7,4,OVC,13,9,9,18,0,0,18,6,10,35,150,13,15,Alex Lubsey,24,Eastern Illinois,4,9,26,2013,2012
97,5,2,Total,12,9,4,14,5,10,24,1,1,36,92,3,12,Griffin McKenzie,24,Total,0,5,15,2014,2011
98,16,3,MWC,13,6,5,14,1,5,19,11,20,15,81,7,11,Ethan Michael,24,Air Force,2,7,20,2014,2013
99,3,0,SWAC,16,9,9,28,0,1,29,6,14,22,125,10,25,Ben Milshtein,24,Mississippi Valley State,1,7,26,2015,2014
100,0,1,Big Ten,4,9,5,8,4,12,20,2,7,44,101,7,17,Kevin Montminy,24,Penn State,2,2,11,2015,2012
101,1,6,MEAC,16,11,11,18,0,0,18,2,2,23,109,8,20,Chris Moore,24,Morgan State,4,5,24,2008,2007
102,5,0,MEAC,6,10,8,29,2,6,35,2,4,15,157,8,8,David Naves,24,Howard,5,18,14,2011,2011
103,2,2,WCC,15,12,12,30,0,1,31,0,8,19,130,7,19,Lazar Nekic,24,Loyola Marymount,4,10,22,2020,2020
104,0,4,SWAC,13,11,11,23,0,1,24,2,2,16,148,4,19,Jack Ocwieja,24,Grambling,0,5,17,2016,2016
105,3,3,Big West,9,7,7,18,0,1,19,10,13,24,108,3,24,Derek Oestreicher,24,UC-Davis,3,10,12,2009,2009
106,6,10,Total,15,10,10,21,0,0,21,4,11,33,179,10,32,Ugo Okam,24,Total,1,18,25,2015,2011
107,3,2,MAAC,10,9,9,20,0,2,22,6,16,18,150,8,28,Miles Orman,24,Marist,4,12,18,2007,2007
108,5,0,CUSA,9,5,3,8,2,9,17,12,14,16,69,1,7,Cameron Pappas,24,Charlotte,2,3,10,2016,2015
109,4,0,CUSA,21,8,2,9,6,17,26,2,3,12,113,1,15,Je'Quan Perry,24,Florida Atlantic,5,5,22,2018,2018
110,3,1,MEAC,26,7,7,21,0,5,26,10,14,22,256,11,38,Jeffon Powell,24,Bethune-Cookman,2,15,37,2015,2015
111,8,3,CAA,18,10,8,19,2,10,29,2,5,26,189,19,21,Danny Quinn,24,Towson,1,4,37,2011,2010
112,7,0,Big Sky,11,7,1,5,6,20,25,4,5,14,117,0,7,Mike Ranson,24,Northern Colorado,1,8,11,2017,2017
113,16,2,Sun Belt,11,10,10,23,0,0,23,4,6,24,159,13,22,Lorenzo Razz,24,Little Rock,7,8,24,2007,2007
114,5,9,MEAC,33,8,8,24,0,0,24,8,15,31,242,21,52,Phillip Reed,24,Hampton,1,12,54,2015,2014
115,8,12,AAC,31,9,9,34,0,0,34,6,23,32,254,17,59,Sammis Reyes,24,Tulane,11,17,48,2018,2017
116,8,0,Total,5,7,4,9,3,14,23,7,8,15,98,1,5,Julian Richardson,24,Total,3,5,6,2017,2015
117,19,5,A-Sun,50,9,9,32,0,0,32,6,13,41,438,30,37,Drew Romich,24,Total,4,18,80,2020,2016
118,2,0,Total,5,9,3,3,6,12,15,0,0,12,62,0,3,Alex Rossi,24,Total,1,5,5,2013,2012
119,12,1,MEAC,17,9,4,15,5,16,31,1,4,30,218,4,26,Justin Ryder,24,Delaware State,10,10,21,2019,2019
120,3,1,Big 12,16,9,3,6,6,18,24,0,0,21,99,5,15,Andrei Savrasov,24,Texas Tech,2,4,21,2020,2020
121,16,0,MAC,5,7,1,6,6,14,20,4,4,27,183,2,8,Richie Sebuharara,24,Buffalo,4,10,7,2013,2012
122,10,0,A-Sun,12,8,4,7,4,10,17,4,8,19,128,0,17,Michael Slonaker,24,Mercer,6,12,12,2007,2007
123,12,0,Southern,14,7,7,26,0,5,31,10,17,21,140,7,28,Sean Spooner,24,North Carolina-Greensboro,5,21,21,2009,2009
124,15,1,Pac-12,12,10,8,20,2,16,36,2,3,38,237,1,15,Hikeem Stewart,24,Washington,9,13,13,2014,2012
125,3,0,Sun Belt,10,6,2,9,4,11,20,8,9,17,86,2,4,Brooks Taylor,24,South Alabama,1,2,12,2007,2007
126,10,0,Big Sky,4,9,7,16,2,5,21,4,6,8,75,2,2,Deveric Taylor,24,Northern Arizona,1,4,6,2007,2007
127,27,5,Patriot,41,9,9,24,0,2,26,6,13,28,315,13,54,Whit Thornton,24,Army,4,31,54,2012,2012
128,2,1,Southland,7,10,8,24,2,5,29,2,8,16,111,8,27,Cade Towers,24,Nicholls State,2,8,15,2014,2014
129,5,0,Big Ten,8,6,6,11,0,8,19,12,18,35,102,5,12,Stephen Toyra,24,Purdue,2,11,13,2016,2013
130,4,2,Big Ten,13,8,8,18,0,5,23,8,11,25,126,13,16,Jordan Tyrance,24,Nebraska,2,9,26,2013,2012
131,2,4,CAA,38,11,10,24,1,10,34,1,5,21,184,14,28,Jesus Urbina,24,George Mason,5,14,52,2007,2007
132,7,11,Total,42,6,6,32,0,0,32,12,22,52,304,20,49,Bill Van Senus,24,IUPUI,4,7,62,2008,2007
133,8,1,A-10,4,9,4,9,5,16,25,1,2,8,125,2,8,Luka Voncina,24,Charlotte,3,10,6,2012,2012
134,4,1,Summit,7,12,12,21,0,1,22,0,2,28,112,5,15,Evan Wessenberg,24,North Dakota State,2,7,12,2017,2015
135,15,0,AEC,7,8,6,16,2,11,27,6,9,18,104,0,13,Naasir Williams,24,Vermont,2,7,7,2014,2014
136,4,0,MAAC,8,9,5,14,4,20,34,2,4,27,120,6,9,Pierson Williams,24,Loyola (MD),2,6,14,2012,2011
137,12,0,SWAC,11,9,7,19,2,17,36,4,10,21,148,1,22,Kareem Wright,24,Grambling,7,20,12,2018,2018
138,2,0,SWAC,8,9,3,6,6,20,26,0,0,22,123,3,9,Corey Young,24,Alcorn State,1,2,11,2015,2014
139,3,2,MWC,11,9,4,7,5,18,25,0,0,17,73,1,8,Riley Abercrombie,23,Boise State,0,4,12,2020,2020
140,2,6,Big Sky,17,9,9,17,0,0,17,5,10,21,202,11,44,Wandji Aboubakar,23,Sacramento State,3,9,28,2008,2008
141,2,0,MEAC,4,9,4,11,5,24,35,0,4,16,81,3,11,Nate Allen,23,North Carolina Central,2,5,7,2016,2016
142,0,0,Patriot,11,8,1,4,7,22,26,0,0,24,83,0,0,Dom Antonelli,23,Navy,2,5,11,2019,2016
143,2,5,Patriot,19,9,9,24,0,0,24,5,8,20,143,9,25,Tyler Barlow,23,Lafayette,3,2,28,2016,2016
144,12,1,Southern,5,7,6,21,1,5,26,8,14,16,129,8,16,Jaylen Beckham,23,Samford,8,21,13,2013,2013
145,13,0,MVC,10,5,1,9,4,13,22,9,11,20,188,2,17,Tomas Brock,23,Missouri State,4,14,12,2008,2008
146,8,0,MAC,11,7,5,17,2,11,28,7,11,13,138,2,14,Miles Brown,23,Ohio,8,11,13,2020,2020
147,1,0,OVC,4,7,1,11,6,25,36,3,7,31,112,3,9,Domas Budrys,23,Austin Peay,4,5,7,2017,2015
148,3,0,SWAC,9,9,9,21,0,0,21,5,11,14,95,8,28,Rudy Chestang,23,Alcorn State,3,7,17,2007,2007
149,1,2,MAC,11,8,8,15,0,5,20,7,12,10,67,5,9,Keenon Cole,23,Northern Illinois,1,3,16,2020,2020
150,3,1,MVC,8,9,7,12,2,9,21,3,5,32,66,5,1,Lincoln Conrey,23,Northern Iowa,1,6,13,2020,2017
151,0,1,CAA,9,9,9,15,0,0,15,5,13,3,55,4,8,Bryant Crowder,23,Hofstra,1,7,13,2012,2012
152,5,4,Big 12,20,8,4,8,4,17,25,3,6,16,162,8,28,Brock Cunningham,23,Texas,7,5,28,2020,2020
153,5,0,Big East,4,8,5,6,3,9,15,4,5,11,50,0,4,Chris Current,23,Louisville,2,0,4,2007,2007
154,6,0,Southern,3,8,8,20,0,4,24,7,10,10,69,7,5,Carlos Curtis,23,East Tennessee State,2,7,10,2019,2019
155,2,1,SWAC,0,8,3,5,5,17,22,2,4,10,96,3,4,Marceis Davis,23,Southern,1,4,3,2011,2011
156,8,2,CAA,8,8,4,12,4,13,25,3,9,17,114,2,5,Zyon Dobbs,23,James Madison,9,6,10,2020,2020
157,39,0,Total,25,8,5,13,3,12,25,4,10,93,538,5,61,London Dokubo,23,Loyola (IL),14,30,30,2015,2012
158,4,2,MEAC,20,10,9,31,1,11,42,2,9,19,142,13,13,Deven Dorsett,23,Maryland-Eastern Shore,3,9,33,2017,2017
159,6,0,Southern,6,8,4,12,4,9,21,3,5,11,72,2,8,Anthanee Doyle,23,Chattanooga,2,4,8,2014,2014
160,6,0,WAC,7,8,7,15,1,9,24,6,9,29,109,6,15,Jevon Estelle,23,Grand Canyon,2,7,13,2016,2014
161,2,9,OVC,18,8,8,16,0,0,16,7,10,14,166,13,12,Elochukwu Eze,23,Southern Illinois-Edwardsville,1,5,31,2019,2019
162,12,0,Big South,14,8,5,9,3,13,22,4,5,13,66,2,7,Jordan Faciane,23,Campbell,2,4,16,2015,2013
163,6,0,SWAC,4,8,3,4,5,10,14,2,3,2,61,3,4,Jonathan Floyd,23,Alcorn State,5,2,7,2019,2019
164,3,1,MEAC,3,7,6,13,1,2,15,8,15,8,39,2,8,Langston Gaither,23,Howard,2,6,5,2019,2019
165,1,1,ACC,15,9,9,20,0,0,20,5,13,26,96,11,14,Samson George,23,Pittsburgh,0,0,26,2020,2018
166,6,1,Big South,8,8,5,15,3,17,32,4,11,17,87,3,12,Rashad Gill,23,North Carolina-Asheville,6,8,11,2009,2008
167,4,3,Big South,11,8,6,6,2,6,12,5,9,24,82,5,7,Kyle Gonzalez,23,Radford,3,8,16,2016,2014
168,3,2,Pac-10,28,8,8,27,0,0,27,7,12,31,237,13,44,Taylor Harrison,23,University of California,4,10,41,2007,2007
169,1,0,ACC,3,7,2,6,5,12,18,4,4,26,58,1,4,Willie Herenton,23,Miami (FL),3,2,4,2020,2019
170,1,3,Big 12,10,7,4,6,3,12,18,6,9,25,69,3,6,Parker Hicks,23,Texas Tech,2,4,13,2019,2018
171,0,5,Total,13,10,10,18,0,0,18,3,9,36,145,6,38,Kevin Hickson,23,Total,11,7,19,2016,2013
172,1,0,SEC,2,9,5,12,4,15,27,1,2,22,36,2,3,Jonathan Holmes,23,Arkansas,1,3,4,2019,2017
173,4,0,AEC,12,6,5,15,1,6,21,10,10,12,91,4,21,Solomon Iluyomade,23,Maine,2,9,16,2020,2019
174,3,1,Big Sky,20,7,7,14,0,0,14,9,17,21,115,9,14,Danny Johnson,23,Weber State,4,12,29,2008,2008
175,2,3,Horizon,22,8,8,23,0,0,23,7,18,26,114,8,29,Larry Johnson,23,Youngstown State,5,5,30,2015,2014
176,6,3,CAA,14,6,2,9,4,15,24,7,12,16,159,3,23,Terrence Johnson,23,James Madison,10,8,17,2017,2017
177,1,18,Horizon,13,10,10,24,0,0,24,3,7,15,121,8,26,Isaiah Jones,23,Detroit Mercy,1,4,21,2018,2018
178,2,1,Southland,6,8,6,14,2,2,16,5,7,18,45,5,5,Nick Jones,23,Houston Baptist,1,2,11,2020,2019
179,3,0,OVC,22,7,5,12,2,10,22,7,11,46,115,4,21,Josh Lester,23,Belmont,0,5,26,2017,2015
180,3,1,A-10,3,7,3,15,4,7,22,5,12,32,62,3,4,O.J. Lewis,23,La Salle,5,5,6,2016,2013
181,6,3,Total,23,10,8,18,2,8,26,1,6,33,155,3,24,Merv Lindsay,23,Total,2,3,26,2014,2012
182,2,0,Summit,11,9,6,17,3,11,28,2,3,24,95,2,3,Ryan Maas,23,Western Illinois,1,6,13,2019,2016
183,0,3,GWC,10,8,6,14,2,7,21,5,12,28,95,3,14,Mike Mathison,23,North Dakota,1,11,13,2012,2011
184,18,1,CUSA,16,8,6,13,2,5,18,5,6,16,138,4,24,David McCoy,23,Southern Mississippi,7,23,20,2020,2020
185,2,3,AEC,8,11,11,23,0,0,23,1,1,28,89,3,9,Jordan McRae,23,Binghamton,2,3,11,2018,2016
186,10,6,Big Ten,14,9,7,15,2,20,35,3,13,61,197,5,30,James Mongomery,23,Northwestern,7,4,19,2014,2012
187,3,5,OVC,49,9,9,30,0,0,30,5,14,62,415,35,99,Pierre Mopo,23,Tennessee-Martin,7,19,84,2014,2011
188,6,0,Big 12,8,7,2,7,5,13,20,4,4,11,63,1,2,Tanner Ogden,23,Texas Tech,1,4,9,2007,2007
189,5,1,Southland,8,7,4,14,3,11,25,6,10,18,106,2,4,Masai Olowokere,23,Central Arkansas,1,8,10,2020,2020
190,1,10,Total,24,11,11,23,0,0,23,1,16,43,189,18,41,Jordan Omogbehin,23,Total,2,13,42,2015,2013
191,4,0,WCC,11,8,2,6,6,15,21,1,2,27,69,4,4,Kyle Perricone,23,Santa Clara,1,3,15,2013,2010
192,5,0,Big Ten,3,8,6,11,2,5,16,5,10,35,57,3,8,Corey Person,23,Michigan,0,5,6,2013,2010
193,7,0,CUSA,10,9,5,13,4,16,29,1,4,33,180,5,11,Alfis Pilavios,23,Old Dominion,3,6,15,2020,2018
194,0,2,SWAC,6,9,9,15,0,2,17,5,6,16,84,4,13,Noah Plain,23,Alcorn State,0,3,10,2019,2019
195,3,14,Big Sky,30,10,10,27,0,0,27,3,6,27,197,16,38,Quinn Price,23,Montana State,5,11,46,2016,2015
196,6,0,Total,8,9,5,12,4,11,23,1,2,26,99,2,5,John Reese,23,New Orleans,2,4,10,2014,2013
197,5,0,SWAC,6,8,1,3,7,27,30,0,0,8,79,0,10,Josh Robinson,23,Southern,3,5,6,2017,2017
198,4,1,Horizon,8,8,4,8,4,9,17,3,4,18,85,9,5,Derek Rongstad,23,Milwaukee,4,4,17,2017,2016
199,20,1,Big West,12,8,3,13,5,20,33,2,6,24,176,0,16,Ameer Shamsud-din,23,Cal State Fullerton,4,18,12,2009,2009
200,4,0,Total,5,7,0,2,7,22,24,2,4,32,56,1,1,Kevin Shaw,23,Georgia State,1,4,6,2014,2012
201,2,0,SWAC,3,9,7,13,2,7,20,3,3,3,38,1,3,Darius Simmons,23,Mississippi Valley State,2,3,4,2007,2007
202,7,0,SEC,11,9,7,14,2,8,22,3,6,14,101,1,7,Caleb Smith,23,Texas A&M,3,3,12,2017,2017
203,1,1,CUSA,13,10,10,17,0,0,17,3,5,21,180,9,34,Cory Smith,23,Southern Mississippi,2,12,22,2009,2009
204,5,0,OVC,8,7,2,6,5,14,20,4,6,32,118,4,10,Maverick Smith,23,Tennessee Tech,5,4,12,2020,2018
205,11,0,NEC,7,6,4,11,2,10,21,9,11,13,98,1,10,Declan Soukup,23,Bryant,6,8,8,2014,2014
206,11,0,OVC,9,8,6,10,2,3,13,5,9,12,100,4,10,Mario Stowers,23,Tennessee Tech,6,8,13,2008,2008
207,9,0,Total,13,9,6,11,3,15,26,2,2,30,317,2,32,Eric Strangis,23,Southern California,5,6,15,2012,2011
208,3,1,SWAC,20,7,7,19,0,0,19,9,19,27,204,7,32,Alvin Stredic Jr.,23,Arkansas-Pine Bluff,4,14,27,2020,2020
209,5,1,Horizon,13,8,1,3,7,21,24,0,1,31,123,2,4,Ryan Strollo,23,Youngstown State,4,5,15,2018,2016
