,ast,blk,conf_abbr,drb,fg,fg2,fg2a,fg3,fg3a,fga,ft,fta,g,mp,orb,pf,player,pts,school_name,stl,tov,trb,year_max,year_min
210,10,0,Total,7,6,6,15,0,5,20,11,16,12,76,2,8,Atiba Taylor,23,Total,2,13,9,2020,2019
211,0,0,Big East,4,7,0,2,7,16,18,2,2,19,52,1,2,Moses Thijin,23,DePaul,1,0,5,2007,2007
212,3,7,WCC,20,8,8,16,0,0,16,7,14,26,122,2,14,Scott Thompson,23,Santa Clara,3,10,22,2009,2009
213,3,4,MAAC,14,8,8,11,0,5,16,7,11,9,90,2,16,Jarvis Vaughan,23,Monmouth,2,6,16,2020,2020
214,4,3,A-10,23,6,6,17,0,0,17,11,16,18,128,15,20,Randall West,23,Massachusetts,4,1,38,2020,2018
215,3,4,Total,18,9,9,20,0,3,23,5,9,22,113,8,22,Xavier Williams,23,Total,2,8,26,2017,2014
216,4,1,ACC,5,9,7,14,2,5,19,3,10,20,76,1,6,Avery Wilson,23,Boston College,6,11,6,2019,2018
217,3,0,Ivy,5,8,6,11,2,8,19,5,7,13,49,5,2,Zach Woolridge,23,Princeton,2,2,10,2008,2007
218,5,0,Pac-12,1,7,0,1,7,14,15,2,2,30,58,0,3,Alec Wulff,23,UCLA,3,1,1,2018,2015
219,10,0,SWAC,13,11,11,27,0,6,33,1,4,27,152,4,18,Jeremy Yates,23,Grambling,2,16,17,2008,2007
220,4,0,Sun Belt,6,6,3,7,3,5,12,8,8,16,39,0,4,Eito Yuminami,23,Georgia Southern,2,2,6,2020,2019
221,3,0,Summit,2,7,2,7,5,22,29,3,4,13,49,1,4,Robert Aery,22,Oral Roberts,1,3,3,2012,2011
222,1,6,Big Ten,19,9,8,14,1,2,16,3,7,21,114,9,18,Akol Arop,22,Nebraska,6,4,28,2020,2020
223,1,2,Big Ten,4,8,3,6,5,14,20,1,2,25,60,1,3,C.J. Baird,22,Michigan,0,3,5,2020,2018
224,5,2,SWAC,13,6,0,15,6,17,32,4,6,19,192,7,20,Charles Bargman,22,Mississippi Valley State,12,9,20,2015,2015
225,7,0,OVC,7,9,7,13,2,7,20,2,4,10,53,4,7,EJ Bellinger,22,Belmont,0,5,11,2020,2020
226,5,1,Patriot,12,7,5,16,2,9,25,6,11,28,196,4,19,Colton Bishop,22,Loyola (MD),4,9,16,2015,2015
227,4,0,Southern,5,8,2,8,6,10,18,0,0,13,41,1,7,Aaron Bond,22,Davidson,1,4,6,2010,2008
228,3,0,MEAC,10,10,10,16,0,2,18,2,5,6,75,2,8,Joel Boyce,22,Coppin State,4,11,12,2018,2018
229,8,0,CUSA,12,8,5,11,3,8,19,3,3,35,147,5,18,Bryson Brewer,22,Southern Mississippi,0,11,17,2010,2007
230,4,1,WAC,7,6,5,14,1,1,15,9,21,33,76,6,11,Tray Britt,22,New Mexico State,3,8,13,2010,2007
231,2,0,Horizon,1,8,2,3,6,19,22,0,0,8,43,2,3,Jerome Brown,22,Illinois-Chicago,0,1,3,2012,2012
232,2,0,Big Ten,8,9,9,17,0,7,24,4,10,11,76,7,9,Matt Bullock,22,Rutgers,1,5,15,2018,2017
233,4,0,Big Ten,13,9,5,6,4,7,13,0,1,38,126,7,18,Ryan Burton,22,Indiana,1,1,20,2016,2015
234,23,1,Ivy,33,9,5,15,4,21,36,0,1,27,307,2,15,T.J. Carey,22,Harvard,9,30,35,2008,2008
235,5,0,SWAC,8,7,7,10,0,1,11,8,14,7,55,4,6,Byron Carter,22,Mississippi Valley State,4,8,12,2007,2007
236,5,2,MAC,3,8,4,5,4,12,17,2,5,12,62,5,6,Anyeuri Castillo,22,Kent State,3,5,8,2020,2020
237,4,2,SWAC,8,9,7,15,2,6,21,2,5,29,188,7,39,Stephan Collins,22,Arkansas-Pine Bluff,2,12,15,2010,2010
238,2,11,Big Sky,20,9,9,20,0,0,20,4,7,21,116,8,17,Jordan Cooke-Harper,22,Sacramento State,1,8,28,2020,2020
239,4,0,OVC,2,6,2,6,4,9,15,6,6,14,51,1,10,Bryant Craig,22,Tennessee-Martin,1,2,3,2008,2007
240,22,0,Patriot,8,6,2,5,4,19,24,6,6,33,188,3,13,Cameron Curry,22,Boston University,6,9,11,2017,2014
241,2,4,Big South,24,8,8,27,0,0,27,6,11,16,160,13,11,Jamal Curry,22,Radford,3,12,37,2011,2010
242,0,4,SWAC,14,8,8,28,0,0,28,6,10,27,174,17,33,Andre' Davis,22,Southern,4,14,31,2009,2008
243,2,1,Total,16,5,4,12,1,2,14,11,17,19,101,5,17,Jermaine Davis,22,Total,0,12,21,2016,2014
244,4,0,Total,4,8,2,9,6,14,23,0,0,22,108,5,10,Luke Davis,22,Texas-Arlington,2,1,9,2014,2013
245,2,0,Total,9,7,3,9,4,18,27,4,7,24,71,1,14,Riley Dearring,22,Total,1,10,10,2017,2015
246,2,2,MEAC,25,7,7,33,0,4,37,8,16,42,,11,43,Darryl Demp,22,Florida A&M,6,6,36,2009,2008
247,3,1,SWAC,10,8,8,21,0,0,21,6,13,17,78,7,10,Fredens Deneus,22,Alabama State,2,5,17,2018,2018
248,10,0,NEC,5,9,7,11,2,5,16,2,7,17,117,4,6,Kyle Desmarais,22,Central Connecticut State,5,10,9,2009,2009
249,7,1,Total,34,10,10,41,0,2,43,2,7,27,185,17,23,Keondre Dew,22,Total,4,22,51,2017,2015
250,3,0,A-Sun,6,7,5,9,2,14,23,6,10,27,83,0,9,Cole Dewey,22,Campbell,1,7,6,2011,2009
251,1,6,MWC,20,10,10,22,0,1,23,2,9,19,130,7,23,Assane Diouf,22,Fresno State,0,12,27,2020,2020
252,0,2,CAA,11,8,7,13,1,7,20,5,6,25,92,2,18,Matt Elmore,22,North Carolina-Wilmington,1,3,13,2019,2017
253,0,1,Ivy,14,9,9,18,0,0,18,4,7,25,99,12,32,David Erebor,22,Brown,6,7,26,2018,2017
254,4,0,MEAC,10,8,8,13,0,2,15,6,9,17,69,2,6,Michael Fabiyi,22,Florida A&M,4,3,12,2013,2013
255,9,4,MAAC,25,4,4,15,0,0,15,14,19,59,366,27,54,Dan Ficke,22,Loyola (MD),4,16,52,2009,2007
256,1,5,OVC,18,8,7,18,1,3,21,5,8,18,106,4,18,Neville Fincher,22,Tennessee State,3,7,22,2016,2016
257,6,0,NEC,5,9,7,23,2,8,31,2,2,20,131,10,21,Austin Fowler,22,Saint Francis (PA),5,3,15,2010,2010
258,0,0,Big Ten,3,7,4,4,3,5,9,5,8,12,39,2,6,Grant Gelon,22,Indiana,1,1,5,2017,2017
259,21,0,Total,16,5,1,5,4,18,23,8,11,59,251,6,13,Zane Gibson,22,Middle Tennessee,8,10,22,2014,2011
260,5,0,SEC,7,9,8,11,1,4,15,3,3,20,74,4,10,Jamie Graham,22,Vanderbilt,3,7,11,2009,2008
261,5,0,Big Sky,16,8,4,5,4,22,27,2,5,18,96,1,7,Grant Greabel,22,Sacramento State,2,5,17,2020,2019
262,6,0,MAAC,11,8,3,5,5,23,28,1,2,42,115,9,24,Sean Grzeck,22,Fairfield,4,6,20,2010,2008
263,15,0,Patriot,7,6,2,13,4,11,24,6,10,13,113,0,14,Jalen Harris,22,Army,6,17,7,2012,2012
264,1,2,WCC,10,8,8,24,0,0,24,6,9,22,89,11,29,Ian Harward,22,Brigham Young,3,9,21,2013,2013
265,4,0,Southland,5,8,8,10,0,2,12,6,9,15,59,2,10,Hall Henderson,22,Stephen F. Austin,4,6,7,2007,2007
266,8,0,WAC,1,7,7,14,0,1,15,8,13,11,72,0,10,Simeon Henton,22,Chicago State,6,3,1,2018,2018
267,2,0,Ivy,5,8,8,16,0,2,18,6,8,13,96,3,11,Max Huc,22,Princeton,4,9,8,2009,2009
268,3,0,A-10,1,8,4,11,4,14,25,2,4,15,75,2,4,C.J. Jackson,22,Massachusetts,5,5,3,2020,2020
269,4,3,Big Ten,14,8,8,10,0,0,10,6,7,25,76,10,8,Charles Jackson,22,Illinois,3,10,24,2009,2007
270,4,0,A-Sun,7,5,5,11,0,4,15,12,16,37,130,9,25,Marquisse Jackson,22,Mercer,3,6,16,2012,2009
271,0,7,MAAC,16,10,10,28,0,0,28,2,5,12,163,15,32,Shawn Jackson,22,Iona,6,6,31,2013,2013
272,11,0,Sun Belt,11,9,5,11,4,15,26,0,0,20,121,0,18,Tavarres Jefferson,22,Middle Tennessee,6,9,11,2014,2012
273,2,5,GWC,19,10,10,30,0,0,30,2,6,26,157,18,20,Nick Jenson,22,Utah Valley,4,8,37,2010,2010
274,2,2,MEAC,13,8,8,36,0,1,37,6,8,19,142,6,10,Darryln Johnson,22,Coppin State,1,2,19,2013,2013
275,3,9,SWAC,25,4,4,21,0,1,22,14,28,41,209,21,46,Marcus Jones,22,Jackson State,3,20,46,2008,2007
276,1,1,AEC,10,7,7,16,0,1,17,8,19,9,100,8,26,Abby Kabba,22,New Hampshire,0,5,18,2009,2009
277,7,6,Big Sky,41,7,7,14,0,0,14,8,17,26,209,17,46,Tyson Kanseyo,22,Montana State,2,20,58,2016,2016
278,1,2,Pac-12,5,8,7,13,1,1,14,5,6,9,51,1,11,Austin Kuemper,22,Oregon,0,1,6,2013,2013
279,10,1,SEC,13,8,3,12,5,14,26,1,3,13,105,4,9,Roderick Lawrence,22,Mississippi,4,6,17,2015,2015
280,0,2,A-Sun,11,9,9,15,0,0,15,4,5,14,69,2,8,Leonard Livingston,22,Florida Gulf Coast,2,4,13,2013,2013
281,2,4,MAC,10,8,7,14,1,2,16,5,6,17,87,5,9,Mike Lochner,22,Northern Illinois,1,4,15,2007,2007
282,4,5,Southern,14,10,10,21,0,0,21,2,6,28,113,7,12,Michael Manning Jr.,22,Wofford,2,0,21,2019,2018
283,4,2,Ivy,13,7,5,12,2,6,18,6,12,21,80,4,19,Issa Mase,22,Columbia,2,12,17,2010,2009
284,18,3,Big Sky,13,9,9,17,0,4,21,4,10,19,143,10,30,Damani McEntire,22,Southern Utah,20,10,23,2020,2020
285,4,8,MVC,29,10,10,13,0,1,14,2,3,4,99,10,15,Michael Middlebrooks,22,Illinois State,4,4,39,2014,2014
286,4,3,SWAC,16,9,9,23,0,0,23,4,10,12,135,3,18,Tyler Miller,22,Prairie View,1,4,19,2016,2016
287,4,1,Total,6,6,4,13,2,4,17,8,10,19,92,4,13,Jamal Mitchell,22,Total,1,0,10,2015,2011
288,8,0,Patriot,6,7,4,8,3,21,29,5,8,37,100,5,5,Andy Moore,22,Lafayette,1,10,11,2011,2009
289,0,0,ACC,2,4,0,3,4,12,15,10,10,29,36,1,3,Joey Moreau,22,Florida State,1,2,3,2013,2010
290,1,0,WAC,3,6,1,3,5,10,13,5,8,8,38,0,4,Tennessee Owens,22,New Mexico State,1,1,3,2020,2020
291,1,0,Ind,4,9,5,12,4,9,21,0,0,9,53,0,5,Ian Persaud,22,Longwood,1,4,4,2010,2010
292,12,0,Big East,7,8,5,12,3,9,21,3,6,21,80,1,5,Trey Pettus,22,Butler,3,3,8,2017,2015
293,3,0,Sun Belt,2,9,5,20,4,13,33,0,0,20,139,1,8,Rob Phillips,22,South Alabama,1,8,3,2010,2010
294,4,0,AEC,1,7,6,14,1,1,15,7,11,11,79,1,12,Veljko Radakovic,22,Maine,4,7,2,2020,2020
295,3,10,A-10,28,8,8,20,0,0,20,6,9,27,187,16,37,Daniel Relvao,22,George Mason,4,12,44,2017,2017
296,8,0,WAC,4,10,9,22,1,6,28,1,3,21,115,7,18,Shawn Rouse,22,Boise State,7,12,11,2009,2008
297,3,0,WAC,15,5,5,16,0,4,20,12,17,19,103,1,14,Kaleb Roy,22,Missouri-Kansas City,2,7,16,2019,2019
298,1,2,NEC,12,9,9,24,0,0,24,4,10,8,91,7,9,DJ Russell,22,Robert Morris,0,2,19,2020,2020
299,3,0,A-Sun,5,7,6,22,1,2,24,7,11,24,129,9,16,Admir Sahbegovic,22,Jacksonville,6,12,14,2012,2012
300,1,0,Southland,6,8,2,4,6,24,28,0,0,28,122,1,7,Charles Saulnier,22,McNeese State,0,3,7,2008,2007
301,3,19,WCC,34,10,10,28,0,0,28,2,2,29,221,7,31,Andy Shannon,22,Pepperdine,4,8,41,2010,2009
302,34,0,Ind,11,10,10,20,0,0,20,2,11,19,201,4,21,Larry Sheppard,22,Texas-Rio Grande Valley,12,22,15,2007,2007
303,1,0,SEC,3,9,5,7,4,7,14,0,1,9,25,2,0,Nick Singleton,22,Mississippi State,0,2,5,2018,2018
304,1,4,Big Sky,10,10,10,14,0,0,14,2,7,24,196,9,30,Andre Slavik,22,Idaho State,2,10,19,2015,2014
305,9,0,SEC,11,6,2,7,4,15,22,6,6,15,104,6,12,Landon Slone,22,Kentucky,3,2,17,2009,2009
306,7,0,WCC,3,8,5,12,3,9,21,3,7,12,51,0,6,Brian Smith,22,Portland,0,5,3,2019,2018
307,4,2,Big Sky,7,10,9,11,1,5,16,1,6,9,52,2,2,Jerron Smith,22,Portland State,1,2,9,2012,2012
308,5,8,Big South,14,8,8,19,0,0,19,6,14,26,171,17,26,Pierre Sow,22,Hampton,4,7,31,2020,2019
309,4,0,Big South,6,8,7,16,1,14,30,5,7,20,94,5,8,Darius Steger,22,Coastal Carolina,1,12,11,2009,2009
310,8,0,Pac-10,7,8,5,8,3,16,24,3,6,15,94,2,7,Vojin Svilar,22,Oregon State,3,10,9,2007,2007
311,0,8,SWAC,9,8,8,16,0,0,16,6,10,18,67,4,22,Jamarious Sykes,22,Jackson State,0,3,13,2012,2011
312,0,7,CAA,22,7,7,16,0,0,16,8,12,29,126,10,19,Jamar Taylor,22,Georgia State,3,10,32,2012,2011
313,2,8,CUSA,20,8,8,16,0,0,16,6,12,10,127,5,12,Bryant Thomas,22,Charlotte,2,5,25,2018,2018
314,2,2,AEC,26,8,7,20,1,2,22,5,7,28,177,12,25,Shawn Tobey,22,New Hampshire,1,4,38,2008,2007
315,3,0,WAC,26,9,9,22,0,1,23,4,14,18,150,10,17,Theo Turner,22,Seattle,4,15,36,2015,2015
316,2,1,Big West,8,8,7,16,1,5,21,5,9,17,73,4,7,Aamahd Walker,22,UC-Santa Barbara,5,5,12,2014,2013
317,6,0,Sun Belt,3,8,4,20,4,9,29,2,3,16,103,2,12,Donovan Walker,22,Louisiana-Monroe,5,10,5,2018,2018
318,1,1,Total,12,7,7,22,0,2,24,8,11,17,96,10,19,Isaiah Watkins,22,Total,7,7,22,2016,2014
319,7,4,AEC,24,10,10,22,0,1,23,2,2,49,246,11,36,Dougal Weir,22,Hartford,3,8,35,2016,2014
320,15,1,Southland,12,7,6,18,1,9,27,7,8,29,140,1,12,Ryan Whitehead,22,Texas-San Antonio,2,10,13,2012,2011
321,7,1,Big 12,17,9,5,24,4,16,40,0,1,18,131,10,21,BillyDee Williams,22,West Virginia,4,4,27,2015,2015
322,2,0,OVC,4,7,7,13,0,11,24,8,10,6,86,0,2,Gerald Williams,22,Tennessee State,3,1,4,2014,2014
323,9,2,Big East,6,7,0,2,7,17,19,1,3,20,92,2,11,Paul Williamson,22,West Virginia,1,2,8,2012,2012
324,4,0,Big Sky,7,8,5,10,3,22,32,3,3,14,88,7,16,Devyn Wilson,22,Portland State,5,9,14,2018,2018
325,19,0,OVC,9,9,7,17,2,6,23,2,9,37,146,5,17,Shawn Wilson,22,Eastern Illinois,6,15,14,2020,2018
326,7,0,Big South,3,8,3,4,5,10,14,1,5,22,56,1,4,Kyle Witek,22,High Point,0,4,4,2008,2007
327,6,1,SEC,6,6,2,9,4,18,27,6,6,22,95,3,9,Brad Woodson,22,Tennessee,3,2,9,2019,2016
328,2,3,Southern,10,10,10,12,0,0,12,2,3,16,54,5,9,Neven Zeravica,22,Citadel,0,4,15,2008,2008
329,2,2,SWAC,15,8,8,13,0,1,14,5,13,14,99,5,9,Aaron Alston,21,Southern,4,8,20,2013,2013
330,2,5,CUSA,13,10,10,25,0,0,25,1,2,23,133,10,30,Jon Andersen,21,Tulane,7,8,23,2010,2009
331,20,0,Big 12,17,7,2,11,5,19,30,2,3,46,210,3,18,Michael Anderson,21,Missouri,8,13,20,2009,2007
332,2,0,ACC,9,7,6,12,1,8,20,6,11,27,132,2,21,John Auslander,21,Maryland,2,8,11,2014,2012
333,5,0,Pac-12,6,7,0,2,7,21,23,0,0,12,75,2,11,Eli Ballstaedt,21,Utah,2,2,8,2020,2020
334,2,0,SWAC,5,8,5,16,3,4,20,2,4,3,72,5,4,Demarkus Barnes,21,Mississippi Valley State,1,4,10,2007,2007
335,0,3,SWAC,11,8,8,25,0,0,25,5,9,12,78,16,16,Shaquille Benson,21,Southern,4,7,27,2018,2018
336,8,0,A-Sun,6,4,0,4,4,15,19,9,10,20,106,5,20,Kevin Boyle,21,Florida Gulf Coast,5,7,11,2014,2014
337,12,3,MAC,18,10,10,17,0,6,23,1,4,42,136,6,8,Tim Carroll,21,Akron,3,8,24,2010,2007
338,6,8,SEC,18,7,7,20,0,0,20,7,10,25,99,5,19,Jared Carter,21,Kentucky,1,13,23,2009,2007
339,5,0,MAAC,4,8,5,10,3,9,19,2,2,8,87,2,6,Brett Chance,21,Canisius,4,7,6,2009,2009
340,4,2,MWC,7,6,0,1,6,16,17,3,4,13,53,2,2,Ed Chang,21,San Diego State,1,5,9,2019,2019
341,8,0,Southland,12,8,6,15,2,9,24,3,3,9,108,9,13,Trevon Charles,21,Sam Houston State,4,4,21,2010,2010
342,2,0,CUSA,2,7,6,7,1,5,12,6,7,11,40,1,6,Tharone Chilton,21,Middle Tennessee,1,3,3,2014,2014
343,0,0,Horizon,14,4,4,10,0,4,14,13,16,23,84,0,14,Hans Christian Lauer,21,Illinois-Chicago,2,2,14,2016,2014
344,4,0,WCC,1,7,1,1,6,22,23,1,2,23,72,1,5,Quinn Clinton,21,Saint Mary's (CA),0,1,2,2020,2019
345,12,4,Big West,15,8,5,18,3,10,28,2,4,26,163,13,19,Chuck Coley,21,Pacific,4,13,28,2011,2011
346,6,0,ACC,8,8,5,9,3,17,26,2,2,23,80,1,6,Derek Craig,21,Georgia Tech,4,8,9,2012,2009
347,8,1,SEC,9,7,0,0,7,19,19,0,1,20,92,2,5,Preston Cranford,21,Arkansas,1,2,11,2007,2007
348,4,0,Big Sky,9,6,5,13,1,14,27,8,10,26,138,5,23,Tate de Laveaga,21,Northern Arizona,2,9,14,2015,2015
349,3,1,A-10,9,9,9,14,0,0,14,3,6,31,96,8,12,Chris Downing,21,Fordham,3,3,17,2019,2016
350,5,1,Big South,7,8,7,13,1,7,20,4,10,28,71,1,10,Tre Duncan,21,High Point,3,8,8,2015,2012
351,3,0,SEC,3,6,3,9,3,8,17,6,6,8,74,3,4,Kendall Durant,21,Alabama,1,7,6,2011,2011
352,3,1,Big South,2,8,6,9,2,3,12,3,4,7,26,1,1,Zach Durkee,21,Charleston Southern,1,1,3,2017,2016
353,3,1,Total,5,8,3,6,5,18,24,0,0,25,82,1,13,Grant Ellis,21,Total,0,4,6,2016,2014
354,1,3,Sun Belt,12,7,7,11,0,0,11,7,16,23,61,3,12,Austin Evans,21,Texas State,0,4,15,2016,2015
355,2,2,MWC,7,7,6,14,1,2,16,6,8,15,81,15,27,Ben Fakira,21,Utah State,1,7,22,2019,2019
356,5,0,A-Sun,4,6,4,5,2,4,9,7,8,8,42,1,4,Rendijs Feikners,21,Florida Gulf Coast,1,2,5,2017,2017
357,3,6,Total,14,10,9,12,1,10,22,0,2,34,166,4,19,Danny Feldmann,21,Total,3,9,18,2014,2011
358,2,1,CUSA,9,6,0,6,6,17,23,3,7,19,58,1,5,Noah Fischer,21,Marshall,0,2,10,2011,2010
359,4,0,NEC,2,7,5,10,2,5,15,5,10,21,48,3,5,Jordan Forehand,21,Saint Francis (PA),2,3,5,2019,2017
360,3,0,Big East,10,5,3,13,2,3,16,9,15,40,85,7,9,Robert Frozena,21,Marquette,3,5,17,2011,2008
361,2,0,MVC,7,7,6,24,1,1,25,6,12,31,84,12,10,Trevor Gregory,21,Evansville,6,8,19,2010,2007
362,2,0,SEC,1,6,5,16,1,6,22,8,12,12,42,4,6,Brian Halums,21,Mississippi,0,1,5,2019,2019
363,5,0,SWAC,3,7,2,3,5,20,23,2,4,25,171,1,7,Isaiah Haralson,21,Arkansas-Pine Bluff,2,10,4,2020,2020
364,2,0,MEAC,4,8,7,9,1,5,14,4,8,14,42,2,9,Danny Harris,21,Bethune-Cookman,1,11,6,2020,2017
365,4,1,WAC,11,7,5,19,2,7,26,5,12,21,129,4,15,O.J. Harrison,21,Utah State,8,8,15,2007,2007
366,9,1,Southland,6,5,5,13,0,3,16,11,15,14,95,2,11,Kelvin Henry Jr.,21,McNeese State,5,8,8,2018,2018
367,2,2,MEAC,9,7,4,13,3,14,27,4,7,15,101,8,5,Phillip Henry,21,South Carolina State,4,2,17,2013,2013
368,0,4,MAC,11,6,6,14,0,0,14,9,15,18,87,5,16,Dan Hess,21,Western Michigan,3,7,16,2008,2007
369,1,0,SEC,7,8,7,9,1,5,14,4,6,7,83,7,9,Jacquiese Holcombe,21,Mississippi State,2,10,14,2009,2009
370,11,5,OVC,32,6,3,14,3,14,28,6,15,30,318,4,62,Jason Holiday,21,Murray State,11,16,36,2020,2020
371,11,0,Total,4,7,3,7,4,16,23,3,6,33,103,2,17,Danny Hummer,21,Total,9,11,6,2020,2016
372,0,2,Big West,17,9,9,15,0,0,15,3,6,11,76,9,17,Tyler Jackson,21,UC-Santa Barbara,2,8,26,2017,2017
373,3,0,Ivy,10,7,7,14,0,1,15,7,13,10,43,8,7,Ed Jarvis,21,Yale,1,2,18,2020,2020
374,3,6,Pac-12,18,7,7,12,0,0,12,7,10,24,86,7,20,Jakub Jokl,21,Utah,0,6,25,2018,2017
375,37,1,CUSA,9,6,3,5,3,10,15,6,10,25,286,3,20,Charlie Jones,21,Houston,11,15,12,2007,2007
376,3,3,Sun Belt,8,10,10,21,0,0,21,1,8,30,93,10,15,Josh Jones,21,Middle Tennessee,3,5,18,2010,2009
377,6,0,Pac-12,5,8,7,17,1,8,25,4,6,9,61,2,6,Kenny Jones,21,UCLA,3,5,7,2012,2012
378,4,3,Big East,4,8,7,20,1,4,24,4,5,11,68,4,6,Mike Jones,21,Syracuse,2,3,8,2007,2007
379,2,0,CUSA,3,8,4,12,4,12,24,1,2,24,69,3,11,Mike Jones,21,Alabama-Birmingham,1,9,6,2011,2009
380,1,2,Ivy,9,8,8,22,0,0,22,5,9,11,65,6,7,Stefan Kaluz,21,Brown,2,1,15,2010,2009
381,2,4,WCC,19,9,9,15,0,0,15,3,11,20,128,15,28,Bronson Kaufusi,21,Brigham Young,5,4,34,2013,2013
382,10,0,SEC,17,5,0,4,5,19,23,6,17,49,188,2,25,Patrick Keim,21,Auburn,4,16,19,2018,2015
383,0,3,Big South,8,10,10,13,0,1,14,1,1,20,47,4,12,Tyler Kleckner,21,Radford,0,1,12,2008,2007
384,4,0,Big South,5,6,1,2,5,14,16,4,4,16,38,2,3,Tim Layer,21,Liberty,1,5,7,2008,2008
385,2,2,A-10,14,10,10,21,0,1,22,1,2,21,60,6,8,Mike Layssard,21,Rhode Island,0,4,20,2018,2017
386,8,3,Big 12,27,8,7,16,1,7,23,4,9,45,190,3,30,Cameron Lee,21,Iowa State,11,5,30,2009,2008
387,4,2,Big Ten,12,8,8,13,0,3,16,5,8,45,116,4,15,Sean Lonergan,21,Michigan,1,6,16,2017,2014
388,1,2,CUSA,28,5,5,12,0,0,12,11,17,32,153,6,41,Myles Luttman,21,Southern Methodist,1,16,34,2011,2010
389,2,27,Big East,23,8,8,19,0,0,19,5,11,45,203,11,46,Jonathan Mandeldove,21,Connecticut,2,14,34,2009,2007
390,2,7,NEC,15,6,6,17,0,2,19,9,14,38,105,7,7,Donyell Marshall Jr.,21,Central Connecticut State,2,6,22,2020,2017
391,0,0,OVC,9,8,8,16,0,0,16,5,6,15,65,9,10,Jamel Marshall,21,Morehead State,0,5,18,2010,2010
392,5,4,A-Sun,13,5,5,17,0,8,25,11,12,23,131,12,14,A.J. Martin,21,Mercer,5,18,25,2007,2007
393,3,4,OVC,10,7,5,7,2,8,15,5,7,6,62,2,9,Deyshawn Martin,21,Austin Peay,4,6,12,2018,2018
394,2,8,CUSA,20,8,8,16,0,0,16,5,10,26,138,12,13,TJ Massenburg,21,Middle Tennessee,1,7,32,2019,2019
395,13,0,MAC,15,7,3,12,4,11,23,3,5,39,235,6,21,A.J. Mathew,21,Toledo,13,6,21,2013,2012
396,2,8,MAC,16,7,7,16,0,0,16,7,20,28,203,20,34,Dwight McCombs,21,Miami (OH),5,14,36,2008,2008
397,11,0,CUSA,12,6,6,12,0,0,12,9,17,40,105,7,10,Chance McGrady,21,Memphis,1,6,19,2009,2007
398,2,3,Total,11,9,9,16,0,0,16,3,4,36,76,8,6,Collin McManus,21,Total,0,3,19,2020,2016
399,6,2,Big Sky,15,6,6,19,0,0,19,9,23,23,175,14,42,Rashano McRae,21,Eastern Washington,5,11,29,2011,2011
400,1,0,CAA,11,9,8,13,1,3,16,2,2,8,45,6,7,Jermaine Miranda,21,Hofstra,6,6,17,2020,2020
401,17,8,OVC,27,8,8,24,0,2,26,5,11,14,204,8,18,Damarri Moore,21,Tennessee State,7,24,35,2019,2019
402,4,0,SWAC,2,9,6,7,3,7,14,0,0,7,42,5,6,Jaime Morgan,21,Prairie View,2,1,7,2009,2009
403,2,0,MWC,2,8,5,7,3,10,17,2,4,21,49,0,4,Josh Morgan,21,Colorado State,2,4,2,2014,2013
404,2,2,Sun Belt,9,9,9,20,0,3,23,3,4,18,53,2,5,David Murray,21,Middle Tennessee,2,2,11,2010,2010
405,4,0,WCC,3,8,4,7,4,12,19,1,2,11,48,1,5,Greg Nelson,21,San Diego,2,6,4,2007,2007
406,9,0,A-Sun,8,6,4,6,2,23,29,7,16,35,135,6,25,David O'Shaughnessey,21,Mercer,5,8,14,2011,2010
407,1,3,NEC,9,9,9,19,0,0,19,3,4,15,71,5,7,Ola Olamuyiwa,21,Central Connecticut State,3,5,14,2020,2020
408,7,1,Big West,5,5,3,8,2,13,21,9,13,14,111,2,10,Clayton Osborn,21,Cal Poly,2,9,7,2007,2007
409,2,0,Big South,13,8,8,21,0,0,21,5,14,29,82,17,11,Stephen Osu,21,Presbyterian,1,6,30,2018,2015
410,10,14,CUSA,16,9,9,19,0,0,19,3,10,20,131,12,28,Grant Pelchen,21,Florida Atlantic,2,2,28,2014,2014
411,7,4,ACC,19,10,10,26,0,0,26,1,8,33,125,11,15,Karolis Petrukonis,21,Clemson,3,17,30,2010,2007
412,0,0,MEAC,6,7,3,7,4,16,23,3,5,11,62,3,2,Randell Pickett,21,Maryland-Eastern Shore,2,0,9,2017,2017
413,11,1,Pac-10,23,6,3,9,3,12,21,6,11,29,242,15,43,Alex Pribble,21,University of California,8,8,38,2007,2007
414,6,2,A-Sun,2,7,3,8,4,8,16,3,3,11,72,0,5,Josh Price,21,Liberty,0,4,2,2020,2020
415,3,0,Big West,2,7,2,7,5,15,22,2,3,23,54,2,11,Nick Quick,21,UC-Santa Barbara,2,4,4,2009,2008
416,1,3,MEAC,10,7,7,12,0,3,15,7,23,39,104,12,15,Jonathan Robinson,21,Hampton,9,10,22,2008,2007
417,1,0,Southland,6,6,0,1,6,18,19,3,4,20,79,0,4,Jason Rogers,21,Stephen F. Austin,2,1,6,2008,2008
418,2,9,Total,25,7,7,13,0,0,13,7,18,24,148,15,23,Obi Romeo,21,Total,3,4,40,2017,2015
419,6,0,SWAC,7,8,5,12,3,7,19,2,2,16,132,3,17,John Sanders,21,Mississippi Valley State,3,8,10,2016,2016
420,0,0,Ivy,9,9,9,18,0,0,18,3,6,11,82,8,17,Skylar Scrivano,21,Columbia,0,8,17,2013,2013
421,5,2,Total,3,7,7,25,0,7,32,7,10,47,102,0,22,Martin Shaw,21,Old Dominion,2,8,3,2016,2013
