,NBA_age,NBA_ast_per_g,NBA_blk_per_g,NBA_drb_per_g,NBA_efg_pct,NBA_fg2_pct,NBA_fg2_per_g,NBA_fg2a_per_g,NBA_fg3_pct,NBA_fg3_per_g,NBA_fg3a_per_g,NBA_fg_pct,NBA_fg_per_g,NBA_fga_per_g,NBA_first_team,NBA_ft_pct,NBA_ft_per_g,NBA_fta_per_g,NBA_g,NBA_gs,NBA_lg_id,NBA_mp_per_g,NBA_orb_per_g,NBA_pf_per_g,NBA_pos,NBA_pts_per_g,NBA_stl_per_g,NBA_team_id,NBA_tov_per_g,NBA_trb_per_g,ast,blk,conf_abbr,drb,fg,fg2,fg2a,fg3,fg3a,fga,ft,fta,g,mp,orb,pf,player,pts,school_name,stl,tov,trb,year_max,year_min
413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,24,NEC,223,99,58,137,41,122,259,94,127,104,1693,104,246,Julius Van Sauers,333,Long Island University,34,95,327,2019,2016
414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,18,Sun Belt,132,128,99,189,29,81,270,48,68,29,991,34,79,Mylik Wilson,333,Louisiana,68,82,166,2020,2020
415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,4,MVC,100,106,43,89,63,160,249,57,62,31,1072,15,60,Kyle Anslinger,332,Evansville,18,33,115,2007,2007
416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109,18,A-10,134,113,38,70,75,243,313,31,53,82,1588,71,169,Tyler Benson,332,St. Bonaventure,49,63,205,2009,2007
417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184,2,NEC,102,101,22,70,79,218,288,51,75,58,1454,24,117,Casey Cosgrove,332,Quinnipiac,51,115,126,2008,2007
418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,49,MWC,156,113,105,210,8,32,242,98,149,61,1137,85,140,Alexis Dargenton,332,Utah State,23,77,241,2018,2017
419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,6,Sun Belt,92,105,29,71,76,202,273,46,58,33,1087,30,82,Michael Dominguez,332,Florida International,39,61,122,2009,2009
420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,2,AEC,107,120,62,147,58,197,344,34,48,39,737,39,95,Ilker Er,332,Maine,12,30,146,2018,2017
421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,5,Total,89,116,60,153,56,180,333,44,64,79,1265,20,83,Elias Harden,332,Total,23,69,109,2020,2018
422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,43,Total,157,118,117,276,1,19,295,95,129,74,1112,116,90,Justin Harris,332,Quinnipiac,12,63,273,2015,2012
423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198,4,NEC,107,121,110,244,11,33,277,79,114,31,1121,39,86,Juvaris Hayes,332,Merrimack,121,104,146,2020,2020
424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,21,Big Sky,133,99,79,180,20,75,255,114,153,35,843,62,95,Jefferson Mason,332,Northern Colorado,40,70,195,2009,2008
425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,412,3,Total,224,107,90,208,17,74,282,101,157,124,2579,43,257,Petey McClain,332,East Tennessee State,118,187,267,2016,2013
426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,25,Big 12,136,136,136,239,0,2,241,60,83,63,788,88,89,David McCormack,332,Kansas,20,59,224,2020,2019
427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,2,Total,56,109,46,103,63,149,252,51,70,45,829,19,104,Xavier Roberson,332,Total,34,58,75,2013,2010
428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117,19,WAC,176,92,66,123,26,83,206,122,168,71,1306,50,168,Hayden Schenck,332,Utah Valley,67,94,226,2019,2016
429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,62,Sun Belt,120,135,129,215,6,34,249,56,101,30,887,76,80,Sammy Sharp,332,Troy,53,41,196,2007,2007
430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185,5,Southern,113,86,42,113,44,141,254,116,165,60,1293,12,155,Keyron Sheard,332,Chattanooga,81,128,125,2009,2008
431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,72,Total,187,151,151,271,0,0,271,30,99,125,1550,153,251,Joe Thomas,332,Total,36,70,340,2015,2012
432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,12,Total,90,111,70,170,41,141,311,69,92,83,920,13,71,Adam Thoseby,332,Total,16,56,103,2015,2012
433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,6,Patriot,107,122,77,174,45,167,341,43,64,72,1408,11,111,James Washington,332,American,43,79,118,2018,2016
434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,14,Southland,80,125,87,152,38,145,297,44,69,60,940,30,86,Ta'Jon Welcome,332,Northwestern State,26,54,110,2016,2015
435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,5,Total,136,108,61,138,47,144,282,68,87,64,1239,40,102,Danny Berger,331,Utah State,21,60,176,2014,2012
436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,52,A-10,157,112,53,117,59,161,278,48,83,89,1119,94,187,Luke Bonner,331,Massachusetts,17,41,251,2009,2007
437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,14,Horizon,129,134,101,177,33,95,272,30,54,87,1126,72,105,Ahman Fells,331,Illinois-Chicago,47,42,201,2015,2012
438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,7,MAC,77,117,59,131,58,182,313,39,63,62,1332,44,105,Caleb Fields,331,Bowling Green State,42,37,121,2020,2019
439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,27,Pac-10,123,120,117,216,3,13,229,88,115,67,1071,124,141,Taj Finger,331,Stanford,27,54,247,2008,2007
440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,1,Mid-Cont,60,105,71,149,34,105,254,87,116,30,942,27,56,Sammy Hunter,331,Western Illinois,29,57,87,2007,2007
441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,16,Total,164,118,70,153,48,144,297,47,63,79,1062,55,153,Japhet Kadji,331,Total,30,53,219,2018,2015
442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,2,Southland,89,119,94,181,25,91,272,68,96,53,801,26,73,Jacob Ledoux,331,McNeese State,42,79,115,2018,2017
443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,3,Southland,54,107,29,69,78,221,290,39,65,55,967,12,58,Todd Nelson,331,Southeastern Louisiana,20,52,66,2013,2012
444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,22,MAAC,178,122,92,216,30,100,316,57,89,60,1138,94,141,Marty O'Sullivan,331,Fairfield,23,76,272,2008,2007
445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,5,Big East,112,110,46,122,64,169,291,47,69,62,1262,33,123,Aaron Simpson,331,DePaul,35,65,145,2016,2015
446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,13,WCC,154,123,123,258,0,0,258,85,146,131,1516,101,302,Luke Worthington,331,Brigham Young,38,61,255,2019,2014
447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,9,Big West,101,110,74,183,36,119,302,74,95,64,1181,39,148,Raymond Cody,330,Cal State Northridge,54,76,140,2011,2010
448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,16,Big 12,145,136,135,296,1,12,308,57,78,60,1026,82,148,Darko Cohadarevic,330,Texas Tech,14,81,227,2010,2009
449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,0,Southern,65,114,30,73,84,221,294,18,25,33,988,13,57,Kamdyn Curfman,330,Virginia Military Institute,26,40,78,2020,2020
450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,14,A-10,139,126,96,189,30,101,290,48,80,121,1128,44,110,Josh Duinker,330,Richmond,22,66,183,2012,2009
451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,18,Southland,169,126,126,284,0,3,287,78,130,59,868,105,157,Ty Gough,330,Texas State,17,88,274,2009,2008
452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,38,Horizon,120,121,120,253,1,6,259,87,202,51,950,83,111,Demetrius Harris,330,Milwaukee,36,90,203,2013,2012
453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,9,Sun Belt,113,124,89,186,35,116,302,47,52,30,852,70,74,Cedric Jackson,330,Troy,13,46,183,2007,2007
454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,34,WAC,145,128,90,182,38,112,294,36,61,58,1356,73,118,Clyde Johnson,330,Idaho,40,62,218,2008,2007
455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143,1,MAC,69,102,35,78,67,169,247,59,90,33,1056,10,68,Dru Joyce,330,Akron,31,72,79,2007,2007
456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,80,WCC,184,119,119,203,0,0,203,92,156,86,1225,125,233,Corbin Kaufusi,330,Brigham Young,26,80,309,2017,2015
457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,81,Big Sky,247,111,48,112,63,195,307,45,68,95,1444,85,154,Ivan Madunic,330,Southern Utah,27,65,332,2019,2017
458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,31,Ivy,137,127,127,247,0,0,247,76,133,70,1048,97,123,Jason Miller,330,Columbia,27,76,234,2009,2007
459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,20,NEC,108,117,69,136,48,110,246,48,58,30,838,39,83,Noah Morgan,330,Fairleigh Dickinson,24,61,147,2018,2018
460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,17,OVC,114,118,85,176,33,105,281,61,82,67,1185,93,96,Steve Peterson,330,Morehead State,46,72,207,2010,2009
461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107,0,Total,80,110,33,81,77,182,263,33,50,94,1300,6,114,Justin Roberts,330,Total,34,53,86,2020,2017
462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141,7,MVC,108,103,20,67,83,235,302,41,64,105,1936,19,162,Alex Rubin,330,Illinois State,74,64,127,2011,2008
463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,8,MAC,64,114,63,146,51,131,277,51,74,82,1084,46,75,Josh Sewell,330,Miami (OH),24,72,110,2013,2011
464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,11,Big South,80,115,51,138,64,189,327,36,67,52,934,16,94,Gorkem Sonmez,330,Radford,27,82,96,2011,2010
465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,12,Big South,96,118,73,145,45,120,265,49,71,100,966,55,150,Ezra Talbert,330,Liberty,15,45,151,2018,2015
466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,6,Southern,95,108,25,55,83,205,260,31,41,51,911,23,122,Colby Wohlleb,330,Georgia Southern,20,38,118,2010,2009
467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,71,SWAC,249,134,134,233,0,2,235,61,81,92,1299,110,152,Justin Banks,329,Alabama A&M,13,75,359,2014,2011
468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206,11,Big 12,176,123,73,177,50,158,335,33,46,65,1851,30,117,Jamal Bieniemy,329,Oklahoma,81,91,206,2020,2019
469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,2,OVC,59,118,50,95,68,151,246,25,36,60,700,11,52,Kashawn Charles,329,Eastern Illinois,29,30,70,2020,2019
470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,36,MVC,114,132,100,180,32,112,292,33,51,35,1004,48,65,Donovan Clay,329,Valparaiso,21,40,162,2020,2020
471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,50,MAAC,123,112,108,226,4,16,242,101,155,66,1186,139,142,Roberto Colonette,329,Manhattan,45,79,262,2013,2012
472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108,3,Southland,139,119,93,183,26,62,245,65,93,51,1094,46,90,Ty Dalton,329,Houston Baptist,38,85,185,2020,2019
473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,0,Southland,31,112,65,123,47,144,267,58,75,53,678,9,79,Tre Gray,329,Texas A&M-Corpus Christi,23,72,40,2019,2018
474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,3,Big East,150,106,61,131,45,106,237,72,91,34,992,30,94,Joey Hauser,329,Marquette,12,70,180,2019,2019
475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,1,SWAC,64,114,66,154,48,150,304,53,67,30,895,19,51,Garrett Hicks,329,Alabama A&M,30,38,83,2020,2020
476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179,3,MVC,114,99,68,145,31,98,243,100,128,31,1077,8,78,Brooks McKowen,329,Northern Iowa,34,97,122,2007,2007
477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,12,Horizon,94,115,63,131,52,170,301,47,62,31,932,36,40,Raheem Moss,329,Cleveland State,31,50,130,2007,2007
478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,52,Total,201,112,111,254,1,7,261,104,167,94,1540,107,191,Odera Nweke,329,NJIT,48,92,308,2015,2012
479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,4,Summit,107,105,95,186,10,37,223,109,159,59,888,61,84,Taevaunn Prince,329,South Dakota State,25,60,168,2013,2012
480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,9,Total,97,115,54,90,61,186,276,38,40,56,1054,19,95,James Reese,329,Total,38,43,116,2020,2018
481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,78,ACC,260,131,131,210,0,0,210,67,139,91,1434,155,270,Bourama Sidibe,329,Syracuse,65,66,415,2020,2018
482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,8,MEAC,154,90,81,208,9,39,247,139,192,109,1561,57,150,Kofi Andoh,328,Howard,51,94,211,2017,2014
483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,45,CAA,245,125,125,226,0,4,230,78,126,104,1578,122,203,Mohamed Bah,328,Drexel,28,61,367,2017,2014
484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,10,Sun Belt,104,99,78,181,21,63,244,109,130,64,964,49,124,Cameron Bell,328,Florida International,47,77,153,2013,2011
485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,1,Sun Belt,74,119,46,103,73,188,291,17,27,68,1091,11,53,Tyler Blount,328,Texas State,15,32,85,2018,2017
486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,17,Summit,201,118,118,199,0,0,199,92,123,50,1082,98,135,John Clifford,328,Southern Utah,26,67,299,2009,2008
487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,43,Big South,309,130,130,244,0,0,244,68,132,68,1437,158,141,JR Coronado,328,Liberty,20,66,467,2014,2013
488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,9,SWAC,133,95,79,179,16,49,228,122,185,42,909,79,120,Earnest Jones,328,Southern,20,71,212,2010,2008
489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322,3,Big South,107,119,112,212,7,50,262,83,134,104,1995,59,185,Adam Lonon,328,Virginia Military Institute,147,213,166,2010,2007
490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109,8,Southland,122,120,100,229,20,62,291,68,124,67,1251,52,97,Matthew Mondesir,328,Central Arkansas,40,71,174,2019,2018
491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,72,Patriot,203,133,133,214,0,1,215,62,93,88,1715,136,215,Jordan Nichols,328,American,44,89,339,2009,2007
492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,37,WAC,167,130,91,177,39,125,302,29,65,86,1385,94,103,Jalyn Pennie,328,New Mexico State,19,78,261,2017,2015
493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,9,Patriot,126,121,55,125,66,191,316,20,29,60,1264,15,85,Tyrone Perry,328,Lafayette,34,64,141,2020,2019
494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,47,Total,206,134,134,283,0,0,283,60,95,108,1431,137,225,Rio Pitt,328,Total,45,95,343,2011,2007
495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,66,Horizon,179,93,93,178,0,3,181,142,192,69,1039,141,165,Clint Robinson,328,Illinois-Chicago,17,65,320,2018,2017
496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121,1,OVC,129,102,72,112,30,95,207,94,122,32,1183,21,62,Jerry Smith,328,Samford,34,77,150,2007,2007
497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,9,Big Ten,170,101,58,128,43,123,251,83,95,131,1479,80,169,Austin Thornton,328,Michigan State,35,67,250,2012,2009
498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,13,A-10,138,121,95,160,26,74,234,60,82,75,1103,105,146,Steve Weingarten,328,La Salle,34,56,243,2011,2009
499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,49,Total,200,101,93,174,8,31,205,117,158,100,1131,92,146,Akoy Agau,327,Total,16,100,292,2019,2014
500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,11,Big South,107,105,68,149,37,161,310,80,107,99,1073,30,144,Isaac Belton,327,Longwood,37,61,137,2017,2014
501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,34,Total,170,130,130,247,0,2,249,67,126,90,1018,113,129,Tanveer Bhullar,327,Total,11,68,283,2018,2015
502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,17,A-10,114,112,58,123,54,139,262,49,68,57,1152,25,97,Danny Brown,327,Saint Louis,22,67,139,2008,2007
503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,20,WCC,129,126,92,211,34,97,308,41,57,55,1057,46,117,Jonathan Dupre',327,Pepperdine,15,52,175,2011,2010
504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,14,MVC,119,109,25,55,84,209,264,25,46,120,1489,29,107,Lucas Eitel,327,Indiana State,40,54,148,2014,2011
505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170,8,Total,91,104,81,192,23,72,264,96,138,48,1297,6,84,Michael Gerrity,327,Total,34,83,97,2010,2008
506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,67,Big West,245,110,110,238,0,2,240,107,179,124,1529,155,266,Zach Gordon,327,Cal Poly,38,74,400,2017,2013
507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,1,ACC,57,119,89,214,30,95,309,59,78,32,876,18,75,Anthony Harris,327,Miami (FL),15,84,75,2007,2007
508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,3,Big South,50,111,69,149,42,136,285,63,83,32,944,10,61,Darian Hooker,327,Campbell,42,57,60,2013,2013
509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,23,Ivy,158,118,77,150,41,117,267,50,67,48,751,52,79,Adrease Jackson,327,Dartmouth,14,46,210,2019,2018
510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143,10,AEC,90,119,66,174,53,158,332,36,59,54,1221,23,89,Elijah Jordan,327,New Hampshire,15,86,113,2019,2018
511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,50,MAC,183,126,126,270,0,4,274,75,148,80,1317,107,206,Mouhamed Lo,327,Toledo,21,96,290,2010,2008
512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,2,Big South,68,101,78,214,23,78,292,102,154,62,1067,19,109,Xavier Martin,327,High Point,27,105,87,2012,2011
513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,50,Ivy,169,119,119,236,0,0,236,89,143,99,1276,101,165,Paul Nelson,327,Yale,6,63,270,2010,2007
514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157,6,NEC,164,114,111,246,3,12,258,96,175,120,1705,62,217,Khalid Nwandu,327,Mount St. Mary's,86,151,226,2017,2014
515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,9,CAA,146,120,118,260,2,15,275,85,122,64,1461,95,138,Randy Oveneke,327,Drexel,34,75,241,2008,2007
516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,23,CUSA,143,143,140,285,3,26,311,38,68,73,1249,75,106,Aleks Perka,327,Rice,9,71,218,2009,2007
517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,67,Big East,272,120,120,179,0,0,179,87,138,119,1634,126,181,Darryl Reynolds,327,Villanova,36,79,398,2017,2014
518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,65,OVC,232,136,136,232,0,0,232,55,116,116,2183,134,254,Brion Sanchious,327,Murray State,49,93,366,2019,2016
519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,3,Big South,175,105,80,169,25,82,251,92,126,124,2367,14,228,Christian Turner,327,Gardner-Webb,107,129,189,2020,2017
520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,67,SWAC,239,131,131,194,0,3,197,65,116,54,1438,126,134,JD Wallace,327,Prairie View,44,42,365,2018,2017
521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,2,MEAC,64,108,71,166,37,133,299,74,107,30,998,13,57,Percy Woods,327,Maryland-Eastern Shore,50,100,77,2012,2012
522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,44,Southern,215,124,124,193,0,1,194,78,136,68,1370,137,144,Keve Aluma,326,Wofford,29,56,352,2019,2018
523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,23,MWC,165,112,88,158,24,67,225,78,108,65,1540,17,108,A.J. Banks,326,Wyoming,52,103,182,2020,2019
524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,39,Total,117,126,118,205,8,39,244,66,127,59,1059,64,121,Oumar Barry,326,Total,17,71,181,2019,2016
525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,4,OVC,141,111,48,77,63,237,314,41,51,120,1784,43,132,Michael Benkert,326,Belmont,36,59,184,2020,2016
526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,7,A-10,89,122,69,122,53,169,291,29,45,32,951,48,76,Cameron Brown,326,Saint Joseph's,25,51,137,2020,2020
527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,97,SWAC,181,136,135,218,1,5,223,53,139,65,1029,86,173,Travon Bunch,326,Grambling,17,111,267,2020,2019
528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,38,Summit,144,128,128,276,0,0,276,70,121,53,924,61,138,Jalen Chapman,326,Western Illinois,48,74,205,2016,2015
529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,15,SEC,135,125,107,200,18,55,255,58,85,26,688,46,79,Josh Dollard,326,Auburn,31,64,181,2007,2007
530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,2,Southern,72,110,29,72,81,225,297,25,34,81,1053,10,66,Matt Estep,326,Wofford,24,53,82,2009,2007
531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,13,CUSA,170,95,10,28,85,232,260,51,69,122,2066,18,253,Jake Flaggert,326,Texas-El Paso,23,50,188,2018,2014
532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,60,SEC,159,106,83,160,23,70,230,91,143,68,1439,118,164,Justas Furmanavicius,326,Mississippi,41,51,277,2018,2017
533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,15,Total,133,114,113,238,1,9,247,97,165,54,1141,123,93,Larry Gurganious,326,Total,40,101,256,2010,2008
534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,3,OVC,97,118,83,167,35,90,257,55,73,32,695,28,59,Ben Harvey,326,Eastern Illinois,17,63,125,2019,2019
535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,63,AEC,205,124,97,184,27,109,293,51,88,59,1710,80,185,Devarick Houston,326,Maryland-Baltimore County,93,114,285,2015,2014
536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258,2,MVC,130,101,77,224,24,87,311,100,147,120,2238,20,202,Karl Madison,326,Drake,65,170,150,2016,2012
537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,9,Sun Belt,117,121,97,196,24,76,272,60,81,48,1038,68,111,Lekheythan Malone,326,Little Rock,31,76,185,2008,2007
538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,59,MAC,187,136,136,224,0,1,225,54,97,66,1131,96,135,Justin Manns,326,Kent State,24,44,283,2012,2011
539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,6,Horizon,172,94,54,132,40,119,251,98,118,51,1293,60,97,Marquis Moore,326,Detroit Mercy,36,56,232,2020,2019
540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,55,SEC,174,104,64,128,40,110,238,78,104,33,808,50,97,Jontay Porter,326,Missouri,28,63,224,2018,2018
541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,17,Big East,211,113,92,185,21,64,249,79,97,31,1013,79,70,Jeremiah Robinson-Earl,326,Villanova,35,68,290,2020,2020
542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,49,Big South,106,139,135,248,4,14,262,44,87,63,1076,110,73,Caden Sanchez,326,High Point,19,73,216,2020,2019
543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,31,AEC,141,116,62,119,54,166,285,40,56,28,1077,66,65,George Tinsley,326,Binghamton,30,48,207,2020,2020
544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128,1,CUSA,104,110,79,207,31,116,323,75,111,55,1200,15,84,Keith Washington,326,Rice,35,125,119,2014,2013
545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,0,Pac-10,51,132,95,174,37,98,272,25,31,33,1022,20,30,Omar Wilkes,326,University of California,25,33,71,2007,2007
546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,14,MAC,153,122,122,289,0,3,292,81,153,106,1352,122,178,Matt Balkema,325,Eastern Michigan,28,77,275,2013,2010
547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,4,Southland,85,100,49,120,51,163,283,74,99,55,1056,31,77,Shamar Coombs,325,Texas A&M-Corpus Christi,24,114,116,2010,2009
548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,53,Sun Belt,159,126,125,277,1,6,283,72,110,99,1419,69,221,Kelvin Downs,325,Arkansas State,21,106,228,2016,2013
549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119,1,Big West,50,117,80,194,37,114,308,54,79,33,976,14,49,Amaurys Fermin,325,Cal Poly,22,75,64,2012,2012
550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,5,MAC,100,103,16,45,87,214,259,32,37,96,1210,23,77,Matt Fox,325,Bowling Green State,26,30,123,2018,2015
551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,23,Big South,128,103,100,187,3,16,203,116,167,62,1207,96,207,Spencer Franklin,325,Longwood,26,74,224,2019,2018
552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,39,Total,196,137,123,191,14,44,235,37,62,97,1080,61,114,Collin Goss,325,Total,12,59,257,2020,2016
553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,6,Big Sky,108,105,56,113,49,143,256,66,81,55,1135,29,94,Heath Hoffman,325,Sacramento State,31,56,137,2012,2011
554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,8,Ivy,112,131,115,190,16,59,249,47,76,81,1024,73,98,Brian Kreefer,325,Cornell,20,67,185,2009,2007
