,ast,blk,conf_abbr,drb,fg,fg2,fg2a,fg3,fg3a,fga,ft,fta,g,mp,orb,pf,player,pts,school_name,stl,tov,trb,year_max,year_min,NBA_age,NBA_ast_per_g,NBA_blk_per_g,NBA_drb_per_g,NBA_efg_pct,NBA_fg2_pct,NBA_fg2_per_g,NBA_fg2a_per_g,NBA_fg3_pct,NBA_fg3_per_g,NBA_fg3a_per_g,NBA_fg_pct,NBA_fg_per_g,NBA_fga_per_g,NBA_first_team,NBA_ft_pct,NBA_ft_per_g,NBA_fta_per_g,NBA_g,NBA_gs,NBA_lg_id,NBA_mp_per_g,NBA_orb_per_g,NBA_pf_per_g,NBA_pos,NBA_pts_per_g,NBA_stl_per_g,NBA_team_id,NBA_tov_per_g,NBA_trb_per_g
12,70,40,CAA,116,169,89,203,80,214,417,57,74,60,1537,30,113,Ahmad Grant,475,North Carolina-Wilmington,21,78,146,2011,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,33,13,Big Sky,220,193,188,303,5,34,337,84,150,60,1187,115,159,Brandon Hollins,475,Portland State,54,61,335,2018,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,195,3,WCC,93,161,66,110,95,301,411,58,68,67,1433,16,105,Carlin Hughes,475,Saint Mary's (CA),68,99,109,2009,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,33,1,WCC,53,151,46,76,105,259,335,68,74,53,1126,8,116,Alec Kobre,475,Pacific,12,36,61,2016,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,168,13,Southern,227,155,48,138,107,302,440,58,92,89,2471,43,193,Connor Miller,475,Samford,60,122,270,2014,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,56,31,Big Sky,174,184,183,352,1,8,360,106,148,37,1119,78,106,Aaron Moore,475,Portland State,25,75,252,2014,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,28,51,CAA,273,175,175,382,0,3,385,125,187,92,1700,162,220,Evan Neisler,475,Drexel,32,138,435,2010,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,94,56,CAA,158,165,59,120,106,252,372,39,53,92,1491,37,196,Paul Rowley,475,William & Mary,35,71,195,2019,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,8,25,WAC,171,173,173,312,0,2,314,129,194,58,1074,119,165,Deionte Simmons,475,Chicago State,36,74,290,2018,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,212,4,Big South,137,152,69,172,83,238,410,88,114,80,1911,14,142,Mario Sisinni,475,Coastal Carolina,47,134,151,2009,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,33,20,Big West,231,188,188,372,0,2,374,99,147,64,1217,145,203,Will Taylor,475,Cal Poly,50,76,376,2012,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,83,6,Total,64,170,82,193,88,252,445,46,59,65,1445,27,94,Bryant Allen,474,Total,46,59,91,2013,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,75,2,Big Sky,60,159,149,275,10,39,314,146,178,30,796,27,86,Tyrone Bazy,474,Northern Arizona,33,86,87,2007,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,36,73,ACC,332,174,173,325,1,2,327,125,203,127,1854,264,303,Sidy Djitte,474,Clemson,60,105,596,2017,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,81,28,Big West,308,170,169,334,1,7,341,133,206,69,1696,140,196,Will Donahue,474,Cal Poly,35,110,448,2012,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,56,17,Southland,143,157,107,299,50,179,478,110,156,108,1784,71,123,Adrian Fields,474,McNeese State,47,96,214,2014,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,67,47,Sun Belt,255,175,175,306,0,0,306,124,197,99,1765,164,179,DeMondre Harvey,474,Louisiana-Monroe,40,80,419,2016,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,43,26,SWAC,151,166,159,356,7,20,376,135,208,100,1516,64,138,Tyrel Hunt,474,Alcorn State,36,79,215,2016,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,39,0,Southland,57,146,21,50,125,273,323,57,62,32,1015,5,57,Dru Kuxhausen,474,McNeese State,21,45,62,2020,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,151,3,Total,83,171,110,243,61,159,402,71,103,94,1747,22,113,Jai Lucas,474,Total,29,98,105,2011,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,118,16,Total,210,171,116,264,55,158,422,77,111,101,1499,25,138,Mike Okauru,474,Total,68,88,235,2020,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,33,116,MVC,264,195,195,416,0,0,416,84,175,120,1555,112,218,Emondre Rickman,474,Indiana State,32,103,376,2019,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,73,67,Big Sky,212,180,156,250,24,75,325,90,124,55,1516,74,130,Jalen Sanders,474,Northern Colorado,50,75,286,2019,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,104,3,Sun Belt,84,146,102,213,44,122,335,138,154,61,1566,19,124,Bryan Sherrer,474,South Alabama,26,81,103,2010,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,224,21,Total,183,169,106,243,63,172,415,73,114,88,2041,28,161,Keith Smith,474,Total,107,156,211,2020,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,51,98,Total,233,188,186,361,2,3,364,96,137,104,1735,131,217,Jaume Sorolla,474,Total,28,86,364,2020,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,104,40,Southern,250,175,162,321,13,35,356,111,232,93,2059,161,318,David Williams,474,North Carolina-Greensboro,137,184,411,2013,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,221,8,MAAC,339,157,79,175,78,250,425,81,112,110,2863,55,213,Patrick Bouli,473,Manhattan,147,152,394,2010,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,23,97,AAC,288,158,158,318,0,1,319,157,268,116,1709,166,216,Chad Brown,473,Central Florida,34,79,454,2019,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,80,3,MWC,161,168,106,178,62,159,337,75,97,35,1122,49,84,Jacob Burtschi,473,Air Force,55,35,210,2007,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,96,14,OVC,163,163,82,201,81,233,434,66,92,67,1589,36,108,De'Von Cooper,473,Morehead State,38,94,199,2020,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,44,140,Big South,217,212,212,296,0,0,296,49,86,51,794,60,57,Kenny George,473,North Carolina-Asheville,3,68,277,2008,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,102,8,CUSA,149,149,74,191,75,230,421,100,132,33,1181,47,101,Oliver Lafayette,473,Houston,78,66,196,2007,2007,,2.0,0.0,3.0,.583,.500,2.0,4.0,.500,1.0,2.0,.500,3.0,6.0,BOS,,0.0,0.0,1,0,NBA,22.0,1.0,0.0,,7.0,0.0,,1.0,4.0
45,24,22,A-10,175,163,95,198,68,196,394,79,114,64,1166,95,113,Joe Mbang,473,Rhode Island,22,66,270,2008,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,122,37,MWC,267,164,142,293,22,107,400,123,202,60,1528,80,186,Cullen Russo,473,Fresno State,102,89,347,2017,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,99,9,MAAC,89,163,127,287,36,121,408,111,178,55,1057,32,120,Aaron Walker,473,Manhattan,61,120,121,2018,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,49,1,Southland,51,169,75,160,94,281,441,41,51,60,957,20,65,Deshaunt Walker,473,Stephen F. Austin,26,37,71,2014,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,194,2,A-Sun,146,166,119,269,47,149,418,93,130,95,1894,37,143,Kenny Aninye,472,Stetson,62,104,183,2020,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,131,24,ACC,121,175,149,318,26,79,397,96,127,96,1834,56,207,D'Andre Bell,472,Georgia Tech,90,132,177,2010,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,79,12,Southern,135,162,103,219,59,175,394,89,122,83,1499,71,139,Eduardo Bermudez,472,Appalachian State,58,126,206,2009,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,101,6,A-Sun,53,152,104,270,48,128,398,120,170,61,1049,26,145,Shamile Cabell,472,Jacksonville,38,106,79,2012,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,83,33,Big West,216,166,64,132,102,278,410,38,65,91,1982,55,186,Mark Crowe,472,Cal Poly,68,87,271,2020,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,81,1,WAC,106,175,115,214,60,166,380,62,75,31,1003,14,72,Jordan Heading,472,California Baptist,19,86,120,2019,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,251,11,Total,301,166,151,362,15,56,418,125,201,95,2165,108,198,Payton Hulsey,472,Total,122,158,409,2018,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,39,104,MAC,271,180,180,355,0,0,355,112,202,114,1997,189,292,Donald Lawson,472,Western Michigan,50,131,460,2010,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,64,1,Southern,130,163,81,162,82,222,384,64,88,58,1097,13,61,Jestin Lewis,472,Mercer,62,54,143,2016,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,48,35,AEC,227,176,119,244,57,166,410,63,91,50,1198,72,110,Jayden Martinez,472,New Hampshire,27,63,299,2020,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,58,2,MEAC,85,171,101,224,70,178,402,60,94,40,1149,28,65,Rod Melton Jr,472,Florida A&M,45,69,113,2020,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,98,14,Total,134,167,149,266,18,88,354,120,218,62,1346,41,168,Princeton Onwas,472,Total,49,110,175,2016,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,71,0,Mid-Cont,109,135,135,277,0,1,278,202,246,33,1099,79,86,Vova Severovas,472,Oakland,29,74,188,2007,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,24,72,Big South,276,165,165,311,0,0,311,142,229,118,1645,142,244,Joel Vander Pol,472,Liberty,25,110,418,2014,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,146,10,MEAC,93,173,117,250,56,180,430,69,108,87,1403,33,122,Rogers Barnes,471,Morgan State,94,77,173,2009,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,79,16,SEC,111,154,66,156,88,254,410,75,93,65,1390,78,91,Devon Baulkman,471,Tennessee,54,69,189,2016,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,145,12,Southland,159,165,113,252,52,153,405,89,111,60,1350,33,127,Chad Bowie,471,Sam Houston State,111,113,192,2020,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,31,15,Southland,156,180,178,324,2,4,328,109,187,57,1132,78,144,Edward Hardt,471,Houston Baptist,30,98,234,2019,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,59,53,Summit,193,186,186,354,0,0,354,99,178,61,1346,120,165,Demario Hines,471,Purdue-Fort Wayne,31,108,313,2013,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,94,0,AEC,77,145,41,107,104,285,392,77,97,63,1230,28,68,Jon Iati,471,Albany (NY),35,75,105,2008,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,53,8,Sun Belt,155,163,97,201,66,187,388,79,112,59,1376,39,75,Joseph Jackson,471,Denver,25,86,194,2008,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,51,4,Southern,52,149,31,67,118,286,353,55,74,33,1092,23,65,Keddric Mays,471,Chattanooga,35,44,75,2007,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,86,73,AEC,371,207,207,370,0,2,372,57,170,133,2536,226,283,Blake Metcalf,471,Albany (NY),61,124,597,2013,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,45,86,Big 12,144,172,172,315,0,0,315,127,261,36,1104,138,100,Tristan Thompson,471,Texas,34,64,282,2011,2011,,1.0,0.7,5.3,.519,.520,3.8,7.3,.281,0.0,0.1,.518,3.8,7.3,CLE,.610,1.8,3.0,619,429,NBA,28.1,3.4,2.3,,9.4,0.5,,1.2,8.7
73,54,1,NEC,62,150,74,181,76,218,399,95,113,29,1012,16,66,James Williams,471,Long Island University,18,81,78,2007,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,49,10,Big West,127,149,91,227,58,173,400,114,157,45,1029,23,111,Junior Ballard,470,Cal Poly,32,75,150,2020,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,37,27,Patriot,168,167,107,233,60,155,388,76,93,91,1495,75,182,Phil Beans,470,Holy Cross,17,83,243,2013,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,33,24,NEC,155,164,46,100,118,334,434,24,31,116,1455,41,99,Raul Frias,470,Long Island University,49,45,196,2019,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,58,8,OVC,162,162,69,124,93,263,387,53,73,76,1510,29,146,Isaiah Gable,470,Southeast Missouri State,18,62,191,2020,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,75,39,Pac-12,201,189,173,337,16,45,382,76,180,38,1187,102,90,Aaron Gordon,470,Arizona,34,55,303,2014,2014,,2.4,0.6,4.8,.499,.509,3.7,7.3,.319,1.1,3.4,.448,4.8,10.7,ORL,.701,2.0,2.9,403,314,NBA,28.6,1.6,2.0,,12.8,0.8,,1.4,6.4
79,58,132,Total,259,179,179,310,0,0,310,112,180,104,1679,160,240,Daquan Holiday,470,NJIT,70,99,419,2015,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,330,9,SWAC,212,147,116,284,31,112,396,145,199,95,2593,57,204,Rod Melvin,470,Jackson State,92,207,269,2011,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,129,63,NEC,308,204,204,376,0,0,376,62,103,98,2261,180,322,Markus Mitchell,470,Mount St. Mary's,113,153,488,2009,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,75,12,MVC,106,164,118,268,46,158,426,96,146,79,1579,47,162,Antoine Pittman,470,Bradley,50,117,153,2019,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,63,68,Southland,219,191,191,371,0,2,373,88,139,65,1683,112,145,Makur Puou,470,New Orleans,31,108,331,2018,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,37,21,CUSA,185,151,151,279,0,0,279,168,220,57,1340,116,139,Kaj-Bjorn Sherman,470,Texas-San Antonio,31,89,301,2015,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,66,26,CAA,140,177,132,243,45,168,411,71,98,40,1058,38,82,Zach Walton,470,Drexel,26,96,178,2020,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,93,11,Total,252,156,143,323,13,58,381,144,231,67,1262,146,130,Petras Balocka,469,Total,22,130,398,2010,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,112,27,MAC,239,180,123,255,57,176,431,52,104,90,1985,124,146,Dave Barnett,469,Buffalo,53,126,363,2012,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,22,76,Big East,251,191,191,332,0,0,332,87,136,69,1613,175,179,Ousmane Barro,469,Marquette,45,90,426,2008,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,66,2,Big Sky,96,157,143,293,14,48,341,141,184,60,1221,97,167,Mecklen Davis,469,Montana State,44,80,193,2008,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,82,75,Big 12,225,176,146,266,30,103,369,87,135,66,2062,112,182,Marcus Dove,469,Oklahoma State,103,121,337,2008,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,52,37,MVC,289,197,189,418,8,34,452,67,107,136,2243,141,281,Aaron Ellis,469,Wichita State,34,92,430,2011,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,127,3,Big Ten,72,147,75,191,72,201,392,103,120,35,1147,12,66,Dion Harris,469,Michigan,38,97,84,2007,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,40,8,MAC,109,170,106,192,64,181,373,65,84,32,1023,38,93,Keonta Howell,469,Toledo,37,53,147,2007,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,63,97,SEC,321,192,192,360,0,0,360,85,178,106,2022,191,288,Marcanvis Hymon,469,Mississippi,64,89,512,2018,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,46,151,Big East,255,182,182,316,0,0,316,105,200,97,1686,142,288,Theo John,469,Marquette,34,103,397,2020,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,104,22,Total,114,159,156,333,3,15,348,148,203,41,990,45,87,John Knight III,469,Total,43,107,159,2020,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,25,104,Total,200,174,174,289,0,0,289,121,176,56,868,102,122,Akolda Manyang,469,Total,14,87,302,2018,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,150,6,WAC,86,148,108,249,40,108,357,133,170,60,1204,21,72,Damari Milstead,469,Grand Canyon,58,93,107,2019,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,57,71,Total,198,183,182,385,1,7,392,102,174,74,1376,120,170,Don MuepoKelly,469,Total,79,83,318,2017,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,64,18,Pac-10,150,150,131,245,19,51,296,150,172,31,1063,86,73,Ivan Radenovic,469,Arizona,27,65,236,2007,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,117,10,NEC,164,156,97,244,59,152,396,98,162,60,1749,32,87,Lonnie Robinson,469,Fairleigh Dickinson,33,131,196,2013,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,292,10,Pac-12,252,184,146,301,38,138,439,63,124,133,2451,46,240,Sam Singer,469,University of California,75,147,298,2017,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,59,23,Summit,232,181,180,305,1,4,309,106,157,72,1564,90,243,Tate Stensgaard,469,Western Illinois,27,103,322,2016,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,42,18,Total,156,172,132,325,40,137,462,85,131,90,1617,68,156,Marcos Tamares,469,Total,57,102,224,2012,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,40,33,ACC,201,162,79,167,83,204,371,62,95,88,1292,68,163,Jamil Tucker,469,Virginia,26,71,269,2009,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,34,24,Total,284,197,197,351,0,0,351,75,134,63,1075,143,81,Joseph Uchebo,469,Total,36,51,427,2016,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,106,22,A-10,125,175,131,274,44,145,419,75,113,50,1376,67,108,Wynton Witherspoon,469,George Washington,44,77,192,2009,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,44,4,CAA,146,150,46,115,104,315,430,64,90,121,1735,49,181,Evan Bailey,468,College of Charleston,38,56,195,2018,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,47,2,MEAC,79,149,51,136,98,272,408,72,92,114,1236,15,107,Lucian Brownlee,468,Coppin State,24,106,94,2019,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,14,57,Total,226,172,172,388,0,0,388,124,189,81,1424,122,151,Braxton Dupree,468,Total,22,99,348,2011,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,158,21,Southland,214,160,108,238,52,197,435,96,137,89,2278,65,247,Dominic Friend,468,Nicholls State,61,167,279,2010,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,316,5,Total,131,145,84,221,61,200,421,117,171,120,2017,31,152,Nate Garth,468,Total,58,165,162,2013,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,64,3,Total,196,166,131,278,35,106,384,101,150,85,1127,104,132,Matt Gwynne,468,Total,14,118,300,2009,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,47,8,ACC,81,167,86,172,81,184,356,53,67,34,884,29,65,Mike Jones,468,Maryland,28,49,110,2007,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,142,19,Patriot,222,180,119,202,61,196,398,47,73,98,1964,100,172,Jacob Kessler,468,Army,65,98,322,2019,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,52,12,Total,135,162,79,192,83,260,452,61,101,110,1597,63,137,Tony Nixon,468,Total,32,71,198,2014,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,45,37,Southland,205,176,176,352,0,2,354,116,163,75,1309,123,150,Avery Sullivan,468,Lamar,48,86,328,2020,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,62,29,MVC,150,172,170,321,2,20,341,122,185,61,1352,93,164,Phillip Thomasson,468,Wichita State,18,88,243,2008,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,61,5,Big 12,89,136,8,28,128,329,357,68,83,89,1491,11,151,Paul Velander,468,Nebraska,49,46,100,2009,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,44,46,Total,195,190,190,420,0,6,426,88,152,113,1693,106,189,Johnny Williams,468,George Mason,42,99,301,2014,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,67,5,Total,124,164,93,198,71,203,401,68,104,58,1174,60,109,Nurudeen Adepoju,467,Southern Utah,36,85,184,2008,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,26,55,Pac-12,98,179,158,278,21,60,338,88,129,34,848,85,138,Marquese Chriss,467,Washington,32,69,183,2016,2016,,1.1,0.8,3.6,.501,.532,2.4,4.5,.290,0.6,2.1,.456,3.0,6.5,PHO,.669,1.4,2.1,256,147,NBA,19.4,1.3,2.6,,8.0,0.7,,1.3,4.9
123,42,27,Big East,176,171,109,200,62,168,368,63,104,64,1450,84,126,Karron Clarke,467,DePaul,49,57,260,2008,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,240,12,A-10,178,145,135,339,10,63,402,167,253,90,1821,44,215,Malcom Eleby,467,St. Bonaventure,95,219,222,2010,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,248,6,Patriot,129,156,113,249,43,143,392,112,146,59,1631,21,119,Kyle Foreman,467,Boston University,90,157,150,2017,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,23,36,ACC,177,183,135,220,48,143,363,53,80,89,1607,88,160,P.J. Horne,467,Virginia Tech,32,73,265,2020,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,124,9,Total,156,146,58,128,88,258,386,87,124,97,1819,69,191,Rick Kreklow,467,Total,65,106,225,2015,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,74,24,WCC,265,195,195,375,0,3,378,77,138,83,1590,122,182,Jacob Lampkin,467,Pacific,18,99,387,2017,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,98,4,Big Ten,130,145,75,190,70,194,384,107,134,64,1655,30,121,Luther Muhammad,467,Ohio State,62,81,160,2020,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,30,7,CAA,94,157,143,274,14,47,321,139,205,30,949,57,78,Lance Perique,467,Georgia State,19,82,151,2007,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,139,5,Total,118,159,114,219,45,151,370,104,152,49,1190,39,122,Perry Petty,467,Total,72,150,157,2011,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,29,16,MEAC,124,151,108,246,43,168,414,122,155,88,1290,56,147,James Whitaker,467,North Carolina A&T,39,91,180,2017,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,166,2,Big South,121,162,91,194,71,190,384,72,85,85,1878,33,141,Jordan Whitfield,467,Campbell,51,96,154,2020,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,22,51,Total,220,180,180,300,0,2,302,106,189,65,1474,185,129,Kyle Benton,466,Total,39,55,405,2017,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
