,ast,blk,conf_abbr,drb,fg,fg2,fg2a,fg3,fg3a,fga,ft,fta,g,mp,orb,pf,player,pts,school_name,stl,tov,trb,year_max,year_min
32,0,0,MWC,0,0,0,0,0,0,0,0,0,4,4,1,4,Elijah Cooks,0,Nevada,0,0,1,2018,2018
33,1,0,A-10,0,0,0,0,0,1,1,0,0,6,7,1,1,Kyle Cooney,0,La Salle,0,0,1,2018,2018
34,0,0,Horizon,0,0,0,1,0,0,1,0,0,8,7,1,0,Adam Cooper,0,Loyola (IL),1,1,1,2012,2012
35,0,0,WAC,1,0,0,1,0,0,1,0,0,4,7,0,2,Clarke Cooper,0,Texas-Rio Grande Valley,0,2,1,2017,2017
36,0,0,MWC,0,0,0,0,0,0,0,0,0,1,0,1,0,David Cooper,0,Air Force,0,0,1,2016,2016
37,0,0,Big Ten,1,0,0,0,0,0,0,0,0,7,5,0,0,Zach Cooper,0,Penn State,0,0,1,2014,2013
38,0,1,Southern,4,0,0,0,0,2,2,0,0,17,22,3,2,Garrett Copeland,0,Furman,1,3,7,2011,2009
39,0,0,MEAC,0,0,0,0,0,0,0,0,0,1,1,0,0,Omar Copeland,0,Coppin State,0,0,0,2009,2009
40,0,0,SEC,3,0,0,0,0,0,0,0,0,7,14,0,4,Tommy Corchiani,0,South Carolina,0,1,3,2018,2017
41,0,1,SWAC,0,0,0,2,0,0,2,0,0,4,9,0,3,Kevonte Corley,0,Prairie View,1,0,0,2019,2019
42,0,0,Big West,1,0,0,1,0,3,4,0,0,5,7,2,1,Jakob Cornelissen,0,Hawaii,0,0,3,2016,2016
43,0,0,Patriot,0,0,0,0,0,0,0,0,0,1,,0,0,Nate Cornish,0,Holy Cross,0,0,0,2007,2007
44,2,0,WAC,1,0,0,0,0,1,1,0,0,3,12,0,3,Latio Cosmos,0,Seattle,0,2,1,2017,2017
45,0,0,Ivy,0,0,0,5,0,2,7,0,0,3,6,1,0,Alfonso Costa,0,Yale,0,0,1,2011,2011
46,0,0,SEC,1,0,0,0,0,0,0,0,0,4,3,0,0,Adam Cottrell,0,Alabama,0,2,1,2020,2020
47,1,0,Big Ten,1,0,0,2,0,1,3,0,0,6,16,0,2,Cody Cox,0,Iowa,1,1,1,2012,2011
48,0,0,AAC,1,0,0,1,0,0,1,0,0,3,2,0,0,Derek Cox,0,Cincinnati,0,0,1,2014,2014
49,0,0,WCC,1,0,0,0,0,2,2,0,0,4,11,0,1,Stefan Cox,0,San Francisco,0,0,1,2016,2016
50,0,0,A-10,2,0,0,1,0,0,1,0,0,3,4,1,0,Andre Craig,0,Saint Louis,0,0,3,2009,2009
51,0,0,Big 12,1,0,0,0,0,1,1,0,0,6,12,0,2,Clayton Crawford,0,Texas Christian,0,0,1,2018,2018
52,1,0,Pac-12,2,0,0,0,0,3,3,0,0,9,15,2,0,Quinton Crawford,0,Arizona,1,0,4,2013,2012
53,0,0,NEC,0,0,0,0,0,0,0,0,0,1,0,0,0,Nick Crocker,0,Bryant,0,0,0,2020,2020
54,1,0,SEC,0,0,0,0,0,0,0,0,0,2,2,2,0,Rob Cross,0,Vanderbilt,0,0,2,2014,2014
55,0,0,Pac-12,0,0,0,0,0,3,3,0,0,7,16,0,2,Brian Crow,0,Oregon,0,0,0,2014,2014
56,0,0,AEC,0,0,0,0,0,0,0,0,0,2,1,0,0,Andrew Crowley,0,Hartford,0,0,0,2015,2015
57,0,0,Total,3,0,0,2,0,4,6,0,0,15,37,0,4,Paulo Cruz,0,Total,0,5,3,2018,2016
58,0,0,MWC,1,0,0,0,0,1,1,0,0,4,7,1,1,Keegan Culp,0,Air Force,0,0,2,2017,2017
59,0,0,MWC,0,0,0,0,0,1,1,0,0,3,4,0,0,Adam Cumber,0,New Mexico,0,0,0,2017,2016
60,0,0,A-Sun,2,0,0,1,0,0,1,0,1,4,8,0,0,Alvin Cunningham,0,Florida Gulf Coast,0,0,2,2016,2016
61,0,0,Big West,0,0,0,0,0,0,0,0,0,1,8,0,0,Joshua Currenton,0,Cal State Fullerton,0,0,0,2017,2017
62,0,0,Big Ten,0,0,0,0,0,1,1,0,0,2,2,0,0,Emmett Dacey,0,Michigan State,0,0,0,2013,2013
63,0,0,Big East,0,0,0,0,0,0,0,0,0,2,1,0,0,Mike Dakkak,0,South Florida,0,0,0,2013,2013
64,0,0,MAAC,0,0,0,0,0,0,0,0,0,4,4,0,0,George Dallas,0,Marist,0,0,0,2011,2010
65,0,0,NEC,0,0,0,0,0,0,0,0,0,2,1,0,0,Josh Daniel,0,Wagner,0,0,0,2011,2011
66,0,0,SWAC,0,0,0,3,0,0,3,0,0,3,14,1,1,Jawaun Daniels,0,Prairie View,0,1,1,2020,2020
67,0,0,AAC,0,0,0,1,0,0,1,0,0,4,3,0,0,Justin David,0,South Florida,0,0,0,2016,2016
68,0,0,MWC,0,0,0,0,0,0,0,0,0,1,1,0,1,Brian Davidson,0,Air Force,0,1,0,2012,2012
69,1,1,ACC,2,0,0,2,0,0,2,0,0,7,19,0,3,Darrell Davis,0,North Carolina State,0,2,2,2007,2007
70,0,0,CUSA,1,0,0,0,0,1,1,0,0,2,11,0,2,Denzel Davis,0,Rice,0,1,1,2015,2015
71,0,0,MAC,2,0,0,4,0,0,4,0,0,5,11,3,1,Giambattista Davis,0,Buffalo,0,2,5,2020,2020
72,0,0,NEC,1,0,0,0,0,0,0,0,0,1,0,0,0,Jaylen Davis,0,Merrimack,0,0,1,2020,2020
73,0,0,MEAC,0,0,0,0,0,0,0,0,0,1,2,0,2,Shaquan Davis,0,South Carolina State,0,0,0,2020,2020
74,0,0,Big East,2,0,0,0,0,2,2,0,0,5,9,0,1,Xavier Davis,0,Providence,0,0,2,2011,2011
75,0,0,Big Ten,4,0,0,4,0,0,4,0,0,10,23,2,4,Dominique Dawson,0,Minnesota,0,2,6,2011,2011
76,0,0,Horizon,0,0,0,0,0,0,0,0,0,4,6,0,1,James Dean,0,Milwaukee,0,2,0,2009,2009
77,0,0,Big Ten,0,0,0,1,0,0,1,0,0,4,3,1,1,Will Decorah,0,Wisconsin,0,1,1,2016,2016
78,0,0,SWAC,0,0,0,1,0,0,1,0,0,1,0,0,0,Kendall Deese,0,Jackson State,0,0,0,2013,2013
79,0,0,A-10,1,0,0,3,0,0,3,0,0,15,15,0,0,Jeff Del Favero,0,George Washington,0,1,1,2008,2007
80,0,0,AAC,0,0,0,0,0,0,0,0,0,2,1,0,0,Lindsay Deline Jr.,0,Tulsa,0,0,0,2019,2019
81,0,0,MAAC,0,0,0,0,0,0,0,0,0,2,2,1,0,Rob Delle Bovi,0,Marist,0,2,1,2013,2012
82,1,0,OVC,1,0,0,0,0,0,0,0,0,5,5,0,0,Xavier Delph,0,Southeast Missouri State,0,1,1,2007,2007
83,3,0,Total,2,0,0,1,0,0,1,0,0,9,11,1,1,Matt DeMarcus,0,UCLA,0,2,3,2012,2011
84,0,0,Southern,0,0,0,0,0,0,0,0,0,1,1,0,0,Kuony Deng,0,Virginia Military Institute,0,0,0,2017,2017
85,0,0,A-Sun,0,0,0,0,0,0,0,0,0,1,0,0,0,Adam Denison,0,East Tennessee State,0,0,0,2014,2014
86,0,0,WAC,1,0,0,0,0,0,0,0,0,1,0,0,0,Charles Dent,0,Chicago State,0,0,1,2016,2016
87,0,0,Big South,0,0,0,0,0,0,0,0,0,2,4,0,0,Andrew Denton,0,Liberty,0,0,0,2007,2007
88,0,0,Total,2,0,0,2,0,3,5,0,0,21,26,1,4,Russ DeRemer,0,Syracuse,0,2,3,2014,2011
89,0,0,Southern,1,0,0,0,0,1,1,0,0,2,4,0,0,Nick Desmarais,0,Chattanooga,0,0,1,2018,2018
90,0,0,NEC,0,0,0,1,0,1,2,0,0,5,4,0,1,Aaron DeVan,0,Mount St. Mary's,0,0,0,2013,2013
91,1,0,NEC,2,0,0,0,0,1,1,0,0,6,15,0,1,Aaron DeVane,0,Saint Francis (PA),0,1,2,2010,2010
92,0,0,Southland,0,0,0,0,0,0,0,0,0,1,1,0,0,Reggie DeVaughn,0,Southeastern Louisiana,0,0,0,2007,2007
93,0,0,Big Ten,1,0,0,0,0,0,0,0,0,1,3,0,0,Phillip DeVries,0,Michigan,0,0,1,2007,2007
94,0,0,Ivy,0,0,0,0,0,0,0,0,0,1,1,0,0,Sandeep Dhaliwal,0,Columbia,0,0,0,2010,2010
95,0,0,A-10,5,0,0,0,0,0,0,0,2,4,10,0,2,Madani Diarra,0,Saint Louis,0,0,5,2020,2020
96,0,0,WAC,0,0,0,0,0,0,0,0,0,1,2,0,0,Billy Dick,0,San Jose State,0,0,0,2011,2011
97,0,0,A-10,2,0,0,0,0,1,1,0,0,9,9,0,0,Nick Diclementi,0,George Mason,1,1,2,2019,2018
98,0,0,Patriot,1,0,0,0,0,1,1,0,0,5,6,0,1,Ryan Diew,0,Colgate,0,1,1,2017,2016
99,0,0,Big East,0,0,0,0,0,0,0,0,0,3,3,0,1,Ross DiLiegro,0,Syracuse,0,0,0,2007,2007
100,0,1,CUSA,0,0,0,1,0,0,1,0,0,2,7,0,1,Jakobe Dill,0,Texas-El Paso,0,0,0,2019,2019
101,0,1,Southern,0,0,0,0,0,0,0,0,0,3,2,0,1,Robby Dilmore,0,North Carolina-Greensboro,0,0,0,2011,2010
102,0,0,ACC,0,0,0,1,0,0,1,0,0,8,10,0,2,Matt DiLuccio,0,Boston College,1,1,0,2020,2017
103,0,0,MVC,1,0,0,1,0,2,3,0,0,12,20,0,0,Tyson Dirks,0,Drake,1,2,1,2009,2008
104,0,0,SEC,2,0,0,2,0,1,3,0,0,11,14,0,2,T.J. Distefano,0,Texas A&M,0,2,2,2016,2016
105,0,0,Big Ten,0,0,0,0,0,0,0,0,0,1,0,0,0,Roy Dixon III,0,Northwestern,0,0,0,2020,2020
106,0,0,SEC,0,0,0,2,0,0,2,0,0,5,10,0,2,Chris Dixon,0,Alabama,1,0,0,2010,2010
107,0,0,NEC,1,0,0,3,0,0,3,0,0,4,13,0,5,Adam Dobriansky,0,Monmouth,0,3,1,2008,2008
108,0,0,A-10,0,0,0,1,0,0,1,0,0,2,1,1,1,KoVien Dominaus,0,Richmond,0,0,1,2016,2016
109,0,0,MAAC,0,0,0,0,0,0,0,0,0,1,1,0,0,Matt Donahue,0,Quinnipiac,0,0,0,2018,2018
110,1,0,WCC,0,0,0,0,0,2,2,0,0,2,3,0,0,Felipe Doria,0,San Diego,0,0,0,2020,2020
111,1,0,Pac-10,0,0,0,2,0,0,2,0,0,5,6,0,4,Reed Doucette,0,Southern California,1,1,0,2007,2007
112,0,0,A-10,1,0,0,1,0,0,1,0,2,6,4,0,0,Greg Dougan,0,Xavier,0,0,1,2012,2012
113,0,1,AEC,1,0,0,0,0,2,2,0,0,2,19,0,3,Duncan Douglas,0,Maine,0,1,1,2018,2018
114,0,0,ACC,0,0,0,0,0,0,0,0,0,6,6,0,1,Evan Dourdas,0,Syracuse,0,1,0,2017,2016
115,0,0,Pac-12,0,0,0,0,0,0,0,0,0,1,1,0,0,Danilo Dragovic,0,Southern California,0,0,0,2012,2012
116,0,1,OVC,0,0,0,0,0,0,0,0,0,2,8,0,3,Jeff Drew,0,Morehead State,1,2,0,2012,2012
117,0,0,SWAC,0,0,0,0,0,1,1,0,0,3,5,0,0,Philip Duckett,0,Grambling,0,0,0,2010,2010
118,0,0,Pac-12,0,0,0,0,0,0,0,0,0,1,4,0,0,Nate Duda,0,Utah,0,0,0,2018,2018
119,0,0,MWC,0,0,0,0,0,1,1,0,0,1,2,0,0,Carter Dunbar,0,Texas Christian,0,0,0,2007,2007
120,0,0,MAC,0,0,0,0,0,1,1,0,0,2,2,0,1,Shakir Dunning,0,Kent State,0,0,0,2012,2012
121,0,0,A-10,0,0,0,0,0,0,0,0,0,5,4,0,0,William Dupuy,0,Dayton,0,0,0,2015,2015
122,0,0,Sun Belt,0,0,0,0,0,0,0,0,0,1,3,0,2,Isaiah Durham,0,Texas-Arlington,0,1,0,2019,2019
123,0,0,NEC,3,0,0,0,0,1,1,0,0,5,20,1,3,Michael Duty,0,Wagner,0,1,4,2007,2007
124,0,0,A-10,0,0,0,0,0,0,0,0,0,6,7,0,0,Austin Eagleton,0,Saint Louis,0,2,0,2016,2014
125,1,0,MEAC,0,0,0,0,0,0,0,0,2,2,3,0,0,Vilontae Eanes,0,Norfolk State,1,0,0,2018,2018
126,0,0,Big South,0,0,0,2,0,1,3,0,0,3,8,1,1,Bryce Earle,0,Hampton,0,1,1,2020,2020
127,0,0,Patriot,1,0,0,1,0,0,1,0,0,2,4,0,0,Enouma Ebinum,0,Navy,0,0,1,2014,2014
128,1,0,CAA,2,0,0,2,0,0,2,0,0,4,8,0,3,John Eck,0,College of Charleston,0,0,2,2016,2016
129,0,0,Ivy,1,0,0,0,0,1,1,0,0,4,7,0,0,Peter Edelson,0,Harvard,0,0,1,2010,2010
130,0,0,Sun Belt,0,0,0,0,0,0,0,0,0,1,1,0,0,Colin Edwards,0,Troy,0,0,0,2015,2015
131,1,0,MEAC,0,0,0,1,0,0,1,0,0,2,8,0,0,Jamal Edwards,0,Maryland-Eastern Shore,0,2,0,2010,2010
132,0,0,A-Sun,0,0,0,0,0,0,0,0,0,3,5,0,1,Jordan Edwards,0,East Tennessee State,0,0,0,2010,2010
133,0,0,OVC,0,0,0,1,0,0,1,0,0,4,4,0,1,Trey Edwards,0,Tennessee-Martin,0,2,0,2011,2011
134,0,0,MEAC,1,0,0,0,0,0,0,0,0,2,4,0,3,Tyrece Edwards,0,Morgan State,0,0,1,2013,2013
135,0,0,ACC,2,0,0,4,0,3,7,0,0,16,19,0,1,Toby Egbuna,0,North Carolina,1,1,2,2016,2016
136,1,0,CUSA,1,0,0,1,0,1,2,0,0,4,4,0,0,Hunter Eggers,0,Rice,0,0,1,2014,2014
137,1,0,Ivy,1,0,0,0,0,3,3,0,0,9,18,1,1,Tommy Eggleston,0,Pennsylvania,0,2,2,2010,2010
138,0,0,MEAC,0,0,0,0,0,0,0,0,0,1,1,0,0,Reginald Ekeanyanwu,0,Maryland-Eastern Shore,0,0,0,2013,2013
139,1,0,Ivy,5,0,0,1,0,0,1,0,2,10,15,0,5,Ameer Elbuluk,0,Princeton,1,3,5,2013,2013
140,0,0,Summit,0,0,0,0,0,0,0,0,0,2,0,0,0,Patrick Elledge,0,Centenary (LA),0,1,0,2011,2011
141,1,0,Pac-10,1,0,0,0,0,1,1,0,0,1,2,0,0,Joey Ellis,0,UCLA,0,0,1,2007,2007
142,0,0,SWAC,0,0,0,0,0,0,0,0,0,1,10,0,0,Terry Ellis,0,Alabama A&M,0,0,0,2018,2018
143,0,0,Southland,0,0,0,0,0,0,0,0,0,1,3,0,1,Marcus Ellison,0,Texas A&M-Corpus Christi,0,0,0,2014,2014
144,0,0,MVC,1,0,0,1,0,0,1,0,0,1,2,0,0,Jay Jay Elvir,0,Loyola (IL),0,0,1,2015,2015
145,0,1,Big East,1,0,0,0,0,0,0,0,2,1,1,0,1,Mitch Emory,0,South Florida,0,0,1,2009,2009
146,0,0,MEAC,0,0,0,0,0,0,0,0,0,3,0,1,0,Chuka Eneh,0,Florida A&M,1,0,1,2013,2013
147,0,0,MAAC,0,0,0,0,0,0,0,0,0,1,0,0,0,Will Engelhardt,0,Niagara,0,0,0,2020,2020
148,1,0,SWAC,1,0,0,4,0,0,4,0,0,4,12,1,2,Pierrre Epouner,0,Prairie View,0,3,2,2008,2008
149,0,0,Pac-12,1,0,0,0,0,0,0,0,0,8,12,0,2,Benan Ersek,0,Colorado,0,1,1,2020,2019
150,0,0,Ivy,0,0,0,0,0,1,1,0,0,1,1,0,0,Jared Ertel,0,Pennsylvania,0,0,0,2016,2016
151,0,0,Big Ten,0,0,0,0,0,0,0,0,0,3,3,0,1,Darrick Ervin,0,Michigan,0,0,0,2011,2011
152,0,0,Pac-12,2,0,0,0,0,0,0,0,0,6,8,0,0,Jules Erving,0,University of California,0,1,2,2020,2018
153,0,0,MEAC,0,0,0,0,0,1,1,0,0,4,3,0,1,Faret Estriplet,0,Howard,0,0,0,2013,2013
154,0,0,SEC,2,0,0,0,0,1,1,0,0,9,19,0,2,Jaxon Etter,0,Georgia,1,0,2,2020,2020
155,0,0,MAAC,1,0,0,1,0,0,1,0,0,3,5,0,0,Shaquille Evans,0,Canisius,0,0,1,2018,2018
156,0,0,Big Ten,0,0,0,0,0,0,0,0,0,5,6,1,0,Joe Fagan,0,Indiana,0,1,1,2014,2014
157,0,0,CAA,0,0,0,0,0,0,0,0,0,1,1,0,0,Anthony Fair,0,Towson,0,0,0,2007,2007
158,0,0,Sun Belt,0,0,0,0,0,1,1,0,0,1,2,0,1,Malcolm Farrington,0,Arkansas State,0,0,0,2020,2020
159,0,0,A-10,1,0,0,1,0,0,1,0,0,1,1,0,1,Salim Fauras,0,Duquesne,0,1,1,2010,2010
160,0,0,Patriot,1,0,0,0,0,0,0,0,0,1,1,0,0,Michael Felton,0,Army,0,0,1,2012,2012
161,0,0,Sun Belt,4,0,0,1,0,5,6,0,0,22,21,1,2,Nile Felton,0,Georgia State,1,1,5,2018,2017
162,0,0,Patriot,0,0,0,0,0,0,0,0,0,1,1,0,0,P.J. Fenton,0,Navy,0,0,0,2020,2020
163,0,0,CUSA,2,0,0,0,0,0,0,0,0,1,4,0,0,Will Fenton,0,Marshall,0,0,2,2018,2018
164,1,0,MEAC,2,0,0,1,0,1,2,0,0,1,12,0,0,Ed Ferguson,0,North Carolina A&T,0,0,2,2019,2019
165,0,0,Big East,0,0,0,0,0,1,1,0,0,2,2,0,0,Jake Ferguson,0,West Virginia,0,0,0,2011,2011
166,1,0,SWAC,0,0,0,0,0,0,0,0,0,2,8,0,0,Shamus Ferguson,0,Arkansas-Pine Bluff,0,0,0,2011,2011
167,0,2,Big Sky,8,0,0,5,0,0,5,0,0,11,59,1,19,Bradley Fischer,0,Montana State,0,3,9,2015,2015
168,0,0,Big Sky,0,0,0,1,0,0,1,0,0,1,0,0,0,Sean Fischer,0,Eastern Washington,0,0,0,2010,2010
169,0,0,MWC,0,0,0,1,0,1,2,0,1,7,17,0,0,Myles Fitzgerald-Warren,0,Fresno State,0,1,0,2018,2018
170,0,0,Southern,0,0,0,0,0,0,0,0,0,3,5,1,0,Mike Fitzpatrick,0,Samford,0,0,1,2013,2013
171,0,0,Patriot,1,0,0,1,0,0,1,0,0,5,5,0,1,Rory Flaherty,0,Holy Cross,0,3,1,2017,2017
172,0,0,MAAC,0,0,0,0,0,1,1,0,0,2,3,0,0,Thomas Fleming,0,Niagara,1,0,0,2016,2015
173,0,0,A-10,0,0,0,0,0,0,0,0,0,1,1,0,1,Chase Fletcher,0,Richmond,0,0,0,2014,2014
174,0,0,A-10,0,0,0,0,0,0,0,0,0,3,2,0,0,Chase Fletcher,0,Richmond,0,0,0,2017,2017
175,0,0,MAC,0,0,0,0,0,1,1,0,2,6,7,0,1,Jake Fosdick,0,Eastern Michigan,0,0,0,2011,2010
176,0,0,ACC,0,0,0,1,0,0,1,0,0,2,2,0,0,Kyle Fowler,0,Wake Forest,0,1,0,2010,2010
177,0,0,SWAC,0,0,0,0,0,0,0,0,0,3,10,0,1,Arthur Framery,0,Mississippi Valley State,0,0,0,2013,2013
178,0,0,MAC,0,0,0,0,0,0,0,0,0,3,5,0,0,Tedaro France III,0,Central Michigan,0,0,0,2016,2016
179,0,0,Southland,2,0,0,0,0,0,0,0,0,3,2,0,4,Daniel Francis,0,Texas-Arlington,0,1,2,2011,2011
180,0,1,CUSA,0,0,0,2,0,1,3,0,0,3,9,0,2,Alahjah Franklin,0,Southern Mississippi,0,1,0,2012,2012
181,0,1,Big East,3,0,0,1,0,1,2,0,0,8,16,0,4,Deon Franklin,0,Marquette,1,1,3,2017,2017
182,1,0,SEC,1,0,0,0,0,0,0,0,0,5,6,0,0,Javon Franklin,0,Auburn,0,1,1,2020,2020
183,0,0,MAC,1,0,0,1,0,3,4,0,0,9,14,0,2,Bobby Frasco,0,Buffalo,0,0,1,2015,2015
184,1,0,CAA,0,0,0,0,0,1,1,0,2,5,7,0,1,Chandler Fraser-Pauls,0,Drexel,0,0,0,2016,2016
185,0,0,MEAC,0,0,0,0,0,1,1,0,0,2,1,0,0,Donnell Frayer,0,Coppin State,0,0,0,2018,2018
186,0,0,Big East,0,0,0,0,0,0,0,0,2,1,1,1,0,A.J. Frazier,0,Xavier,0,0,1,2019,2019
187,0,0,A-10,0,0,0,3,0,0,3,0,2,5,6,3,0,Izzy Freeman,0,Massachusetts,0,0,3,2013,2013
188,0,0,Pac-10,0,0,0,0,0,1,1,0,0,4,5,0,0,Nico Fricchione,0,Arizona State,0,0,0,2009,2009
189,0,0,Big Ten,2,0,0,3,0,0,3,0,0,3,8,3,1,Jordan Fuchs,0,Indiana,0,0,5,2015,2015
190,0,0,ACC,1,0,0,1,0,0,1,0,2,9,14,0,3,Nicholas Fullard,0,Virginia Tech,0,2,1,2018,2018
191,0,0,A-Sun,0,0,0,0,0,0,0,0,0,1,3,0,0,Quinnten Fuller,0,Northern Kentucky,0,0,0,2013,2013
192,0,0,Southland,0,0,0,1,0,1,2,0,0,2,4,1,0,Dwight Fusilier,0,Nicholls State,0,1,1,2009,2009
193,2,0,Big Sky,0,0,0,0,0,3,3,0,0,6,10,0,1,Lucas Gabriel,0,Northern Arizona,0,1,0,2007,2007
194,1,0,A-10,0,0,0,0,0,0,0,0,0,8,10,0,1,Jack Galatio,0,St. Bonaventure,0,1,0,2019,2018
195,0,0,Horizon,0,0,0,1,0,2,3,0,0,4,9,0,0,David Gale,0,Loyola (IL),2,0,0,2007,2007
196,2,0,ACC,2,0,0,1,0,0,1,0,1,12,21,1,1,James Gallagher,0,North Carolina,1,0,3,2010,2010
197,0,0,SWAC,0,0,0,0,0,1,1,0,0,1,4,0,0,Chris Gamble,0,Mississippi Valley State,0,0,0,2008,2008
198,0,0,MVC,0,0,0,0,0,1,1,0,0,2,2,0,0,Aaron Ganson,0,Bradley,0,0,0,2011,2011
199,0,0,WAC,0,0,0,1,0,0,1,0,2,3,1,0,0,Nelson Garbutt,0,San Jose State,0,0,0,2007,2007
200,0,1,MAC,1,0,0,0,0,0,0,0,0,1,1,0,0,Zack Garcia,0,Ball State,0,1,1,2007,2007
201,0,0,A-Sun,0,0,0,1,0,0,1,0,0,4,5,1,2,A.J. Garden,0,Jacksonville,0,0,1,2011,2010
202,0,0,MAC,0,0,0,1,0,1,2,0,0,1,6,0,1,Austin Gardner,0,Bowling Green State,1,2,0,2019,2019
203,0,0,MVC,0,0,0,0,0,0,0,0,2,1,1,0,0,John Gardner,0,Southern Illinois,0,0,0,2018,2018
204,0,0,WAC,0,0,0,1,0,3,4,0,0,3,5,0,0,Connor Garner,0,Utah State,0,1,0,2013,2013
205,0,3,Pac-12,0,0,0,5,0,3,8,0,4,12,23,1,8,KJ Garrett,0,Washington,0,2,1,2016,2015
206,0,0,A-10,0,0,0,0,0,0,0,0,2,4,5,0,0,Zach Garrett,0,George Mason,0,0,0,2018,2018
207,2,0,OVC,0,0,0,1,0,0,1,0,0,1,6,0,1,Jashaun Garrison,0,Austin Peay,0,1,0,2019,2019
208,1,0,AAC,0,0,0,0,0,0,0,0,4,6,8,0,0,Matt Garry,0,Connecticut,0,0,0,2020,2020
209,0,0,AEC,0,0,0,0,0,2,2,0,0,2,2,0,1,Henry Gaskins,0,Boston University,0,0,0,2011,2011
