,ast,blk,conf_abbr,drb,fg,fg2,fg2a,fg3,fg3a,fga,ft,fta,g,mp,orb,pf,player,pts,school_name,stl,tov,trb,year_max,year_min
78,2,0,Patriot,4,1,1,3,0,6,9,3,3,17,32,2,2,Pat Harris,5,Army,0,0,6,2012,2011
79,0,0,CUSA,2,2,1,2,1,1,3,0,2,8,11,0,0,Quishon Harris,5,Old Dominion,0,0,2,2020,2019
80,3,0,MAC,2,2,2,2,0,2,4,1,2,6,15,0,2,Vicpatrick Harris,5,Toledo,0,0,2,2018,2018
81,0,0,AEC,2,2,1,3,1,5,8,0,0,3,15,1,0,Tyson Hartnett,5,Maine,1,1,3,2007,2007
82,2,1,OVC,3,1,0,1,1,2,3,2,2,13,40,1,8,Kyle Heck,5,Southern Illinois-Edwardsville,4,1,4,2013,2012
83,1,0,A-10,6,1,1,4,0,2,6,3,4,22,26,1,3,Luke Hendrick,5,Dayton,2,1,7,2010,2007
84,1,0,GWC,0,1,1,2,0,2,4,3,4,6,19,2,3,Aaron Hendrix,5,Houston Baptist,0,0,2,2011,2011
85,1,3,Big 12,2,2,2,4,0,0,4,1,4,4,18,3,0,Abdul Herrera,5,Kansas State,0,0,5,2009,2009
86,2,1,AAC,5,2,2,6,0,0,6,1,2,9,26,0,7,Peter Hewitt,5,Tulsa,0,3,5,2019,2019
87,5,2,MAAC,1,2,1,4,1,5,9,0,0,23,62,1,4,Amir Hicks,5,Saint Peter's,1,6,2,2020,2018
88,3,0,CAA,0,2,1,2,1,6,8,0,0,10,29,0,1,Josh Hicks,5,Old Dominion,1,0,0,2011,2011
89,1,0,MAC,4,2,2,3,0,0,3,1,2,14,27,0,2,Logan Hill,5,Toledo,1,2,4,2019,2019
90,0,0,ACC,0,2,1,3,1,3,6,0,0,7,18,2,0,Wells Hoag,5,Clemson,0,0,2,2020,2020
91,1,0,A-Sun,1,2,1,3,1,6,9,0,0,9,32,1,3,Cole Hobbs,5,Kennesaw State,1,4,2,2013,2013
92,1,0,AEC,3,1,1,1,0,0,1,3,4,2,11,0,1,Nate Hobbs,5,New Hampshire,0,2,3,2019,2019
93,1,2,SWAC,8,2,2,8,0,0,8,1,7,9,89,4,16,Montreal Holley,5,Mississippi Valley State,3,4,12,2013,2013
94,2,0,Sun Belt,4,2,1,7,1,3,10,0,0,19,26,0,1,John Hopson,5,Middle Tennessee,1,5,4,2009,2007
95,9,0,MAAC,6,2,1,2,1,7,9,0,0,23,137,3,11,Payton Hudson,5,Iona,6,2,9,2019,2019
96,1,0,SEC,0,2,1,1,1,1,2,0,0,4,6,0,0,Mac Hunt,5,Vanderbilt,0,0,0,2019,2019
97,2,1,Big Ten,9,2,2,5,0,0,5,1,2,27,43,2,5,Anthony Ianni,5,Michigan State,1,2,11,2012,2011
98,2,0,Big South,4,2,2,9,0,3,12,1,2,8,15,0,0,Charlie Inclan,5,Presbyterian,1,2,4,2017,2014
99,5,0,A-Sun,4,2,1,4,1,2,6,0,0,11,27,1,1,Alex Ionesco,5,Stetson,0,4,5,2020,2019
100,2,0,SEC,5,2,2,3,0,4,7,1,4,24,29,2,0,Joseph Iupe,5,Mississippi State,0,4,7,2008,2007
101,0,0,SWAC,0,1,0,1,1,2,3,2,6,5,17,0,0,Roy Jackson,5,Arkansas-Pine Bluff,1,0,0,2014,2014
102,1,0,CUSA,2,1,1,5,0,0,5,3,4,9,16,5,2,Aaron Jacques,5,Memphis,0,0,7,2010,2010
103,0,0,Big South,7,1,1,4,0,0,4,3,5,6,17,4,1,Tre'von James,5,Coastal Carolina,0,1,11,2013,2013
104,0,0,A-Sun,0,2,1,1,1,1,2,0,0,3,4,0,0,Patrick Jamison,5,NJIT,0,2,0,2019,2019
105,2,0,SWAC,6,1,1,6,0,1,7,3,5,15,64,4,7,Trent Jeffries,5,Arkansas-Pine Bluff,3,7,10,2014,2014
106,1,0,Big Sky,4,2,1,1,1,5,6,0,0,8,23,0,4,Brad Johnstin,5,Sacramento State,2,2,4,2010,2010
107,1,0,Southland,2,2,2,2,0,1,3,1,2,18,31,0,4,Caleb Johnston,5,Stephen F. Austin,0,2,2,2015,2015
108,0,0,Big 12,2,1,0,0,1,4,4,2,2,10,14,1,2,Josh Johnston,5,Texas A&M,1,0,3,2007,2007
109,1,0,Sun Belt,1,1,0,1,1,1,2,2,2,6,7,0,0,Matt Joines,5,Middle Tennessee,0,0,1,2010,2010
110,0,0,Big 12,5,0,0,3,0,0,3,5,8,12,25,1,5,Andrew Jones,5,Missouri,0,1,6,2012,2012
111,2,3,MEAC,13,2,2,10,0,0,10,1,2,14,63,4,15,Abdulwali Kasim,5,Delaware State,0,0,17,2012,2012
112,1,0,A-10,0,1,0,0,1,1,1,2,2,10,15,0,1,Pete Kathopoulis,5,Saint Joseph's,1,0,0,2007,2007
113,0,0,MVC,2,2,1,1,1,3,4,0,0,5,8,1,1,Will Keller,5,Southern Illinois,0,2,3,2020,2020
114,1,0,Total,9,2,2,3,0,0,3,1,4,17,47,3,5,Scott Kelly,5,Georgia Southern,0,3,12,2015,2014
115,1,0,NEC,1,2,1,1,1,2,3,0,0,8,9,0,3,Timmy Kiggins,5,Bryant,3,0,1,2020,2020
116,0,0,Total,0,2,1,1,1,3,4,0,0,4,7,0,1,Ryan Kilmartin,5,Total,0,0,0,2012,2011
117,0,0,Pac-12,2,2,1,1,1,2,3,0,0,3,4,0,0,Derek King,5,University of California,0,1,2,2018,2018
118,1,0,OVC,2,2,1,2,1,3,5,0,0,4,7,0,2,Gus Klaus,5,Jacksonville State,0,2,2,2013,2013
119,5,2,Patriot,5,2,1,6,1,5,11,0,0,8,56,2,11,Gunther Klimes,5,Army,2,4,7,2017,2017
120,0,2,Patriot,6,1,1,8,0,0,8,3,4,16,31,1,2,Curtis Koszuta,5,Army,1,1,7,2009,2007
121,3,2,OVC,7,2,2,5,0,0,5,1,2,13,62,9,8,Romaric Lasme,5,Morehead State,1,9,16,2011,2011
122,4,0,MVC,4,2,1,2,1,6,8,0,0,16,33,1,1,Brian Lavin,5,Bradley,1,5,5,2009,2007
123,8,0,SEC,10,2,2,9,0,1,10,1,3,31,121,3,9,Brandon Lopez,5,Tennessee,3,10,13,2014,2012
124,2,0,Pac-10,5,2,2,2,0,1,3,1,2,13,27,1,1,Matt Losli,5,Oregon,0,3,6,2011,2011
125,0,0,CUSA,4,1,0,0,1,2,2,2,2,17,31,0,2,Lionel Love,5,Alabama-Birmingham,0,0,4,2016,2015
126,4,0,Total,2,2,2,6,0,10,16,1,2,25,50,4,4,Nicholas Lucenti,5,Oregon,1,1,6,2014,2011
127,0,1,Big Ten,2,2,1,1,1,1,2,0,0,7,35,1,2,Mike Lukashewich,5,Minnesota,1,2,3,2016,2015
128,3,0,MAC,1,2,2,11,0,3,14,1,4,10,51,4,1,Josh Lyle,5,Eastern Michigan,1,2,5,2013,2013
129,4,1,MEAC,11,2,2,7,0,0,7,1,2,12,60,1,11,Hassante Manning,5,Morgan State,0,2,12,2014,2014
130,3,0,CAA,1,2,1,2,1,5,7,0,0,20,35,2,2,Stevan Manojlovic,5,Drexel,2,2,3,2014,2011
131,1,0,SWAC,0,2,1,2,1,2,4,0,0,3,8,0,1,Johnny Lee Markham,5,Alcorn State,0,2,0,2007,2007
132,0,5,Pac-12,6,2,1,3,1,8,11,0,0,11,38,3,6,Kenny Martin,5,Arizona State,2,2,9,2013,2013
133,1,2,CUSA,4,1,1,2,0,1,3,3,5,11,37,1,0,Wayne Martin,5,Central Florida,1,2,5,2012,2012
134,1,1,WCC,6,2,1,4,1,2,6,0,0,12,32,0,3,Jordan Mast,5,Gonzaga,1,3,6,2007,2007
135,1,0,Patriot,0,2,1,2,1,2,4,0,0,5,14,0,0,JR Mathis,5,Navy,0,1,0,2018,2018
136,0,0,CUSA,0,0,0,0,0,0,0,5,6,3,3,0,0,Khary Mauras,5,Old Dominion,0,0,0,2017,2017
137,0,0,Big Sky,2,2,2,4,0,0,4,1,2,2,14,0,5,Jaqwan McCauley,5,North Dakota,0,2,2,2018,2018
138,2,0,NEC,5,1,0,0,1,10,10,2,2,14,35,1,5,Tre McKeithen,5,Saint Francis (PA),0,2,6,2018,2017
139,0,0,A-Sun,1,2,1,1,1,2,3,0,0,1,7,1,0,Jimmy McMurrin,5,Jacksonville,0,0,2,2010,2010
140,4,1,Big Sky,6,1,0,4,1,8,12,2,4,20,90,2,4,Travis Meeker,5,Northern Arizona,0,0,8,2014,2014
141,3,0,Big West,5,2,1,3,1,11,14,0,0,8,43,3,6,Jhan Paul Mejia,5,Cal State Fullerton,0,1,8,2017,2017
142,1,0,Patriot,4,2,1,4,1,6,10,0,0,14,25,2,2,Adam Mikula,5,Boston University,2,2,6,2020,2019
143,1,0,Pac-10,2,2,2,3,0,1,4,1,3,9,19,1,2,Percy Miller,5,Southern California,2,2,3,2010,2009
144,1,0,Sun Belt,1,1,0,1,1,4,5,2,4,9,14,0,1,Jalen Milner,5,Coastal Carolina,0,0,1,2020,2020
145,0,0,A-Sun,2,2,1,1,1,2,3,0,0,12,12,0,2,R.J. Miskimon,5,Mercer,0,0,2,2012,2011
146,0,0,NEC,0,2,1,1,1,7,8,0,0,8,9,0,2,Edon Molic,5,St. Francis (NY),0,1,0,2015,2014
147,1,0,Summit,1,1,0,0,1,7,7,2,2,3,41,1,2,Billy Molinari,5,Western Illinois,0,5,2,2012,2011
148,0,0,MVC,2,1,1,1,0,2,3,3,4,5,9,0,1,Luke Morrill,5,Valparaiso,0,1,2,2020,2020
149,2,0,ACC,2,2,1,12,1,8,20,0,0,19,38,1,4,Nick Mosakowski,5,Boston College,1,2,3,2011,2009
150,0,0,Ivy,0,2,2,6,0,4,10,1,3,12,30,3,6,Sean Mullan,5,Pennsylvania,1,2,3,2010,2010
151,3,0,MEAC,1,1,0,3,1,3,6,2,2,13,44,0,2,Joshua Mullins,5,North Carolina A&T,0,1,1,2017,2017
152,8,0,Total,7,1,0,0,1,12,12,2,2,25,123,2,9,Daniel Munoz,5,Southern California,4,15,9,2014,2011
153,1,2,CUSA,5,2,1,7,1,1,8,0,2,25,47,3,6,Eric Munoz,5,Texas-El Paso,0,1,8,2011,2008
154,0,0,MEAC,1,2,2,4,0,0,4,1,2,13,26,2,2,Hnric Murray,5,Florida A&M,0,1,3,2020,2019
155,0,0,Big Sky,0,1,0,0,1,4,4,2,4,4,12,1,1,Neema Namdar,5,Southern Utah,2,0,1,2017,2017
156,0,0,Total,3,2,1,3,1,2,5,0,0,11,11,2,2,Albert Nassar,5,Syracuse,1,0,5,2014,2012
157,2,0,A-Sun,0,2,2,4,0,1,5,1,3,11,28,0,3,Jordan Negrin,5,Florida Gulf Coast,0,4,0,2011,2011
158,2,1,Southern,5,2,2,5,0,10,15,1,2,15,50,5,9,Qwandell Newton,5,Citadel,0,3,10,2016,2016
159,6,1,WCC,3,1,0,0,1,5,5,2,4,7,47,0,7,Casey Norris,5,Loyola Marymount,6,6,3,2015,2015
160,4,0,OVC,5,1,0,2,1,9,11,2,3,8,26,2,1,Aleksa Novakovic,5,Eastern Illinois,0,4,7,2016,2016
161,0,1,MAC,2,2,2,5,0,0,5,1,2,8,22,1,5,Johnathan Nwankwo,5,Kent State,0,1,3,2018,2018
162,1,0,Big Sky,1,2,1,2,1,5,7,0,0,17,44,2,9,Daniel Nwosu,5,Montana,1,3,3,2015,2015
163,4,0,Total,2,2,1,2,1,3,5,0,0,19,31,0,7,Ben O'Donnell,5,Total,1,4,2,2010,2008
164,1,0,Ivy,6,2,1,1,1,1,2,0,0,7,24,0,3,Tommy O'Neil,5,Harvard,2,0,6,2020,2020
165,3,0,MAAC,3,2,1,2,1,6,8,0,0,27,51,2,6,Jimmy O'Sullivan,5,Fairfield,2,5,5,2010,2008
166,0,1,SEC,1,2,2,2,0,0,2,1,2,8,30,1,6,Axel Okongo,5,Missouri,0,1,2,2020,2020
167,0,0,WAC,3,0,0,4,0,1,5,5,7,2,15,0,3,Miles Oliver,5,Chicago State,1,3,3,2019,2019
168,1,2,MEAC,3,2,2,7,0,1,8,1,2,7,26,1,0,Osman Olol,5,Coppin State,0,3,4,2011,2011
169,1,1,Total,3,1,1,4,0,0,4,3,4,36,46,4,5,Chido Onyiuke,5,Loyola (MD),0,3,7,2014,2011
170,2,2,Sun Belt,15,1,1,7,0,5,12,3,6,14,61,0,11,Damion Ottman,5,Troy,1,5,15,2016,2016
171,2,0,Patriot,3,1,0,2,1,2,4,2,2,16,41,0,4,Zach Paterick,5,Holy Cross,1,3,3,2008,2007
172,0,0,Big West,4,2,1,6,1,3,9,0,0,5,19,0,1,Mark Patterson,5,Cal Poly,0,0,4,2016,2015
173,1,0,SEC,3,1,0,1,1,5,6,2,3,19,29,0,5,Dwight Perry,5,Kentucky,0,2,3,2009,2007
174,4,0,MAC,0,1,0,3,1,2,5,2,3,7,20,1,2,Jorden Peterson,5,Eastern Michigan,1,3,1,2019,2019
175,9,0,Southland,3,0,0,6,0,6,12,5,6,5,57,0,5,Benquan Petty,5,Lamar,0,10,3,2015,2015
176,4,0,SEC,0,2,2,3,0,5,8,1,2,12,33,0,5,Shane Phillips,5,South Carolina,2,4,0,2013,2012
177,0,0,CAA,0,2,1,4,1,4,8,0,0,20,28,2,4,Christian Pierce,5,James Madison,1,3,2,2014,2012
178,0,0,Big South,0,2,2,2,0,1,3,1,2,1,4,0,2,Tobias Pinson,5,Winthrop,0,0,0,2012,2012
179,4,0,WCC,7,2,2,4,0,3,7,1,2,13,35,0,2,Chris Pontarolo-Maag,5,Gonzaga,0,2,7,2010,2009
180,0,0,CAA,0,2,1,1,1,1,2,0,0,5,5,0,0,Marc Pratt,5,Towson,0,0,0,2007,2007
181,3,3,WCC,1,1,0,2,1,1,3,2,2,7,40,1,1,Kyle Price,5,San Diego,3,3,2,2007,2007
182,1,0,Southland,1,2,2,2,0,2,4,1,1,3,8,0,0,P.J. Purnell,5,Oral Roberts,1,0,1,2013,2013
183,3,1,Big South,2,2,2,4,0,1,5,1,2,7,16,1,2,Tracey Quarles,5,Liberty,1,3,3,2008,2008
184,3,0,Ivy,1,2,1,1,1,2,3,0,0,7,10,0,0,Jayden Reaves,5,Dartmouth,1,0,1,2020,2020
185,0,0,MAC,0,2,1,1,1,2,3,0,0,1,5,0,0,Teo Redding,5,Bowling Green State,0,0,0,2017,2017
186,2,1,CUSA,6,2,2,8,0,3,11,1,2,22,70,1,6,J.R. Reynolds,5,Rice,1,4,7,2012,2011
187,0,0,AEC,1,2,2,5,0,0,5,1,2,2,21,2,1,Jordan Rhodes,5,Massachusetts-Lowell,0,0,3,2015,2015
188,2,0,Big East,3,2,2,5,0,2,7,1,1,7,23,1,0,Kamall Richards,5,Xavier,2,2,4,2014,2014
189,2,0,OVC,0,2,1,4,1,4,8,0,0,13,35,1,5,Chase Ridenour,5,Tennessee Tech,1,1,1,2020,2020
190,5,0,WAC,13,1,1,4,0,2,6,3,7,20,74,3,12,Ajay Riding,5,Fresno State,3,9,16,2007,2007
191,2,1,Horizon,3,2,1,3,1,5,8,0,0,8,13,3,0,Dan Ritter,5,Youngstown State,3,1,6,2018,2018
192,0,0,WCC,3,2,1,1,1,2,3,0,0,6,13,1,2,Takori Rooks,5,Pacific,0,1,4,2020,2020
193,0,0,WAC,0,2,2,5,0,0,5,1,2,4,22,3,9,Willie Rosenthal,5,Chicago State,2,2,3,2014,2014
194,0,0,WAC,3,1,0,2,1,8,10,2,2,8,29,1,2,Broderick Ross,5,Missouri-Kansas City,2,1,4,2017,2017
195,0,0,Total,2,2,2,5,0,0,5,1,2,16,26,0,3,Michael Rudy,5,George Mason,0,1,2,2016,2013
196,2,0,Big West,0,2,1,5,1,4,9,0,0,6,30,0,2,Dallas Rutherford,5,Cal State Northridge,0,4,0,2009,2009
197,0,0,ACC,2,2,1,5,1,3,8,0,0,8,12,1,1,Andrew Rutledge,5,Florida State,0,1,3,2011,2010
198,2,1,A-10,3,2,2,2,0,5,7,1,1,11,28,1,3,Sinan Saglam,5,Fordham,0,2,4,2017,2017
199,1,0,Southland,3,2,1,4,1,7,11,0,0,9,27,2,1,Michael Saladin,5,Houston Baptist,3,1,5,2018,2017
200,1,1,A-10,4,2,1,3,1,2,5,0,0,4,20,2,3,Bryce Schneider,5,Richmond,0,1,6,2019,2019
201,0,1,CAA,1,2,2,5,0,0,5,1,2,4,9,3,3,Alex Schulz,5,James Madison,0,0,4,2019,2018
202,0,0,NEC,0,2,2,4,0,0,4,1,1,5,9,1,0,Ben Seidel,5,Saint Francis (PA),1,0,1,2020,2020
203,1,0,A-Sun,3,2,1,8,1,3,11,0,0,14,29,1,3,Larney Shakur,5,Mercer,3,2,4,2009,2009
204,0,0,A-10,6,2,2,14,0,1,15,1,3,18,27,3,7,Matt Sheehan,5,La Salle,1,6,9,2012,2011
205,0,0,MWC,3,2,1,1,1,4,5,0,0,6,16,0,1,Ricky Shoff,5,Utah,0,1,3,2010,2010
206,2,0,Southland,2,2,1,3,1,8,11,0,0,22,33,0,2,Tyler Simmons,5,Central Arkansas,0,2,2,2018,2015
207,2,1,SEC,3,2,1,3,1,4,7,0,0,7,27,1,3,L.J. Singleton,5,Mississippi State,1,1,4,2017,2017
208,0,0,WAC,3,2,1,5,1,2,7,0,0,3,23,0,1,Richard Sirju,5,Utah State,0,0,3,2009,2009
209,3,0,Sun Belt,1,2,1,2,1,2,4,0,0,7,18,0,0,Adam Sizemore,5,South Alabama,1,1,1,2020,2020
