,ast,blk,conf_abbr,drb,fg,fg2,fg2a,fg3,fg3a,fga,ft,fta,g,mp,orb,pf,player,pts,school_name,stl,tov,trb,year_max,year_min,NBA_age,NBA_ast_per_g,NBA_blk_per_g,NBA_drb_per_g,NBA_efg_pct,NBA_fg2_pct,NBA_fg2_per_g,NBA_fg2a_per_g,NBA_fg3_pct,NBA_fg3_per_g,NBA_fg3a_per_g,NBA_fg_pct,NBA_fg_per_g,NBA_fga_per_g,NBA_first_team,NBA_ft_pct,NBA_ft_per_g,NBA_fta_per_g,NBA_g,NBA_gs,NBA_lg_id,NBA_mp_per_g,NBA_orb_per_g,NBA_pf_per_g,NBA_pos,NBA_pts_per_g,NBA_stl_per_g,NBA_team_id,NBA_tov_per_g,NBA_trb_per_g
34,44,14,MEAC,81,70,57,143,13,51,194,53,69,33,740,38,54,A'Daeron Duncan,206,Coppin State,29,54,119,2008,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,51,2,Big Sky,67,74,29,58,45,116,174,13,20,30,734,23,85,Carson Durr,206,Montana State,14,45,90,2007,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,96,5,OVC,78,69,65,141,4,20,161,64,91,66,800,18,32,Tyrik Edwards,206,Jacksonville State,20,50,96,2018,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,26,15,Big South,91,76,55,89,21,59,148,33,51,35,630,16,71,Brock Gardner,206,Liberty,12,34,107,2017,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,6,32,CUSA,146,89,89,184,0,0,184,28,65,59,863,103,124,Pierre Henderson-Niles,206,Memphis,26,50,249,2010,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,99,4,Big Ten,78,58,28,62,30,80,142,60,83,82,960,21,97,P.J. Hill,206,Ohio State,28,69,99,2010,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,28,21,AAC,63,82,66,119,16,41,160,26,35,19,514,19,50,D.J. Jeffries,206,Memphis,14,33,82,2020,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,139,5,AEC,94,75,66,153,9,46,199,47,81,52,1049,45,93,Mike Johnson,206,Albany (NY),43,91,139,2010,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,98,8,AEC,46,66,57,135,9,33,168,65,88,49,758,23,75,Shawn Jones,206,Massachusetts-Lowell,25,53,69,2019,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,21,6,SWAC,70,80,47,120,33,123,243,13,18,58,596,33,89,Kay Martinez,206,Jackson State,31,47,103,2009,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,109,9,Southland,103,74,70,124,4,17,141,54,85,33,761,82,84,Kevin Menifee,206,Texas A&M-Corpus Christi,31,75,185,2007,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,91,4,Big South,61,68,57,140,11,34,174,59,71,90,764,21,82,Taj Owens,206,Radford,33,46,82,2016,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,65,2,Southland,100,70,53,131,17,64,195,49,63,61,731,56,66,Deividas Petravicius,206,Northwestern State,29,84,156,2009,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,77,0,Big South,60,55,40,100,15,51,151,81,128,51,803,20,92,Jeremy Robinson,206,Radford,34,66,80,2011,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,37,2,Summit,45,72,59,137,13,53,190,49,79,51,499,17,36,Elvin Rodriguez,206,Denver,18,42,62,2019,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,56,1,Big 12,48,72,38,99,34,94,193,28,37,26,530,10,44,Josh Selby,206,Kansas,21,53,58,2011,2011,,0.9,0.0,0.5,.346,.384,0.7,1.9,.143,0.1,0.6,.330,0.8,2.5,MEM,.720,0.5,0.7,38,0,NBA,7.8,0.1,0.6,,2.2,0.2,,0.9,0.5
50,9,4,MEAC,69,76,75,157,1,1,158,53,86,49,642,52,54,Terron Stowe,206,Delaware State,12,41,121,2011,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,18,27,Big Ten,105,78,69,159,9,37,196,41,66,109,736,65,117,Charles Thomas IV,206,Wisconsin,10,36,170,2019,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,45,15,OVC,58,64,40,90,24,77,167,54,64,31,739,6,68,Darius Thompson,206,Tennessee-Martin,30,40,64,2018,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,22,2,Big West,65,74,28,52,46,104,156,12,16,31,646,16,36,Reggie Vezia,206,Pacific,17,35,81,2007,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,32,4,Big South,80,78,78,165,0,1,166,50,84,30,577,60,63,Phil Wallace,206,Coastal Carolina,18,35,140,2008,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,6,100,CUSA,195,88,88,138,0,0,138,29,77,59,1117,97,130,Gjio Bain,205,Southern Mississippi,14,34,292,2008,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,20,2,Big South,29,71,12,29,59,166,195,4,8,50,531,14,19,David Brown,205,Gardner-Webb,17,29,43,2012,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,28,10,Total,97,89,89,172,0,3,175,27,47,54,812,72,97,Jonathan Cruz,205,Total,16,52,169,2010,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,39,4,SWAC,42,65,34,92,31,84,176,44,62,32,797,26,65,Julian Daughtry,205,Jackson State,30,32,68,2018,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,15,5,Total,44,60,30,77,30,74,151,55,73,30,418,20,53,Jerrelle DeBerry,205,Total,5,31,64,2018,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,4,10,CUSA,82,76,76,130,0,0,130,53,95,53,574,108,107,Demar Dotson,205,Southern Mississippi,14,28,190,2008,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,120,3,Southland,67,69,44,99,25,85,184,42,62,40,940,23,90,LaMarr Drake,205,Texas A&M-Corpus Christi,49,105,90,2010,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,125,7,ACC,90,75,32,70,43,141,211,12,27,78,1140,27,83,Bobby Frasor,205,North Carolina,49,57,117,2009,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,54,14,MAAC,71,70,67,105,3,15,120,62,82,29,756,59,62,Jacco Fritz,205,Canisius,13,60,130,2020,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,79,4,Big West,31,65,38,71,27,86,157,48,63,33,705,9,67,Solomon HorseChief,205,Pacific,19,62,40,2008,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,26,11,Big East,112,69,64,165,5,20,185,62,88,32,776,58,100,Adam Hrucaniuk,205,Cincinnati,11,69,170,2008,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,80,9,WCC,95,73,57,153,16,57,210,43,73,32,963,18,82,Marion Humphrey,205,San Diego,40,51,113,2020,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,25,4,SWAC,80,74,61,153,13,68,221,44,65,49,598,33,64,Shaunvanta Ingram,205,Alcorn State,14,67,113,2011,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,10,1,MVC,21,66,0,6,66,166,172,7,8,34,727,4,40,Jonah Jackson,205,Drake,4,10,25,2020,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,67,0,Big South,38,60,29,81,31,86,167,54,82,28,539,23,62,Russell Jones,205,Winthrop,30,34,61,2020,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,33,1,OVC,42,61,6,15,55,170,185,28,34,57,740,5,63,John Lamb,205,Morehead State,22,35,47,2010,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,16,4,Ivy,60,75,34,63,41,95,158,14,17,26,621,36,40,Max Martz,205,Pennsylvania,5,17,96,2020,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,30,7,Ivy,60,71,22,36,49,153,189,14,27,78,961,30,102,Chris McComber,205,Columbia,11,21,90,2017,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,45,4,MAC,45,81,56,128,25,99,227,18,33,52,918,21,91,Zach McCormick,205,Miami (OH),32,30,66,2017,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,33,3,CUSA,54,70,23,54,47,131,185,18,25,56,1089,7,74,Jaylan McGill,205,Charlotte,16,34,61,2019,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,9,12,MEAC,69,75,75,179,0,0,179,55,92,30,566,39,86,Aaron Nelson,205,Bethune-Cookman,5,58,108,2007,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,102,0,Big Sky,44,62,43,102,19,44,146,62,88,51,975,11,90,Ricky Nelson,205,Weber State,26,42,55,2019,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,199,4,Big South,139,74,58,140,16,91,231,41,63,117,2069,51,145,Quinton Ray,205,Campbell,64,120,190,2017,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,28,29,Big Ten,112,79,61,112,18,65,177,29,45,76,989,45,95,Matt Terwilliger,205,Ohio State,26,36,157,2008,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,27,1,SWAC,27,63,28,59,35,91,150,44,66,24,544,9,56,Tre Todd,205,Alabama A&M,21,55,36,2019,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,53,5,Big 12,46,66,46,92,20,58,150,53,65,22,538,14,63,Jamel White,205,Nebraska,17,32,60,2007,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,30,12,Pac-10,115,72,34,76,38,105,181,22,34,30,751,75,74,Serge Angounou,204,Arizona State,28,49,190,2007,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,24,5,Total,107,75,75,143,0,0,143,54,78,50,731,90,83,Jesse Byrd,204,Total,22,37,197,2009,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,31,16,Summit,173,81,65,110,16,43,153,26,42,56,963,49,96,Donoven Carlisle,204,Denver,17,48,222,2019,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,15,25,WAC,134,86,83,172,3,13,185,29,59,30,844,86,97,Harry Disy,204,Louisiana Tech,30,37,220,2007,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,22,16,Total,96,83,79,180,4,29,209,34,63,48,767,46,98,Rich Flemming,204,Total,27,55,142,2009,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,9,37,Total,97,86,86,161,0,0,161,32,58,63,547,58,112,Andrew Gordon,204,Total,20,54,155,2020,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,18,27,Ivy,122,85,85,192,0,0,192,34,96,74,988,81,137,Kurt Graeber,204,Dartmouth,16,75,203,2009,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,31,3,MEAC,32,68,27,72,41,133,205,27,35,32,583,15,39,Jeremiah Hill,204,Savannah State,19,34,47,2014,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,33,15,CUSA,48,77,50,120,27,88,208,23,32,33,614,15,58,Ahmad Ibrahim,204,Rice,18,37,63,2012,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,16,24,SWAC,86,78,67,112,11,42,154,37,57,52,675,42,99,Shay'rone Jett,204,Prairie View,13,21,128,2018,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,19,0,NEC,67,68,7,16,61,196,212,7,10,56,632,11,51,Tanner Johnson,204,Bryant,3,20,78,2020,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,47,1,A-10,45,60,36,85,24,90,175,60,92,26,539,14,57,Sherif Kenney,204,La Salle,24,61,59,2020,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,88,15,Big South,65,76,46,130,30,109,239,22,32,51,916,14,82,Brian McNair,204,Gardner-Webb,50,65,79,2011,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,35,3,AAC,89,64,18,41,46,157,198,30,43,75,859,28,86,Trevor Moore,204,Cincinnati,33,30,117,2020,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,18,10,WCC,64,66,14,27,52,127,154,20,22,48,455,13,41,Dzmitry Ryuny,204,San Francisco,13,19,77,2020,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,6,28,AAC,91,76,76,146,0,2,148,52,72,45,617,66,79,Luis Santos,204,South Florida,17,45,157,2017,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,20,6,Big Sky,91,87,81,179,6,35,214,24,39,48,699,51,108,Michael Selling,204,Sacramento State,23,49,142,2010,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,35,7,Patriot,96,66,37,88,29,98,186,43,60,89,980,42,162,T.J. Topercer,204,Navy,27,69,138,2010,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,30,6,Ind,101,76,36,72,40,129,201,12,22,53,672,35,70,Jan van der Kooij,204,Longwood,12,34,136,2011,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,70,3,SEC,52,63,27,69,36,100,169,42,52,19,576,10,61,Santiago Vescovi,204,Tennessee,23,67,62,2020,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,43,21,Patriot,92,78,76,142,2,8,150,45,69,58,650,50,84,Josh Alexander,203,American,12,41,142,2020,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,45,7,A-10,82,72,47,96,25,85,181,34,47,29,807,33,43,Maceo Austin,203,Duquesne,21,46,115,2020,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,42,10,MEAC,70,69,37,93,32,92,185,33,51,56,867,46,141,Robert Baker,203,South Carolina State,26,81,116,2008,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,20,5,Southland,120,62,61,111,1,2,113,78,112,27,517,81,56,Christian Barrett,203,Lamar,11,37,201,2019,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,25,29,Horizon,95,75,72,132,3,21,153,50,75,35,475,45,68,Grant Basile,203,Wright State,12,50,140,2020,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,32,7,Patriot,75,72,19,44,53,182,226,6,9,56,772,15,62,Mike Bersch,203,American,14,34,90,2013,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,32,11,Big West,66,69,22,63,47,141,204,18,27,54,1012,35,59,Michael Bolden,203,Cal Poly,30,17,101,2015,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,28,13,MEAC,94,67,63,163,4,27,190,65,85,108,953,61,128,David Bottenberg,203,South Carolina State,10,37,155,2020,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,53,4,SWAC,71,75,58,106,17,54,160,36,58,28,606,27,51,Dominic Brewton,203,Alcorn State,29,52,98,2020,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,35,4,ACC,73,69,18,38,51,127,165,14,22,31,628,4,44,Hunter Cattoor,203,Virginia Tech,31,16,77,2020,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,22,1,SWAC,42,65,15,39,50,133,172,23,29,26,562,11,54,Duran Diaz,203,Grambling,9,27,53,2008,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,40,18,Big Sky,123,64,37,86,27,97,183,48,77,67,1101,46,109,Jon'te Dotson,203,Northern Colorado,29,59,169,2017,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,55,0,GWC,34,71,44,104,27,74,178,34,60,31,784,34,101,Shawn Echols,203,Houston Baptist,45,56,68,2011,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,70,2,SWAC,72,67,57,150,10,50,200,59,84,37,764,14,46,Tereke Eckwood,203,Mississippi Valley State,32,67,86,2019,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,9,47,CUSA,82,81,81,150,0,1,151,41,93,60,739,59,72,Armani Flannigan,203,North Texas,24,35,141,2015,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,92,64,Total,256,58,54,159,4,16,175,83,130,99,1681,110,249,Dutch Gaitley,203,Total,38,122,366,2011,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,117,5,ACC,89,79,54,99,25,92,191,20,32,92,1217,27,97,Jordan Goldwire,203,Duke,75,47,116,2020,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,86,8,Total,52,71,50,143,21,60,203,40,59,44,691,14,62,Sekou Harris,203,Total,18,87,66,2015,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,60,21,Big Ten,126,72,55,107,17,62,169,42,63,110,1219,36,75,Michael Hurt,203,Minnesota,13,52,162,2020,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,66,7,Total,23,82,60,88,22,78,166,17,26,44,525,15,52,David Kachelries,203,Total,22,44,38,2020,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,17,24,Sun Belt,108,86,86,171,0,0,171,31,77,109,774,78,191,Kevin Morris,203,South Alabama,23,50,186,2020,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,47,3,ACC,74,72,31,77,41,107,184,18,32,33,661,7,56,Malik Muller,203,Virginia Tech,29,44,81,2015,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,8,78,CAA,149,84,84,144,0,0,144,35,62,93,980,101,172,Chuck Ogbodo,203,North Carolina-Wilmington,20,62,250,2017,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,43,10,Ivy,114,63,22,61,41,129,190,36,54,100,1215,51,101,Jesse Pritchard,203,Yale,19,39,165,2014,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,19,5,WAC,58,77,54,103,23,84,187,26,37,26,606,10,53,Delshon Strickland,203,Chicago State,12,36,68,2019,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,94,7,Horizon,122,68,40,81,28,94,175,39,61,87,1468,43,130,Aric Van Weelden,203,Loyola (IL),38,68,165,2010,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,69,4,OVC,53,72,54,107,18,53,160,41,69,37,661,25,66,Marcus Wallace,203,Southeast Missouri State,43,53,78,2016,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,69,4,MEAC,80,70,60,126,10,44,170,53,85,53,1121,28,114,Khiry White,203,Savannah State,54,111,108,2014,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,66,3,Big 12,71,63,34,92,29,103,195,48,66,57,895,20,77,"Jamal Williams,",203,Texas Tech,23,52,91,2014,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,46,4,WAC,36,68,22,54,46,108,162,21,25,34,622,6,46,Stavon Williams,203,Utah State,16,28,42,2009,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,28,21,Horizon,60,88,85,177,3,21,198,24,48,72,693,43,137,Cameron Witt,203,Valparaiso,7,67,103,2011,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,31,11,WAC,86,72,43,112,29,93,205,29,42,58,790,45,105,Abdul Ahmed,202,Cal State Bakersfield,11,48,131,2015,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,33,12,AAC,89,67,32,59,35,137,196,33,50,62,884,46,66,Cedrick Alley Jr,202,Houston,22,30,135,2020,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,188,3,Southland,99,65,41,101,24,77,178,48,81,72,1371,18,129,Aaron Augustin,202,Stephen F. Austin,79,106,117,2019,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,72,6,OVC,51,65,30,78,35,115,193,37,55,56,810,13,74,John Barnes,202,Jacksonville State,34,70,64,2010,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,45,3,Big South,54,70,29,57,41,101,158,21,31,32,606,28,61,Troy Bowen,202,High Point,26,33,82,2007,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
