,ast,blk,conf_abbr,drb,fg,fg2,fg2a,fg3,fg3a,fga,ft,fta,g,mp,orb,pf,player,pts,school_name,stl,tov,trb,year_max,year_min,NBA_age,NBA_ast_per_g,NBA_blk_per_g,NBA_drb_per_g,NBA_efg_pct,NBA_fg2_pct,NBA_fg2_per_g,NBA_fg2a_per_g,NBA_fg3_pct,NBA_fg3_per_g,NBA_fg3a_per_g,NBA_fg_pct,NBA_fg_per_g,NBA_fga_per_g,NBA_first_team,NBA_ft_pct,NBA_ft_per_g,NBA_fta_per_g,NBA_g,NBA_gs,NBA_lg_id,NBA_mp_per_g,NBA_orb_per_g,NBA_pf_per_g,NBA_pos,NBA_pts_per_g,NBA_stl_per_g,NBA_team_id,NBA_tov_per_g,NBA_trb_per_g
14,23,32,Total,79,62,62,133,0,1,134,45,71,75,725,60,146,Satchel Pierce,169,Total,12,67,139,2018,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,19,0,Total,25,56,19,47,37,94,141,20,28,75,498,11,36,Jeff Powers,169,University of California,2,20,36,2014,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,48,1,MVC,57,50,19,51,31,84,135,38,42,44,667,3,48,Hunter Rhodes,169,Northern Iowa,16,12,60,2018,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,20,3,Total,23,60,25,63,35,113,176,14,18,49,557,5,53,Rico Sanders,169,Total,25,21,28,2014,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,20,11,Total,59,58,53,129,5,18,147,48,71,35,581,42,51,Barry Smith,169,Total,18,38,101,2014,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,12,25,MEAC,45,63,58,99,5,20,119,38,66,28,377,44,64,Justin Steers,169,Coppin State,17,30,89,2019,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,29,13,Total,52,59,42,85,17,64,149,34,50,30,596,17,62,Richard Thomas,169,Total,16,52,69,2010,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,27,3,MEAC,71,65,45,74,20,60,134,19,23,32,484,7,27,Donte Watson,169,North Carolina A&T,13,32,78,2018,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,31,17,Total,65,68,50,90,18,58,148,15,28,48,733,32,129,Justin Whatley,169,Total,20,46,97,2020,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,34,19,Total,84,56,26,51,30,101,152,27,43,102,945,44,98,Tyler Wood,169,Texas-San Antonio,22,36,128,2014,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,23,4,Horizon,120,67,67,147,0,3,150,35,57,27,622,50,50,Najeal Young,169,Illinois-Chicago,21,41,170,2016,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,51,4,Southland,44,53,25,60,28,82,142,34,44,32,630,5,64,Girod Adams,168,Stephen F. Austin,22,45,49,2009,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,11,3,AEC,37,56,21,50,35,93,143,21,29,30,417,5,39,Wheeler Baker,168,Albany (NY),10,27,42,2015,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,80,0,OVC,60,58,30,67,28,95,162,24,47,71,917,10,69,Cecil Brown,168,Morehead State,20,90,70,2009,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,28,7,SWAC,61,56,46,109,10,29,138,46,73,28,536,19,37,Willis Brownlee,168,Alcorn State,23,46,80,2011,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,17,10,MVC,80,53,13,27,40,121,148,22,29,44,671,20,106,Taylor Bruninga,168,Illinois State,9,18,100,2020,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,24,19,Total,90,64,46,86,18,52,138,22,30,72,450,21,54,Payton Dastrup,168,Total,15,31,111,2020,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,42,1,SWAC,35,60,49,122,11,29,151,37,47,26,632,22,39,Mike Davis,168,Alcorn State,29,37,57,2015,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,78,0,MAAC,53,55,24,100,31,111,211,27,41,55,701,34,78,Dimitri Floras,168,Quinnipiac,24,48,87,2016,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,35,11,Total,52,60,44,112,16,35,147,32,43,36,425,25,57,Vincent Garrett,168,Total,8,31,77,2014,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,45,16,Patriot,105,66,66,105,0,0,105,36,53,68,768,52,116,Clayton Graham,168,Colgate,13,33,157,2014,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,27,15,Total,89,61,42,94,19,63,157,27,41,69,762,26,55,Van Green,168,Total,27,42,115,2015,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,120,4,Total,116,52,45,91,7,43,134,57,86,93,1321,57,160,Jim Griffin,168,Samford,35,69,173,2009,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,46,1,WCC,37,55,11,16,44,119,135,14,14,45,669,4,28,Jonathan Gunderson,168,Santa Clara,12,29,41,2008,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,21,20,WCC,81,66,66,125,0,1,126,36,62,43,600,43,63,Hugh Hogland,168,Portland,11,55,124,2020,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,19,4,WAC,25,55,13,28,42,98,126,16,20,31,493,10,36,Ted Knauber,168,New Mexico State,12,20,35,2007,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,16,23,GWC,88,65,65,155,0,0,155,38,56,53,676,51,124,Enrique Mason,168,Texas-Rio Grande Valley,15,37,139,2012,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,38,14,Patriot,62,65,44,117,21,62,179,17,25,51,519,8,47,John Moonshower,168,Army,17,42,70,2009,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,26,11,NEC,43,58,29,72,29,76,148,23,38,31,597,23,77,Josh Nicholas,168,St. Francis (NY),27,29,66,2018,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,22,4,Big East,27,61,28,66,33,93,159,13,20,25,462,5,36,Kyky Tandy,168,Xavier,6,26,32,2020,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,10,13,Total,77,70,70,124,0,1,125,28,60,44,565,42,81,Terry Tidwell,168,Total,12,52,119,2014,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,67,1,Sun Belt,67,56,31,76,25,70,146,31,42,72,721,16,70,Josh Williams,168,Troy,42,57,83,2009,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,32,0,Sun Belt,24,56,24,47,32,73,120,24,29,19,368,5,15,Kenneth Willingham,168,North Texas,13,24,29,2008,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,31,15,Patriot,99,63,62,107,1,1,108,41,72,60,602,46,107,Yilret Yiljep,168,American,14,55,145,2020,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,43,1,Total,65,55,14,34,41,118,152,16,26,53,740,24,62,Ian Burke,167,Total,25,24,89,2020,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,26,4,Ind,27,65,57,112,8,26,138,29,40,22,428,12,38,Quintin Carouthers,167,Purdue-Fort Wayne,9,37,39,2007,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,171,0,A-10,76,56,45,120,11,30,150,44,78,31,969,12,79,Yuri Collins,167,Saint Louis,46,99,88,2020,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,17,30,WAC,98,63,63,142,0,0,142,41,76,60,762,63,122,Quron Davis,167,Chicago State,11,46,161,2016,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,7,31,Big West,74,74,74,134,0,0,134,19,37,29,500,54,73,Mark Dawson,167,Cal State Long Beach,11,30,128,2007,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,113,6,SWAC,74,51,39,135,12,44,179,53,90,83,949,31,116,Jabari Deshields,167,Alabama A&M,60,135,105,2011,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,19,2,NEC,27,57,19,38,38,91,129,15,18,22,473,6,34,Devon Dunn,167,Fairleigh Dickinson,13,13,33,2020,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,25,1,WAC,41,56,24,59,32,89,148,23,42,26,512,15,55,Chris Freeman,167,Texas-Rio Grande Valley,14,29,56,2020,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,45,12,Southland,102,63,43,91,20,54,145,21,39,64,865,38,80,Marcus Hammonds,167,Texas A&M-Corpus Christi,26,60,140,2010,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,53,0,Horizon,54,53,6,11,47,146,157,14,25,33,800,6,49,Blake Lampman,167,Oakland,20,18,60,2020,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,99,0,Big Ten,90,56,24,52,32,97,149,23,34,67,938,21,110,C.J. Lee,167,Michigan,43,44,111,2009,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,10,26,MAC,129,63,59,123,4,11,134,37,54,49,546,50,95,Tayler Mattos,167,Bowling Green State,10,26,179,2020,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,63,4,ACC,73,61,35,69,26,83,152,19,34,63,958,19,107,Gabriel Moton,167,Boston College,30,58,92,2012,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,11,39,Horizon,96,67,63,143,4,18,161,29,54,94,880,57,166,Ludovic Ndaye,167,Cleveland State,20,32,153,2014,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,26,3,CUSA,28,53,21,70,32,126,196,29,33,52,666,7,26,Jalen Ragland,167,Texas-El Paso,9,19,35,2014,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,12,10,Sun Belt,97,68,67,161,1,2,163,30,62,51,840,52,98,Fabio Ribero,167,Louisiana-Monroe,14,57,149,2012,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,26,51,Big East,111,76,76,146,0,0,146,15,38,47,661,84,69,Josh Roberts,167,St. John's (NY),16,16,195,2020,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,23,10,Southland,87,66,54,103,12,35,138,23,39,31,434,40,63,Airion Simmons,167,Abilene Christian,28,33,127,2020,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,57,2,SWAC,48,60,32,123,28,92,215,19,34,55,792,20,70,Keeslee Stewart,167,Jackson State,23,65,68,2013,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,22,13,Southern,86,63,43,77,20,51,128,21,34,81,780,36,110,Tyler Webb,167,Appalachian State,16,50,122,2010,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,62,0,CUSA,43,49,14,49,35,118,167,34,41,31,733,6,32,Dez Willingham,167,Southern Methodist,19,39,49,2007,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,140,7,ACC,91,57,51,139,6,25,164,47,74,94,815,11,88,Seventh Woods,167,North Carolina,57,105,102,2019,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,4,42,Big Sky,134,58,57,102,1,3,105,50,80,56,575,50,87,Dima Zdor,167,Weber State,8,25,184,2020,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,70,4,A-Sun,87,64,45,115,19,62,177,19,46,32,812,18,51,Mo Arnold,166,Jacksonville,18,48,105,2020,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,48,5,Total,53,61,54,103,7,15,118,37,57,111,665,28,60,Adam Barnes,166,Belmont,22,37,81,2013,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,26,2,WAC,34,66,60,133,6,27,160,28,39,37,520,31,60,Brandon Brown,166,Idaho,13,55,65,2009,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,19,4,Horizon,77,67,55,145,12,43,188,20,35,122,857,58,112,Garrett Butcher,166,Butler,14,29,135,2012,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,5,18,Total,65,66,66,121,0,0,121,34,61,64,620,42,82,Chad Calcaterra,166,Total,7,31,107,2015,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,8,34,WAC,76,70,65,140,5,17,157,21,33,63,579,41,83,John Crnogorac,166,Texas-Rio Grande Valley,13,40,117,2019,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,23,15,WAC,89,55,45,87,10,30,117,46,64,23,550,19,53,Ke'Sean Davis,166,Chicago State,4,52,108,2020,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,20,52,MWC,102,60,60,137,0,0,137,46,94,78,886,92,110,Cheickna Dembele,166,Nevada-Las Vegas,10,66,194,2020,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,18,48,MAC,77,59,56,118,3,11,129,45,90,50,571,73,97,Michael Fakuade,166,Northern Illinois,12,38,150,2010,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,16,5,Big Sky,113,61,61,141,0,1,142,44,67,47,589,63,110,Nahshon George,166,Idaho,15,68,176,2016,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,28,16,Horizon,63,60,47,100,13,33,133,33,52,64,571,46,102,Brennan Gillis,166,Northern Kentucky,15,55,109,2017,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,20,31,WAC,95,61,60,116,1,14,130,43,76,62,916,69,129,Johnny Griffin,166,Chicago State,47,25,164,2015,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,15,2,Horizon,41,55,17,37,38,101,138,18,24,28,325,12,27,Kendale Hampton,166,Youngstown State,10,11,53,2019,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,12,21,OVC,73,68,68,130,0,0,130,30,66,58,511,43,68,Richard Henderson,166,Austin Peay,13,34,116,2019,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,7,15,SWAC,46,63,63,137,0,0,137,40,71,30,437,39,48,Jalen Johnson,166,Alabama A&M,11,26,85,2020,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,6,9,Big Sky,65,70,70,118,0,0,118,26,49,57,553,44,99,Chris Kemp,166,Montana,12,35,109,2015,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,1,23,NEC,93,64,64,114,0,0,114,38,54,49,487,55,102,Nolan Long,166,Wagner,8,30,148,2015,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,19,4,WCC,42,55,10,24,45,110,134,11,16,53,535,16,41,Mathis Monninghoff,166,Gonzaga,5,18,58,2012,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,15,13,Total,71,61,59,154,2,14,168,42,118,37,520,41,37,Sammy Obetoh,166,Total,12,56,112,2011,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,27,3,Summit,60,64,51,109,13,57,166,25,35,56,481,13,61,Charles Ruise Jr.,166,Purdue-Fort Wayne,9,24,73,2017,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,25,4,Southland,60,60,31,63,29,97,160,17,28,49,849,36,61,Linden Smith-Hyde,166,Nicholls State,18,35,96,2013,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,57,1,SWAC,68,43,21,62,22,85,147,58,87,43,652,9,56,Nick Walker,166,Texas Southern,30,67,77,2009,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,14,27,Big Sky,71,68,68,114,0,1,115,29,55,59,606,31,136,Mack Anderson,165,Montana,7,39,102,2020,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,38,23,MWC,73,69,66,126,3,21,147,24,39,53,673,60,71,Aguek Arop,165,San Diego State,25,39,133,2020,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,87,1,MAAC,54,51,18,59,33,125,184,30,40,55,734,3,74,Chris Atkinson,165,Canisius,35,38,57,2017,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,62,2,Big South,39,56,47,120,9,47,167,44,64,17,475,11,49,Nik Brown,165,Longwood,20,67,50,2013,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,15,5,Big 12,56,53,37,65,16,43,108,43,61,26,541,46,48,Tim Bush,165,Baylor,19,25,102,2007,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,28,14,Ivy,90,63,56,114,7,35,149,32,53,60,599,29,71,Ian Carter,165,Dartmouth,16,42,119,2020,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,32,15,Total,157,58,51,111,7,42,153,42,78,46,716,63,72,Chris Collinsworth,165,Brigham Young,13,43,220,2012,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,20,5,Southern,61,58,25,47,33,86,133,16,23,29,465,23,38,Sean Conway,165,Virginia Military Institute,14,25,84,2020,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,34,3,Big West,55,58,50,102,8,23,125,41,59,31,564,23,74,Louis Darby,165,Cal State Long Beach,17,30,78,2007,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,15,1,SWAC,47,55,47,129,8,23,152,47,67,31,416,28,25,Gemaal Davis,165,Mississippi Valley State,12,24,75,2018,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,9,78,Total,115,63,63,136,0,3,139,39,61,50,798,53,111,Dajour Dickens,165,Total,12,50,168,2020,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,31,0,Southland,33,67,63,124,4,20,144,27,38,29,483,10,52,Chaz Dykes,165,Stephen F. Austin,23,45,43,2007,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,123,5,AEC,104,60,59,115,1,7,122,44,89,125,1322,39,127,Josh Elbaum,165,Vermont,88,97,143,2014,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,13,27,Total,110,59,59,99,0,0,99,47,65,86,791,54,92,Charlie Enquist,165,Washington State,17,28,164,2012,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,45,6,Southland,74,67,56,126,11,37,163,20,31,29,512,24,56,Tevin Jackson,165,McNeese State,16,43,98,2016,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,64,14,AAC,86,56,41,88,15,44,132,38,45,35,582,18,59,Antwann Jones,165,Memphis,23,51,104,2019,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,19,1,MEAC,38,59,29,74,30,95,169,17,30,32,469,13,20,Justin Jones,165,South Carolina State,12,30,51,2018,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,23,12,AEC,53,58,45,92,13,48,140,36,58,52,596,25,78,Brendan Kilpatrick,165,Vermont,14,40,78,2015,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,51,4,Southern,78,55,41,96,14,54,150,41,62,28,588,20,61,Jordan Loyd,165,Furman,15,46,98,2013,2012,,0.5,0.0,0.7,.556,.400,0.3,0.8,.500,0.3,0.7,.444,0.7,1.5,TOR,.818,0.8,0.9,12,0,NBA,4.6,0.1,0.4,,2.4,0.0,,0.2,0.8
112,17,12,Big Ten,63,52,18,45,34,87,132,27,36,31,459,22,58,Seth Lundy,165,Penn State,9,11,85,2020,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,65,23,Total,76,58,34,84,24,80,164,25,38,50,659,29,111,Trevor Noonan,165,Total,15,56,105,2011,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,58,2,Pac-10,83,56,19,35,37,115,150,16,27,71,934,34,92,Churchill Odia,165,Oregon,23,32,117,2009,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,4,17,SEC,99,70,70,119,0,0,119,25,51,60,667,60,106,Keanau Post,165,Missouri,10,37,159,2015,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,21,5,Total,66,58,42,89,16,48,137,33,41,46,649,17,59,Lonnie Rivera,165,Total,10,42,83,2019,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,12,42,Big Ten,111,64,58,132,6,24,156,31,69,64,825,79,99,Candido Sa,165,Rutgers,21,48,190,2018,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,24,7,Big 12,16,59,31,70,28,84,154,19,22,31,406,9,18,Taz Sherman,165,West Virginia,18,29,25,2020,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,12,130,Big Sky,168,66,66,145,0,1,146,33,57,70,1102,135,153,Len Springs,165,Northern Arizona,12,55,303,2015,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,50,5,MAC,105,64,51,102,13,33,135,24,40,48,875,49,75,Jason Whitens,165,Western Michigan,22,42,154,2020,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,95,4,GWC,86,65,62,137,3,8,145,32,45,74,862,12,81,Kevin Woods,165,Utah Valley,22,75,98,2012,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,15,55,Pac-12,98,63,63,144,0,0,144,38,67,66,712,68,121,Waverly Austin,164,Oregon,22,48,166,2014,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,91,3,Ivy,57,59,49,85,10,42,127,36,50,29,1043,27,66,Marcus Becker,164,Brown,60,59,84,2007,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,44,1,MAAC,23,54,52,120,2,14,134,54,71,35,629,23,40,Rydell Brooks,164,Niagara,16,40,46,2007,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,8,21,Total,52,64,64,114,0,0,114,36,68,40,414,45,93,Trevor Charles,164,Total,3,46,97,2013,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,46,0,MWC,52,58,31,73,27,100,173,21,31,30,506,9,58,Pat Dembley,164,Boise State,26,61,61,2019,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,51,16,Big 12,60,62,43,87,19,52,139,21,29,33,582,27,75,Darryl Dora,164,Texas Tech,6,31,87,2007,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,10,9,MAAC,78,60,54,123,6,28,151,38,62,30,556,49,61,Fousseyni Drame,164,Saint Peter's,26,50,127,2020,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,13,11,Total,77,59,55,112,4,7,119,42,74,75,574,48,134,Alonzo Edwards,164,Total,9,51,125,2012,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,12,27,OVC,91,70,70,163,0,1,164,24,53,49,615,44,92,Stephen Evans,164,Tennessee State,8,40,135,2009,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,64,2,Big Sky,68,49,28,65,21,54,119,45,61,30,715,21,65,Phil Friesen,164,Montana State,16,47,89,2008,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,100,3,CUSA,88,52,39,94,13,34,128,47,62,29,640,18,55,Andrew Garcia,164,Tulane,31,48,106,2007,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,9,5,MEAC,68,59,35,63,24,80,143,22,27,30,473,29,59,Lagio Grantsaan,164,Morgan State,5,30,97,2020,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,66,10,Big West,70,58,44,98,14,35,133,34,52,31,554,10,79,Jason Hill,164,Cal State Northridge,43,71,80,2007,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,24,21,CUSA,94,66,66,134,0,0,134,32,55,31,632,53,84,Tyson Jackson,164,Middle Tennessee,13,52,147,2020,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,122,5,CAA,77,55,35,84,20,46,130,34,52,119,1154,23,136,Darion Jeralds,164,North Carolina-Wilmington,31,99,100,2010,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
